plntname,centralwavelng,bandwidth,plntransdep,plnradj,plnratror,plntranmid
WASP-52 b,0.6875,0.0250,,,0.16450,
WASP-52 b,0.7125,0.0250,,,0.16460,
WASP-52 b,0.7375,0.0250,,,0.16520,
WASP-52 b,0.7625,0.0250,,,0.16510,
WASP-52 b,0.7875,0.0250,,,0.16600,
WASP-52 b,0.8125,0.0250,,,0.16580,
WASP-52 b,0.8375,0.0250,,,0.16640,
WASP-52 b,0.8625,0.0250,,,0.16750,
WASP-4 b,0.5250,0.2500,,,0.15360,2455844.662871
WASP-4 b,0.6125,0.1750,,,0.15640,2456216.691229
WASP-4 b,0.6125,0.1750,,,0.15670,2456576.675559
WASP-4 b,0.7125,0.3750,,,0.15510,2456924.615612
WASP-4 b,0.7886,,,,0.15580,2454701.812800
WASP-4 b,0.8665,,,,0.15750,2454701.813030
WASP-4 b,0.7886,,,,0.15060,2454705.827150
WASP-4 b,0.7886,,,,0.14970,2454728.577670
WASP-4 b,0.7886,,,,0.15100,2454732.591970
WASP-4 b,0.7886,,,,0.15450,2454740.621250
WASP-4 b,0.8665,,,,0.15250,2455041.723770
WASP-4 b,0.8665,,,,0.15330,2455096.591480
WASP-4 b,0.8665,,,,0.15690,2455132.723100
WASP-4 b,0.7886,,,,0.15620,2455468.619430
WASP-4 b,0.6469,,,,0.14890,2455828.603750
WASP-4 b,0.6469,,,,0.15460,2455832.618150
Qatar-1 b,0.5300,0.0400,,,0.15290,
Qatar-1 b,0.5625,0.0250,,,0.15210,
Qatar-1 b,0.5875,0.0250,,,0.15270,
Qatar-1 b,0.6050,0.0100,,,0.15290,
Qatar-1 b,0.6175,0.0150,,,0.15330,
Qatar-1 b,0.6317,0.0135,,,0.15220,
Qatar-1 b,0.6442,0.0115,,,0.15190,
Qatar-1 b,0.6585,0.0170,,,0.15260,
Qatar-1 b,0.6735,0.0130,,,0.15190,
Qatar-1 b,0.6865,0.0130,,,0.15250,
Qatar-1 b,0.6965,0.0070,,,0.15140,
Qatar-1 b,0.7040,0.0080,,,0.15140,
WASP-127 b,0.4050,0.0200,,,0.11280,
WASP-127 b,0.4250,0.0200,,,0.10810,
WASP-127 b,0.4450,0.0200,,,0.10930,
WASP-127 b,0.4650,0.0200,,,0.10840,
WASP-127 b,0.4850,0.0200,,,0.10610,
WASP-127 b,0.5050,0.0200,,,0.10550,
WASP-127 b,0.5250,0.0200,,,0.10490,
WASP-127 b,0.5450,0.0200,,,0.10410,
WASP-127 b,0.5650,0.0200,,,0.10210,
WASP-127 b,0.5850,0.0200,,,0.10230,
WASP-127 b,0.6050,0.0200,,,0.09830,
WASP-127 b,0.6250,0.0200,,,0.10430,
WASP-127 b,0.6450,0.0200,,,0.09700,
WASP-127 b,0.6650,0.0200,,,0.10450,
WASP-127 b,0.6850,0.0200,,,0.10320,
WASP-127 b,0.7050,0.0200,,,0.10580,
WASP-127 b,0.7250,0.0200,,,0.10650,
WASP-127 b,0.7450,0.0200,,,0.10830,
WASP-127 b,0.7750,0.0200,,,0.10750,
WASP-127 b,0.7950,0.0200,,,0.10540,
WASP-127 b,0.8150,0.0200,,,0.09670,
WASP-127 b,0.8350,0.0200,,,0.10040,
WASP-127 b,0.8550,0.0200,,,0.10230,
WASP-127 b,0.8750,0.0200,,,0.10460,
WASP-127 b,0.8950,0.0200,,,0.10360,
WASP-127 b,0.9150,0.0200,,,0.10520,
WASP-127 b,0.9350,0.0200,,,0.10510,
WASP-127 b,0.5242,0.0050,,,0.10000,
WASP-127 b,0.5292,0.0050,,,0.09580,
WASP-127 b,0.5342,0.0050,,,0.10200,
WASP-127 b,0.5392,0.0050,,,0.09960,
WASP-127 b,0.5442,0.0050,,,0.09830,
WASP-127 b,0.5492,0.0050,,,0.10080,
WASP-127 b,0.5542,0.0050,,,0.10020,
WASP-127 b,0.5592,0.0050,,,0.09620,
WASP-127 b,0.5642,0.0050,,,0.10160,
WASP-127 b,0.5692,0.0050,,,0.10020,
WASP-127 b,0.5742,0.0050,,,0.10130,
WASP-127 b,0.5792,0.0050,,,0.10120,
WASP-127 b,0.5842,0.0050,,,0.10280,
WASP-127 b,0.5892,0.0050,,,0.10310,
WASP-127 b,0.5942,0.0050,,,0.10250,
WASP-127 b,0.5992,0.0050,,,0.10190,
WASP-127 b,0.6042,0.0050,,,0.10070,
WASP-127 b,0.6092,0.0050,,,0.10240,
WASP-127 b,0.6142,0.0050,,,0.09950,
WASP-127 b,0.6192,0.0050,,,0.10110,
WASP-127 b,0.6242,0.0050,,,0.10080,
WASP-127 b,0.6292,0.0050,,,0.09950,
WASP-127 b,0.6342,0.0050,,,0.09970,
WASP-127 b,0.6392,0.0050,,,0.10050,
WASP-127 b,0.6442,0.0050,,,0.10290,
WASP-127 b,0.6492,0.0050,,,0.10120,
WASP-127 b,0.6542,0.0050,,,0.10080,
WASP-127 b,0.6592,0.0050,,,0.10010,
WASP-127 b,0.6642,0.0050,,,0.10050,
WASP-127 b,0.6692,0.0050,,,0.10330,
WASP-127 b,0.6742,0.0050,,,0.10140,
WASP-127 b,0.6792,0.0050,,,0.10030,
WASP-127 b,0.6842,0.0050,,,0.09990,
WASP-127 b,0.6892,0.0050,,,0.09860,
WASP-127 b,0.6942,0.0050,,,0.09950,
WASP-127 b,0.6992,0.0050,,,0.10070,
WASP-127 b,0.7042,0.0050,,,0.10120,
WASP-127 b,0.7092,0.0050,,,0.10010,
WASP-127 b,0.7142,0.0050,,,0.09980,
WASP-127 b,0.7192,0.0050,,,0.10020,
WASP-127 b,0.7242,0.0050,,,0.10060,
WASP-127 b,0.7292,0.0050,,,0.10020,
WASP-127 b,0.7342,0.0050,,,0.09970,
WASP-127 b,0.7392,0.0050,,,0.10090,
WASP-127 b,0.7442,0.0050,,,0.10090,
WASP-127 b,0.7492,0.0050,,,0.10210,
WASP-127 b,0.7542,0.0050,,,0.10200,
WASP-127 b,0.7705,0.0050,,,0.10310,
WASP-127 b,0.7755,0.0050,,,0.10070,
WASP-127 b,0.7805,0.0050,,,0.10130,
WASP-127 b,0.7855,0.0050,,,0.10020,
WASP-127 b,0.7905,0.0050,,,0.10270,
WASP-127 b,0.7955,0.0050,,,0.09990,
WASP-127 b,0.8005,0.0050,,,0.10280,
WASP-127 b,0.8055,0.0050,,,0.10140,
WASP-127 b,0.8105,0.0050,,,0.10150,
WASP-127 b,0.8155,0.0050,,,0.09780,
WASP-127 b,0.8205,0.0050,,,0.09980,
WASP-127 b,0.8255,0.0050,,,0.09970,
WASP-127 b,0.8305,0.0050,,,0.09950,
WASP-127 b,0.8355,0.0050,,,0.09970,
WASP-127 b,0.8405,0.0050,,,0.09850,
WASP-127 b,0.8455,0.0050,,,0.09740,
WASP-127 b,0.8505,0.0050,,,0.09840,
WASP-127 b,0.8555,0.0050,,,0.09990,
WASP-127 b,0.8605,0.0050,,,0.09920,
WASP-127 b,0.8655,0.0050,,,0.09660,
WASP-127 b,0.8705,0.0050,,,0.09800,
WASP-127 b,0.8755,0.0050,,,0.09510,
WASP-127 b,0.8805,0.0050,,,0.09750,
WASP-127 b,0.8855,0.0050,,,0.09870,
WASP-127 b,0.8905,0.0050,,,0.09930,
WASP-127 b,0.8955,0.0050,,,0.09710,
WASP-127 b,0.9005,0.0050,,,0.09850,
WASP-127 b,0.9055,0.0050,,,0.09940,
WASP-127 b,0.9130,0.0100,,,0.10310,
WASP-127 b,0.9230,0.0100,,,0.10050,
WASP-127 b,0.9330,0.0100,,,0.10170,
WASP-127 b,0.9430,0.0100,,,0.10170,
WASP-127 b,0.9530,0.0100,,,0.10070,
WASP-127 b,0.9630,0.0100,,,0.09970,
WASP-127 b,0.9730,0.0100,,,0.09800,
WASP-127 b,0.9830,0.0100,,,0.10160,
WASP-127 b,0.9930,0.0100,,,0.09780,
WASP-127 b,1.0030,0.0100,,,0.09810,
WASP-127 b,1.0130,0.0100,,,0.09750,
HAT-P-26 b,0.5600,0.0300,,,0.06929,
HAT-P-26 b,0.5950,0.0400,,,0.07011,
HAT-P-26 b,0.6300,0.0300,,,0.07094,
HAT-P-26 b,0.6670,0.0440,,,0.07053,
HAT-P-26 b,0.7320,0.0840,,,0.06891,
HAT-P-26 b,0.8300,0.1100,,,0.07218,
HAT-P-26 b,0.9570,0.1440,,,0.07030,
HAT-P-26 b,0.8470,0.0720,,,0.07174,
HAT-P-26 b,0.9080,0.0480,,,0.07096,
HAT-P-26 b,0.9570,0.0480,,,0.07165,
HAT-P-26 b,1.0060,0.0480,,,0.07131,
HAT-P-26 b,1.0550,0.0480,,,0.07020,
HAT-P-26 b,1.0920,0.0240,,,0.07042,
HAT-P-26 b,1.1160,0.0240,,,0.07115,
HAT-P-26 b,1.1540,0.0460,,,0.07128,
HAT-P-26 b,1.2000,0.0460,,,0.07009,
HAT-P-26 b,1.2470,0.0460,,,0.07054,
HAT-P-26 b,1.2930,0.0460,,,0.07098,
HAT-P-26 b,1.3390,0.0460,,,0.07205,
HAT-P-26 b,1.3860,0.0460,,,0.07266,
HAT-P-26 b,1.4320,0.0460,,,0.07293,
HAT-P-26 b,1.4780,0.0460,,,0.07164,
HAT-P-26 b,1.5240,0.0460,,,0.07123,
HAT-P-26 b,1.5710,0.0460,,,0.07033,
HAT-P-26 b,1.6170,0.0460,,,0.06909,
HAT-P-26 b,3.6000,0.7600,,,0.07119,
HAT-P-26 b,4.5000,1.1200,,,0.07140,
WASP-107 b,1.1330,0.0240,2.064100,,,
WASP-107 b,1.1580,0.0260,2.073300,,,
WASP-107 b,1.1830,0.0250,2.050500,,,
WASP-107 b,1.2090,0.0260,2.049800,,,
WASP-107 b,1.2350,0.0260,2.045500,,,
WASP-107 b,1.2600,0.0240,2.049200,,,
WASP-107 b,1.2850,0.0260,2.062000,,,
WASP-107 b,1.3100,0.0250,2.073900,,,
WASP-107 b,1.3360,0.0260,2.066000,,,
WASP-107 b,1.3610,0.0250,2.085800,,,
WASP-107 b,1.3880,0.0270,2.079400,,,
WASP-107 b,1.4130,0.0240,2.088800,,,
WASP-107 b,1.4380,0.0270,2.082100,,,
WASP-107 b,1.4640,0.0240,2.069100,,,
WASP-107 b,1.4890,0.0260,2.068200,,,
WASP-107 b,1.5150,0.0260,2.067900,,,
WASP-107 b,1.5400,0.0240,2.050900,,,
WASP-107 b,1.5660,0.0270,2.048000,,,
WASP-107 b,1.5910,0.0240,2.050000,,,
WASP-107 b,1.6160,0.0260,2.051400,,,
WASP-107 b,0.8916,0.0294,2.045100,,,
WASP-107 b,0.9210,0.0293,2.042500,,,
WASP-107 b,0.9503,0.0294,2.051400,,,
WASP-107 b,0.9797,0.0293,2.051400,,,
WASP-107 b,1.0090,0.0294,2.045600,,,
WASP-107 b,1.0384,0.0293,2.044800,,,
WASP-107 b,1.0653,0.0245,2.043100,,,
WASP-107 b,1.1007,0.0269,2.046100,,,
WASP-107 b,1.1269,0.0254,2.050900,,,
WASP-107 b,1.0628,0.0098,2.063400,,,
WASP-107 b,1.0653,0.0097,2.050000,,,
WASP-107 b,1.0677,0.0098,2.060400,,,
WASP-107 b,1.0701,0.0098,2.057100,,,
WASP-107 b,1.0726,0.0098,2.056300,,,
WASP-107 b,1.0750,0.0098,2.064300,,,
WASP-107 b,1.0775,0.0098,2.083000,,,
WASP-107 b,1.0799,0.0098,2.096400,,,
WASP-107 b,1.0824,0.0098,2.104800,,,
WASP-107 b,1.0848,0.0098,2.099800,,,
WASP-107 b,1.0873,0.0098,2.087000,,,
WASP-107 b,1.0897,0.0098,2.058500,,,
WASP-107 b,1.0921,0.0097,2.054600,,,
WASP-107 b,1.0946,0.0098,2.063400,,,
WASP-107 b,1.0971,0.0097,2.064200,,,
WASP-107 b,1.0995,0.0098,2.054300,,,
WASP-107 b,1.1019,0.0098,2.050200,,,
WASP-107 b,1.1044,0.0098,2.058400,,,
WASP-107 b,1.1068,0.0098,2.056400,,,
WASP-107 b,1.1093,0.0098,2.063100,,,
WASP-107 b,1.1330,0.0240,2.072300,,,
WASP-107 b,1.1580,0.0260,2.081400,,,
WASP-107 b,1.1835,0.0250,2.058500,,,
WASP-107 b,1.2090,0.0260,2.057700,,,
WASP-107 b,1.2350,0.0260,2.053500,,,
WASP-107 b,1.2600,0.0240,2.057200,,,
WASP-107 b,1.2850,0.0260,2.069900,,,
WASP-107 b,1.3105,0.0250,2.081800,,,
WASP-107 b,1.3360,0.0260,2.074200,,,
WASP-107 b,1.3615,0.0250,2.094300,,,
WASP-107 b,1.3875,0.0270,2.087800,,,
WASP-107 b,1.4130,0.0240,2.097400,,,
WASP-107 b,1.4385,0.0270,2.090700,,,
WASP-107 b,1.4640,0.0240,2.077700,,,
WASP-107 b,1.4890,0.0260,2.076700,,,
WASP-107 b,1.5150,0.0260,2.076200,,,
WASP-107 b,1.5400,0.0240,2.059300,,,
WASP-107 b,1.5655,0.0270,2.056200,,,
WASP-107 b,1.5910,0.0240,2.058100,,,
WASP-107 b,1.6160,0.0260,2.059500,,,
WASP-96 b,0.3756,0.0513,,,0.11479,
WASP-96 b,0.4053,0.0080,,,0.11447,
WASP-96 b,0.4133,0.0080,,,0.11382,
WASP-96 b,0.4213,0.0080,,,0.11554,
WASP-96 b,0.4293,0.0080,,,0.11459,
WASP-96 b,0.4373,0.0080,,,0.11321,
WASP-96 b,0.4453,0.0080,,,0.11505,
WASP-96 b,0.4533,0.0080,,,0.11466,
WASP-96 b,0.4613,0.0080,,,0.11462,
WASP-96 b,0.4693,0.0080,,,0.11361,
WASP-96 b,0.4773,0.0080,,,0.11282,
WASP-96 b,0.4853,0.0080,,,0.11324,
WASP-96 b,0.4933,0.0080,,,0.11440,
WASP-96 b,0.5013,0.0080,,,0.11451,
WASP-96 b,0.5093,0.0080,,,0.11326,
WASP-96 b,0.5173,0.0080,,,0.11318,
WASP-96 b,0.5253,0.0080,,,0.11317,
WASP-96 b,0.5333,0.0080,,,0.11444,
WASP-96 b,0.5413,0.0080,,,0.11365,
WASP-96 b,0.5493,0.0080,,,0.11361,
WASP-96 b,0.5573,0.0080,,,0.11322,
WASP-96 b,0.5653,0.0080,,,0.11541,
WASP-96 b,0.5733,0.0080,,,0.11499,
WASP-96 b,0.5813,0.0080,,,0.11653,
WASP-96 b,0.5893,0.0080,,,0.11685,
WASP-96 b,0.5973,0.0080,,,0.11648,
WASP-96 b,0.6053,0.0080,,,0.11607,
WASP-96 b,0.6133,0.0080,,,0.11545,
WASP-96 b,0.6213,0.0080,,,0.11487,
WASP-96 b,0.6293,0.0080,,,0.11648,
WASP-96 b,0.6373,0.0080,,,0.11457,
WASP-96 b,0.6453,0.0080,,,0.11499,
WASP-96 b,0.6533,0.0080,,,0.11553,
WASP-96 b,0.6613,0.0080,,,0.11284,
WASP-96 b,0.6693,0.0080,,,0.11532,
WASP-96 b,0.6773,0.0080,,,0.11442,
WASP-96 b,0.6893,0.0160,,,0.11189,
WASP-96 b,0.7013,0.0080,,,0.11311,
WASP-96 b,0.7093,0.0080,,,0.11483,
WASP-96 b,0.7173,0.0080,,,0.11428,
WASP-96 b,0.7253,0.0080,,,0.11463,
WASP-96 b,0.7333,0.0080,,,0.11572,
WASP-96 b,0.7413,0.0080,,,0.11357,
WASP-96 b,0.7493,0.0080,,,0.11405,
WASP-96 b,0.7613,0.0160,,,0.11473,
WASP-96 b,0.7733,0.0080,,,0.11312,
WASP-96 b,0.7813,0.0080,,,0.11341,
WASP-96 b,0.7893,0.0080,,,0.11336,
WASP-96 b,0.7973,0.0080,,,0.11287,
GJ 1132 b,0.7100,0.0200,0.240000,,,
GJ 1132 b,0.7300,0.0200,0.206000,,,
GJ 1132 b,0.7500,0.0200,0.219000,,,
GJ 1132 b,0.7700,0.0200,0.233000,,,
GJ 1132 b,0.7900,0.0200,0.214000,,,
GJ 1132 b,0.8100,0.0200,0.234000,,,
GJ 1132 b,0.8300,0.0200,0.212000,,,
GJ 1132 b,0.8500,0.0200,0.229000,,,
GJ 1132 b,0.8700,0.0200,0.229000,,,
GJ 1132 b,0.8900,0.0200,0.233000,,,
GJ 1132 b,0.9100,0.0200,0.218000,,,
GJ 1132 b,0.9300,0.0200,0.222000,,,
GJ 1132 b,0.9500,0.0200,0.206000,,,
GJ 1132 b,0.9700,0.0200,0.220000,,,
GJ 1132 b,0.9900,0.0200,0.210000,,,
GJ 1132 b,1.0100,0.0200,0.223000,,,
GJ 1132 b,1.0300,0.0200,0.228000,,,
WASP-80 b,0.4790,0.0300,,,0.17474,
WASP-80 b,0.5090,0.0300,,,0.17147,
WASP-80 b,0.5340,0.0200,,,0.17339,
WASP-80 b,0.5540,0.0200,,,0.17300,
WASP-80 b,0.5690,0.0100,,,0.17329,
WASP-80 b,0.5790,0.0100,,,0.17441,
WASP-80 b,0.5890,0.0100,,,0.17093,
WASP-80 b,0.5990,0.0100,,,0.17450,
WASP-80 b,0.6090,0.0100,,,0.17257,
WASP-80 b,0.6190,0.0100,,,0.17318,
WASP-80 b,0.6290,0.0100,,,0.17004,
WASP-80 b,0.6390,0.0100,,,0.17183,
WASP-80 b,0.6490,0.0100,,,0.17184,
WASP-80 b,0.6590,0.0100,,,0.17167,
WASP-80 b,0.6690,0.0100,,,0.17082,
WASP-80 b,0.6790,0.0100,,,0.17121,
WASP-80 b,0.6890,0.0100,,,0.17204,
WASP-80 b,0.6990,0.0100,,,0.17182,
WASP-80 b,0.7090,0.0100,,,0.17067,
WASP-80 b,0.7190,0.0100,,,0.17396,
WASP-80 b,0.7290,0.0100,,,0.17177,
WASP-80 b,0.7390,0.0100,,,0.17060,
WASP-80 b,0.7490,0.0100,,,0.17061,
WASP-80 b,0.7790,0.0100,,,0.17023,
WASP-80 b,0.7890,0.0100,,,0.17018,
WASP-80 b,0.7990,0.0100,,,0.17003,
WASP-80 b,0.8090,0.0100,,,0.17114,
WASP-80 b,0.8190,0.0100,,,0.16947,
WASP-80 b,0.8290,0.0100,,,0.17104,
WASP-80 b,0.8390,0.0100,,,0.17095,
WASP-80 b,0.8490,0.0100,,,0.17356,
WASP-80 b,0.8590,0.0100,,,0.17390,
WASP-80 b,0.8690,0.0100,,,0.17202,
WASP-80 b,0.8790,0.0100,,,0.17284,
TRAPPIST-1 g,1.4000,0.3000,,,0.77360,
TRAPPIST-1 g,1.1375,0.0175,,,0.75200,
TRAPPIST-1 g,1.1725,0.0175,,,0.76300,
TRAPPIST-1 g,1.2075,0.0175,,,0.76690,
TRAPPIST-1 g,1.2425,0.0175,,,0.77760,
TRAPPIST-1 g,1.2775,0.0175,,,0.78720,
TRAPPIST-1 g,1.3125,0.0175,,,0.77650,
TRAPPIST-1 g,1.3850,0.0250,,,0.80110,
TRAPPIST-1 g,1.4350,0.0250,,,0.77300,
TRAPPIST-1 g,1.4850,0.0250,,,0.77780,
TRAPPIST-1 g,1.5350,0.0250,,,0.73350,
TRAPPIST-1 g,1.5850,0.0250,,,0.79770,
TRAPPIST-1 g,1.6350,0.0250,,,0.77540,
XO-2 N b,0.6316,0.0016,,,0.10333,
XO-2 N b,0.6300,0.0017,,,0.10369,
XO-2 N b,0.6282,0.0017,,,0.10380,
XO-2 N b,0.6266,0.0016,,,0.10401,
XO-2 N b,0.6250,0.0017,,,0.10415,
XO-2 N b,0.6233,0.0016,,,0.10353,
XO-2 N b,0.6217,0.0017,,,0.10329,
XO-2 N b,0.6200,0.0016,,,0.10333,
XO-2 N b,0.6183,0.0017,,,0.10341,
XO-2 N b,0.6167,0.0017,,,0.10353,
XO-2 N b,0.6150,0.0016,,,0.10393,
XO-2 N b,0.6133,0.0017,,,0.10340,
XO-2 N b,0.6117,0.0016,,,0.10357,
XO-2 N b,0.6100,0.0017,,,0.10347,
XO-2 N b,0.6083,0.0017,,,0.10386,
XO-2 N b,0.6067,0.0016,,,0.10439,
XO-2 N b,0.6050,0.0017,,,0.10414,
XO-2 N b,0.6034,0.0017,,,0.10370,
XO-2 N b,0.6017,0.0017,,,0.10355,
XO-2 N b,0.6000,0.0016,,,0.10371,
XO-2 N b,0.5984,0.0017,,,0.10393,
XO-2 N b,0.5967,0.0017,,,0.10385,
XO-2 N b,0.5949,0.0017,,,0.10358,
XO-2 N b,0.5933,0.0017,,,0.10392,
XO-2 N b,0.5916,0.0017,,,0.10559,
XO-2 N b,0.5898,0.0017,,,0.10661,
XO-2 N b,0.5882,0.0016,,,0.10577,
XO-2 N b,0.5866,0.0017,,,0.10554,
XO-2 N b,0.5849,0.0016,,,0.10419,
XO-2 N b,0.5833,0.0017,,,0.10376,
XO-2 N b,0.5816,0.0017,,,0.10379,
XO-2 N b,0.5799,0.0016,,,0.10381,
XO-2 N b,0.5783,0.0017,,,0.10370,
XO-2 N b,0.5766,0.0016,,,0.10378,
XO-2 N b,0.5749,0.0017,,,0.10404,
XO-2 N b,0.5732,0.0018,,,0.10465,
XO-2 N b,0.5715,0.0017,,,0.10454,
XO-2 N b,0.5697,0.0018,,,0.10402,
XO-2 N b,0.5679,0.0017,,,0.10351,
XO-2 N b,0.5663,0.0017,,,0.10341,
XO-2 N b,0.5645,0.0017,,,0.10433,
XO-2 N b,0.5629,0.0016,,,0.10419,
XO-2 N b,0.5613,0.0017,,,0.10430,
XO-2 N b,0.5596,0.0016,,,0.10425,
XO-2 N b,0.5579,0.0017,,,0.10396,
XO-2 N b,0.5563,0.0017,,,0.10328,
XO-2 N b,0.5546,0.0016,,,0.10333,
XO-2 N b,0.5530,0.0017,,,0.10333,
XO-2 N b,0.5513,0.0016,,,0.10392,
XO-2 N b,0.5496,0.0017,,,0.10418,
XO-2 N b,0.5480,0.0017,,,0.10327,
XO-2 N b,0.5463,0.0017,,,0.10326,
XO-2 N b,0.5445,0.0017,,,0.10361,
XO-2 N b,0.5271,0.0185,,,0.10401,
XO-2 N b,0.5090,0.0176,,,0.10397,
XO-2 N b,0.4908,0.0188,,,0.10325,
XO-2 N b,0.4723,0.0181,,,0.10337,
XO-2 N b,0.4315,0.0181,,,0.10404,
XO-2 N b,0.4133,0.0182,,,0.10429,
XO-2 N b,0.3951,0.0182,,,0.10350,
XO-2 N b,0.6558,0.0016,,,0.10369,
XO-2 N b,0.6542,0.0015,,,0.10392,
XO-2 N b,0.6528,0.0015,,,0.10414,
XO-2 N b,0.6512,0.0016,,,0.10368,
XO-2 N b,0.6496,0.0015,,,0.10378,
XO-2 N b,0.6481,0.0016,,,0.10375,
XO-2 N b,0.6465,0.0015,,,0.10374,
XO-2 N b,0.6450,0.0016,,,0.10379,
XO-2 N b,0.6434,0.0015,,,0.10361,
XO-2 N b,0.6420,0.0015,,,0.10408,
XO-2 N b,0.6404,0.0016,,,0.10403,
XO-2 N b,0.6389,0.0015,,,0.10368,
XO-2 N b,0.6373,0.0016,,,0.10364,
XO-2 N b,0.6358,0.0015,,,0.10393,
XO-2 N b,0.6342,0.0016,,,0.10369,
XO-2 N b,0.6327,0.0015,,,0.10383,
XO-2 N b,0.6311,0.0016,,,0.10411,
XO-2 N b,0.6296,0.0015,,,0.10396,
XO-2 N b,0.6280,0.0015,,,0.10386,
XO-2 N b,0.6265,0.0016,,,0.10412,
XO-2 N b,0.6250,0.0015,,,0.10423,
XO-2 N b,0.6234,0.0016,,,0.10428,
XO-2 N b,0.6219,0.0015,,,0.10415,
XO-2 N b,0.6203,0.0016,,,0.10401,
XO-2 N b,0.6188,0.0015,,,0.10410,
XO-2 N b,0.6172,0.0016,,,0.10392,
XO-2 N b,0.6157,0.0015,,,0.10412,
XO-2 N b,0.6141,0.0015,,,0.10396,
XO-2 N b,0.6126,0.0016,,,0.10375,
XO-2 N b,0.6110,0.0015,,,0.10432,
XO-2 N b,0.6095,0.0016,,,0.10421,
XO-2 N b,0.6079,0.0015,,,0.10435,
XO-2 N b,0.6064,0.0016,,,0.10406,
XO-2 N b,0.6048,0.0015,,,0.10445,
XO-2 N b,0.6033,0.0016,,,0.10421,
XO-2 N b,0.6018,0.0015,,,0.10433,
XO-2 N b,0.6002,0.0015,,,0.10423,
XO-2 N b,0.5987,0.0016,,,0.10394,
XO-2 N b,0.5971,0.0015,,,0.10401,
XO-2 N b,0.5956,0.0016,,,0.10415,
XO-2 N b,0.5940,0.0015,,,0.10431,
XO-2 N b,0.5925,0.0016,,,0.10456,
XO-2 N b,0.5909,0.0015,,,0.10477,
XO-2 N b,0.5894,0.0016,,,0.10580,
XO-2 N b,0.5878,0.0015,,,0.10495,
XO-2 N b,0.5864,0.0015,,,0.10465,
XO-2 N b,0.5848,0.0016,,,0.10433,
XO-2 N b,0.5833,0.0015,,,0.10452,
XO-2 N b,0.5817,0.0016,,,0.10442,
XO-2 N b,0.5802,0.0015,,,0.10437,
XO-2 N b,0.5786,0.0016,,,0.10445,
XO-2 N b,0.5770,0.0015,,,0.10473,
XO-2 N b,0.5755,0.0016,,,0.10432,
XO-2 N b,0.5739,0.0015,,,0.10423,
XO-2 N b,0.5725,0.0015,,,0.10436,
XO-2 N b,0.5709,0.0016,,,0.10412,
XO-2 N b,0.5694,0.0015,,,0.10414,
XO-2 N b,0.5678,0.0016,,,0.10408,
XO-2 N b,0.5663,0.0015,,,0.10393,
XO-2 N b,0.5647,0.0016,,,0.10409,
XO-2 N b,0.5632,0.0015,,,0.10398,
XO-2 N b,0.5616,0.0016,,,0.10393,
XO-2 N b,0.5601,0.0015,,,0.10401,
XO-2 N b,0.5585,0.0015,,,0.10413,
XO-2 N b,0.5570,0.0016,,,0.10361,
XO-2 N b,0.5554,0.0015,,,0.10369,
XO-2 N b,0.5539,0.0016,,,0.10365,
XO-2 N b,0.5524,0.0015,,,0.10376,
XO-2 N b,0.5508,0.0016,,,0.10380,
XO-2 N b,0.5493,0.0015,,,0.10415,
XO-2 N b,0.5477,0.0015,,,0.10389,
XO-2 N b,0.5462,0.0016,,,0.10385,
XO-2 N b,0.5446,0.0015,,,0.10382,
XO-2 N b,0.5431,0.0016,,,0.10410,
XO-2 N b,0.5415,0.0015,,,0.10345,
XO-2 N b,0.5400,0.0016,,,0.10372,
XO-2 N b,0.5384,0.0015,,,0.10375,
XO-2 N b,0.5369,0.0016,,,0.10374,
XO-2 N b,0.5353,0.0015,,,0.10382,
XO-2 N b,0.5230,0.0232,,,0.10391,
XO-2 N b,0.4999,0.0231,,,0.10391,
XO-2 N b,0.4767,0.0232,,,0.10383,
XO-2 N b,0.4535,0.0232,,,0.10362,
XO-2 N b,0.4304,0.0231,,,0.10401,
XO-2 N b,0.4072,0.0232,,,0.10412,
XO-2 N b,0.3840,0.0232,,,0.10419,
XO-2 N b,1.2050,,0.978000,,,
XO-2 N b,1.2450,,1.032000,,,
XO-2 N b,1.2850,,1.078000,,,
XO-2 N b,1.3250,,1.091000,,,
XO-2 N b,1.3650,,1.117000,,,
XO-2 N b,1.4050,,1.119000,,,
XO-2 N b,1.4450,,1.052000,,,
XO-2 N b,1.4850,,1.036000,,,
XO-2 N b,1.5250,,1.051000,,,
XO-2 N b,1.5650,,1.080000,,,
XO-2 N b,1.6050,,1.057000,,,
XO-2 N b,1.6450,,1.107000,,,
XO-2 N b,1.6850,,1.007000,,,
XO-2 N b,1.7250,,1.041000,,,
XO-2 N b,1.7650,,1.065000,,,
XO-1 b,1.2120,,1.617000,,,
XO-1 b,1.2520,,1.688000,,,
XO-1 b,1.2920,,1.675000,,,
XO-1 b,1.3320,,1.701000,,,
XO-1 b,1.3720,,1.702000,,,
XO-1 b,1.4120,,1.731000,,,
XO-1 b,1.4520,,1.720000,,,
XO-1 b,1.4920,,1.646000,,,
XO-1 b,1.5320,,1.685000,,,
XO-1 b,1.5720,,1.720000,,,
XO-1 b,1.6120,,1.643000,,,
XO-1 b,1.6520,,1.705000,,,
XO-1 b,1.6920,,1.687000,,,
XO-1 b,1.7320,,1.741000,,,
XO-1 b,1.7720,,1.759000,,,
XO-2 N b,0.6792,0.0012,,,0.10508,
