plntname,centralwavelng,bandwidth,plntransdep,plnradj,plnratror,plntranmid
Kepler-18 c,0.6000,,0.229200,,,
Kepler-18 c,4.5000,,0.168000,,,
Kepler-18 d,0.6000,,0.323500,,,
Kepler-18 d,4.5000,,0.371000,,,
Kepler-11 e,0.6000,,0.140100,,,
Kepler-11 e,4.5000,,0.046000,,,
Kepler-11 e,4.5000,,0.138000,,,
Kepler-25 c,0.6000,,0.118800,,,
Kepler-25 c,4.5000,,0.125000,,,
Kepler-25 b,0.6000,,0.040000,,,
Kepler-25 b,4.5000,,0.041000,,,
Kepler-25 b,4.5000,,0.011000,,,
Kepler-25 b,4.5000,,0.043000,,,
Kepler-37 d,0.6000,,0.060700,,,
Kepler-37 d,4.5000,,0.051000,,,
Kepler-37 d,4.5000,,0.049000,,,
Kepler-68 b,0.6000,,0.035000,,,
Kepler-68 b,4.5000,,0.056000,,,
Kepler-68 b,4.5000,,0.035000,,,
Kepler-49 b,0.6000,,0.176200,,,
Kepler-49 b,4.5000,,0.078000,,,
Kepler-49 b,4.5000,,0.135000,,,
Kepler-49 c,0.6000,,0.104800,,,
Kepler-49 c,4.5000,,0.086000,,,
Kepler-49 c,4.5000,,0.087000,,,
Kepler-49 c,4.5000,,0.218000,,,
Kepler-26 c,0.6000,,0.189600,,,
Kepler-26 c,4.5000,,0.108000,,,
Kepler-26 c,4.5000,,0.280000,,,
Kepler-26 c,4.5000,,0.105000,,,
Kepler-125 b,0.6000,,0.222800,,,
Kepler-125 b,4.5000,,0.280000,,,
Kepler-125 b,4.5000,,0.315000,,,
Kepler-126 d,0.6000,,0.034600,,,
Kepler-126 d,4.5000,,0.039000,,,
Kepler-127 d,0.6000,,0.035000,,,
Kepler-127 d,4.5000,,0.013000,,,
Kepler-127 d,4.5000,,0.005000,,,
Kepler-138 c,0.6000,,0.074000,,,
Kepler-138 c,4.5000,,0.101000,,,
Kepler-158 c,0.6000,,0.092000,,,
Kepler-158 c,4.5000,,0.213000,,,
Kepler-158 c,4.5000,,0.118000,,,
Kepler-158 c,4.5000,,0.032000,,,
Kepler-205 c,0.6000,,0.069300,,,
Kepler-205 c,4.5000,,0.104000,,,
Kepler-205 c,4.5000,,0.083000,,,
Kepler-62 e,0.6000,,0.071900,,,
Kepler-62 e,4.5000,,0.100000,,,
Kepler-236 c,0.6000,,0.112200,,,
Kepler-236 c,4.5000,,0.058000,,,
Kepler-236 c,4.5000,,0.073000,,,
Kepler-249 d,0.6000,,0.076200,,,
Kepler-249 d,4.5000,,0.057000,,,
Kepler-249 d,4.5000,,0.137000,,,
Kepler-249 d,4.5000,,0.122000,,,
Kepler-32 d,0.6000,,0.193900,,,
Kepler-32 d,4.5000,,0.146000,,,
Kepler-32 d,4.5000,,0.324000,,,
Kepler-61 b,0.6000,,0.141900,,,
Kepler-61 b,4.5000,,0.104000,,,
WASP-17 b,0.5890,0.0001,0.550000,,,
WASP-17 b,0.5896,0.0001,0.550000,,,
WASP-19 b,0.6814,0.0838,,,0.14350,2455251.796280
WASP-19 b,0.6814,0.0838,,,0.14170,2455252.585060
WASP-19 b,0.6814,0.0838,,,0.14300,2455255.740450
WASP-19 b,0.6640,0.0990,,,0.14370,
WASP-19 b,0.7600,0.0910,,,0.13360,
WASP-19 b,0.8380,0.1900,,,0.14171,
WASP-19 b,0.9124,0.0680,,,0.14280,
WASP-29 b,0.5211,,,,0.09610,
WASP-29 b,0.5348,,,,0.09790,
WASP-29 b,0.5485,,,,0.09710,
WASP-29 b,0.5622,,,,0.09700,
WASP-29 b,0.5759,,,,0.09730,
WASP-29 b,0.5896,,,,0.09740,
WASP-29 b,0.6033,,,,0.09760,
WASP-29 b,0.6170,,,,0.09810,
WASP-29 b,0.6307,,,,0.09700,
WASP-29 b,0.6445,,,,0.09690,
WASP-29 b,0.6616,,,,0.09730,
WASP-29 b,0.6756,,,,0.09750,
WASP-29 b,0.6895,,,,0.09690,
WASP-29 b,0.7035,,,,0.09700,
WASP-29 b,0.7175,,,,0.09700,
XO-1 b,1.1210,,1.754550,,,2455834.851860
XO-1 b,1.1390,,1.769760,,,2455834.851860
XO-1 b,1.1580,,1.758210,,,2455834.851860
XO-1 b,1.1770,,1.777240,,,2455834.851860
XO-1 b,1.1960,,1.768580,,,2455834.851860
XO-1 b,1.2150,,1.742760,,,2455834.851860
XO-1 b,1.2340,,1.738640,,,2455834.851860
XO-1 b,1.2520,,1.755280,,,2455834.851860
XO-1 b,1.2710,,1.753860,,,2455834.851860
XO-1 b,1.2900,,1.743520,,,2455834.851860
XO-1 b,1.3090,,1.732360,,,2455834.851860
XO-1 b,1.3280,,1.752500,,,2455834.851860
XO-1 b,1.3470,,1.769610,,,2455834.851860
XO-1 b,1.3650,,1.783210,,,2455834.851860
XO-1 b,1.3840,,1.767460,,,2455834.851860
XO-1 b,1.4030,,1.756940,,,2455834.851860
XO-1 b,1.4220,,1.760920,,,2455834.851860
XO-1 b,1.4410,,1.766010,,,2455834.851860
XO-1 b,1.4600,,1.792390,,,2455834.851860
XO-1 b,1.4790,,1.779970,,,2455834.851860
XO-1 b,1.4970,,1.779490,,,2455834.851860
XO-1 b,1.5160,,1.777140,,,2455834.851860
XO-1 b,1.5350,,1.775390,,,2455834.851860
XO-1 b,1.5540,,1.779910,,,2455834.851860
XO-1 b,1.5730,,1.759070,,,2455834.851860
XO-1 b,1.5920,,1.756090,,,2455834.851860
XO-1 b,1.6100,,1.771940,,,2455834.851860
XO-1 b,1.6290,,1.765020,,,2455834.851860
XO-1 b,1.6480,,1.759590,,,2455834.851860
XO-2 N b,0.3600,,,,0.10370,2455931.766300
XO-2 N b,0.3600,,,,0.10470,2456271.828300
XO-2 N b,0.3600,,,,0.10350,2456313.681000
XO-2 N b,0.3600,,,,0.10590,2456347.686500
XO-2 N b,0.3600,,,,0.10720,2456700.827600
XO-2 N b,0.3600,,,,0.10310,2457040.888300
XO-2 N b,0.3600,,,,0.10870,2457061.816900
XO-2 N b,0.4400,,,,0.10540,2456229.973600
XO-2 N b,0.4400,,,,0.10300,2456271.828800
XO-2 N b,0.4400,,,,0.10420,2456687.750400
XO-2 N b,0.4400,,,,0.10760,2456700.829100
XO-2 N b,0.4400,,,,0.10380,2457040.888900
XO-2 N b,0.4400,,,,0.10300,2457061.816400
HAT-P-1 b,0.5253,0.0694,,,0.11520,
HAT-P-1 b,0.5892,0.0583,,,0.11600,
HAT-P-1 b,0.6482,0.0597,,,0.11650,
HAT-P-1 b,0.7085,0.0610,,,0.11640,
HAT-P-1 b,0.7666,0.0552,,,0.11570,
HAT-P-23 b,0.6469,,,,0.11350,
HAT-P-23 b,0.6469,,,,0.12220,
HAT-P-23 b,0.6469,,,,0.11343,
HAT-P-23 b,0.6469,,,,0.11196,
HAT-P-23 b,0.6469,,,,0.11732,
HAT-P-23 b,0.6469,,,,0.11175,
HAT-P-23 b,0.6469,,,,0.12028,
HAT-P-23 b,0.3585,,,,0.12114,
HAT-P-23 b,0.4858,,,,0.11856,
HAT-P-23 b,0.6290,,,,0.11668,
HAT-P-23 b,0.9222,,,,0.11505,
WASP-19 b,0.5600,0.0200,,,0.14240,
WASP-19 b,0.5700,0.0200,,,0.14250,
WASP-19 b,0.5810,0.0220,,,0.14290,
WASP-19 b,0.5900,0.0200,,,0.14320,
WASP-19 b,0.6010,0.0180,,,0.14190,
WASP-19 b,0.6100,0.0200,,,0.14310,
WASP-19 b,0.6200,0.0200,,,0.14290,
WASP-19 b,0.6300,0.0200,,,0.14070,
WASP-19 b,0.6405,0.0210,,,0.14270,
WASP-19 b,0.6500,0.0200,,,0.14340,
WASP-19 b,0.6605,0.0190,,,0.14190,
WASP-19 b,0.6700,0.0200,,,0.14070,
WASP-19 b,0.6813,0.0224,,,0.14120,
WASP-19 b,0.6900,0.0200,,,0.13960,
WASP-19 b,0.7013,0.1750,,,0.13880,
WASP-19 b,0.7113,0.0225,,,0.14170,
WASP-19 b,0.7200,0.0200,,,0.14220,
WASP-19 b,0.7312,0.1750,,,0.14000,
WASP-19 b,0.7400,0.0200,,,0.14000,
WASP-19 b,0.7480,0.0160,,,0.14050,
WASP-19 b,0.7600,0.0200,,,0.13940,
WASP-19 b,0.7680,0.0240,,,0.13980,
WASP-19 b,0.7800,0.0200,,,0.14090,
WASP-19 b,0.7900,0.0200,,,0.14210,
WASP-19 b,0.8000,0.0200,,,0.14350,
WASP-19 b,0.8100,0.0200,,,0.14600,
WASP-19 b,0.8200,0.0200,,,0.14330,
WASP-48 b,0.6290,,,,0.08349,
WASP-48 b,0.6290,,,,0.09028,
WASP-48 b,0.6469,,,,0.07810,
WASP-48 b,0.7886,,,,0.09426,
WASP-48 b,0.7886,,,,0.09648,
WASP-48 b,0.3585,,,,0.09503,
WASP-48 b,0.4858,,,,0.08247,
WASP-48 b,0.6290,,,,0.08900,
WASP-48 b,0.7886,,,,0.09392,
WASP-48 b,0.6469,,,,0.09613,
WASP-14 b,3.6000,,,,0.09416,2456034.212280
WASP-14 b,4.5000,,,,0.09421,2456043.187070
GJ 1214 b,0.5000,,,,0.11760,
GJ 1214 b,0.7750,,,,0.11750,
HAT-P-12 b,0.4290,,,,0.13916,
HAT-P-12 b,0.4754,,,,0.13847,
HAT-P-12 b,0.5477,,,,0.13679,
HAT-P-12 b,0.6204,,,,0.13611,
HAT-P-12 b,0.6476,,,,0.13826,
HAT-P-12 b,0.7698,,,,0.13515,
HAT-P-12 b,0.9222,,,,0.14082,
HD 189733 b,0.4407,,,,0.15614,
HD 189733 b,0.9222,,,,0.15475,
WASP-12 b,0.8670,0.0580,1.444100,,,
WASP-12 b,0.9250,0.0580,1.442200,,,
WASP-12 b,0.9830,0.0580,1.440200,,,
WASP-12 b,1.0410,0.0580,1.442800,,,
WASP-12 b,1.0995,0.0590,1.439100,,,
WASP-12 b,1.1470,0.0700,1.438600,,,
WASP-12 b,1.2165,0.0690,1.436500,,,
WASP-12 b,1.2855,0.0690,1.432700,,,
WASP-12 b,1.3545,0.0690,1.458200,,,
WASP-12 b,1.4235,0.0690,1.460000,,,
WASP-12 b,1.4925,0.0690,1.453000,,,
WASP-12 b,1.5620,0.0700,1.447500,,,
WASP-12 b,1.6315,0.0690,1.433200,,,
55 Cnc e,0.5640,0.2140,,,0.01980,
55 Cnc e,0.4735,0.0290,,,0.01800,
55 Cnc e,0.5025,0.0290,,,0.02110,
55 Cnc e,0.5320,0.0300,,,0.01980,
55 Cnc e,0.5625,0.0310,,,0.02120,
55 Cnc e,0.5935,0.0310,,,0.02010,
55 Cnc e,0.6245,0.0310,,,0.02210,
55 Cnc e,0.6560,0.0320,,,0.02110,
55 Cnc e,4.5000,,0.041000,0.186,0.02020,2455568.026500
GJ 1214 b,3.6000,,,,0.11760,2455312.633085
GJ 1214 b,4.5000,,,,0.11630,2455314.213440
GJ 1214 b,0.4543,,,,0.11620,
GJ 1214 b,0.4996,,,,0.11800,
GJ 1214 b,0.4962,,,,0.11740,
GJ 1214 b,0.6535,0.0012,,,0.11510,2455791.496030
GJ 1214 b,0.6563,0.0012,,,0.12170,2455791.496790
GJ 1214 b,0.6620,0.0012,,,0.11840,2455791.496360
WASP-45 b,0.4770,0.1379,,,0.11090,
WASP-45 b,0.6231,0.1382,,,0.11335,
WASP-45 b,0.6489,0.1647,,,0.11088,
WASP-45 b,0.6641,0.0850,,,0.10821,
WASP-45 b,0.7625,0.1535,,,0.11598,
WASP-45 b,0.9134,0.1370,,,0.11513,
WASP-46 b,0.4770,0.1379,,,0.13950,
WASP-46 b,0.5169,0.0776,,,0.13961,
WASP-46 b,0.6231,0.1382,,,0.13943,
WASP-46 b,0.6489,0.1647,,,0.13990,
WASP-46 b,0.6641,0.0850,,,0.13815,
WASP-46 b,0.7625,0.1535,,,0.13871,
WASP-46 b,0.9134,0.1370,,,0.14059,
WASP-57 b,0.6600,,,0.867,,
WASP-57 b,0.3500,,,1.061,,
WASP-57 b,0.4955,,,1.063,,
WASP-57 b,0.6630,,,1.100,,
WASP-57 b,0.9100,,,1.057,,
WASP-57 b,0.6489,,,1.060,,
WASP-57 b,0.4770,,,1.033,,
WASP-57 b,0.6231,,,1.036,,
WASP-57 b,0.7625,,,1.059,,
WASP-57 b,0.9134,,,1.074,,
GJ 3470 b,0.4900,,,,0.08250,2456717.764100
GJ 3470 b,0.4900,,,,0.08200,2456691.073940
GJ 3470 b,0.4900,,,,0.08290,2456681.061700
GJ 3470 b,0.4900,,,,0.08320,2456661.046300
GJ 3470 b,0.7630,,,,0.07760,2456714.428400
GJ 3470 b,0.7630,,,,0.07290,2456714.431600
GJ 3470 b,0.7630,,,,0.07440,2456707.760330
GJ 3470 b,0.7630,,,,0.07800,2456684.400520
GJ 3470 b,0.7630,,,,0.07440,2456657.702300
GJ 3470 b,0.7630,,,,0.07650,2456370.756980
GJ 3470 b,0.4370,,,,0.08270,2456697.747340
GJ 3470 b,0.5450,,,,0.07700,2456677.727800
HAT-P-1 b,0.3625,0.0375,,,0.11884,
HAT-P-1 b,0.4200,0.0200,,,0.11795,
HAT-P-1 b,0.4575,0.0175,,,0.11841,
HAT-P-1 b,0.4875,0.0125,,,0.11825,
HAT-P-1 b,0.5125,0.0125,,,0.11784,
HAT-P-1 b,0.5350,0.0100,,,0.11712,
HAT-P-1 b,0.5575,0.0125,,,0.11751,
HAT-P-1 b,0.5500,0.0100,,,0.11748,
HAT-P-1 b,0.5739,0.0139,,,0.11825,
HAT-P-1 b,0.5893,0.0015,,,0.12109,
HAT-P-1 b,0.6054,0.0146,,,0.11778,
HAT-P-1 b,0.6250,0.0050,,,0.11690,
HAT-P-1 b,0.6425,0.0075,,,0.11660,
HAT-P-1 b,0.6650,0.0150,,,0.11739,
HAT-P-1 b,0.6900,0.0100,,,0.11756,
HAT-P-1 b,0.7100,0.0100,,,0.11721,
HAT-P-1 b,0.7325,0.0125,,,0.11811,
HAT-P-1 b,0.7548,0.0098,,,0.11794,
HAT-P-1 b,0.7683,0.0038,,,0.11760,
HAT-P-1 b,0.7910,0.0190,,,0.11758,
HAT-P-1 b,0.8293,0.0193,,,0.11830,
HAT-P-1 b,0.8735,0.0250,,,0.11798,
HAT-P-1 b,0.9643,0.0658,,,0.11905,
HAT-P-1 b,1.1347,0.0163,,,0.11746,
HAT-P-1 b,1.1673,0.0163,,,0.11800,
HAT-P-1 b,1.1998,0.0163,,,0.11754,
HAT-P-1 b,1.2324,0.0163,,,0.11809,
HAT-P-1 b,1.2649,0.0163,,,0.11669,
HAT-P-1 b,1.2975,0.0163,,,0.11661,
HAT-P-1 b,1.3300,0.0163,,,0.11660,
HAT-P-1 b,1.3626,0.0163,,,0.11823,
HAT-P-1 b,1.3951,0.0163,,,0.11744,
HAT-P-1 b,1.4277,0.0163,,,0.11885,
HAT-P-1 b,1.4602,0.0163,,,0.11846,
HAT-P-1 b,1.4928,0.0163,,,0.11939,
HAT-P-1 b,1.5253,0.0163,,,0.11877,
HAT-P-1 b,1.5579,0.0163,,,0.11796,
HAT-P-1 b,1.5904,0.0163,,,0.11843,
HAT-P-1 b,1.6230,0.0163,,,0.11693,
HAT-P-1 b,1.6555,0.0163,,,0.11699,
HAT-P-1 b,3.5600,0.3800,,,0.11723,
HAT-P-1 b,4.5000,0.5600,,,0.11684,
HAT-P-12 b,0.3800,0.0300,,,0.14425,
HAT-P-12 b,0.4250,0.0150,,,0.14101,
HAT-P-12 b,0.4550,0.0150,,,0.14236,
HAT-P-12 b,0.4825,0.0125,,,0.14159,
HAT-P-12 b,0.5075,0.0125,,,0.14107,
HAT-P-12 b,0.5300,0.0100,,,0.14182,
HAT-P-12 b,0.5575,0.0175,,,0.14115,
HAT-P-12 b,0.5684,0.0184,,,0.14035,
HAT-P-12 b,0.5893,0.0025,,,0.14182,
HAT-P-12 b,0.6059,0.0141,,,0.13937,
HAT-P-12 b,0.6400,0.0200,,,0.14068,
HAT-P-12 b,0.6850,0.0250,,,0.13883,
HAT-P-12 b,0.7367,0.0267,,,0.14085,
HAT-P-12 b,0.7684,0.0050,,,0.14443,
HAT-P-12 b,0.8067,0.0333,,,0.13811,
HAT-P-12 b,0.8750,0.0350,,,0.14056,
HAT-P-12 b,0.9650,0.0550,,,0.13696,
HAT-P-12 b,1.1320,0.0231,,,0.13559,
HAT-P-12 b,1.1784,0.0228,,,0.13756,
HAT-P-12 b,1.2248,0.0225,,,0.13905,
HAT-P-12 b,1.2712,0.0223,,,0.13574,
HAT-P-12 b,1.3176,0.0221,,,0.13808,
HAT-P-12 b,1.3640,0.0219,,,0.13748,
HAT-P-12 b,1.4104,0.0217,,,0.13610,
HAT-P-12 b,1.4568,0.0215,,,0.13861,
HAT-P-12 b,1.5032,0.0214,,,0.13635,
HAT-P-12 b,1.5496,0.0212,,,0.13483,
HAT-P-12 b,1.5960,0.0211,,,0.13490,
HAT-P-12 b,1.6424,0.0209,,,0.13757,
HAT-P-12 b,3.5600,0.3800,,,0.13529,
HAT-P-12 b,4.5000,0.5600,,,0.13802,
HD 209458 b,0.3072,0.0088,,,0.12217,
HD 209458 b,0.3247,0.0088,,,0.12240,
HD 209458 b,0.3379,0.0044,,,0.12249,
HD 209458 b,0.3467,0.0044,,,0.12258,
HD 209458 b,0.3555,0.0044,,,0.12276,
HD 209458 b,0.3643,0.0044,,,0.12281,
HD 209458 b,0.3731,0.0044,,,0.12264,
HD 209458 b,0.3797,0.0022,,,0.12168,
HD 209458 b,0.3841,0.0022,,,0.12216,
HD 209458 b,0.3885,0.0022,,,0.12243,
HD 209458 b,0.3929,0.0022,,,0.12267,
HD 209458 b,0.3973,0.0022,,,0.12151,
HD 209458 b,0.4017,0.0022,,,0.12194,
HD 209458 b,0.4061,0.0022,,,0.12209,
HD 209458 b,0.4105,0.0022,,,0.12198,
HD 209458 b,0.4149,0.0022,,,0.12177,
HD 209458 b,0.4193,0.0022,,,0.12220,
HD 209458 b,0.4237,0.0022,,,0.12163,
HD 209458 b,0.4281,0.0022,,,0.12226,
HD 209458 b,0.4325,0.0022,,,0.12157,
HD 209458 b,0.4369,0.0022,,,0.12150,
HD 209458 b,0.4413,0.0022,,,0.12124,
HD 209458 b,0.4457,0.0022,,,0.12158,
HD 209458 b,0.4501,0.0022,,,0.12202,
HD 209458 b,0.4545,0.0022,,,0.12175,
HD 209458 b,0.4589,0.0022,,,0.12148,
HD 209458 b,0.4633,0.0022,,,0.12122,
HD 209458 b,0.4677,0.0022,,,0.12179,
HD 209458 b,0.4721,0.0022,,,0.12174,
HD 209458 b,0.4765,0.0022,,,0.12148,
HD 209458 b,0.4809,0.0022,,,0.12077,
HD 209458 b,0.4853,0.0022,,,0.12164,
HD 209458 b,0.4897,0.0022,,,0.12146,
HD 209458 b,0.4941,0.0022,,,0.12091,
HD 209458 b,0.4985,0.0022,,,0.12181,
HD 209458 b,0.5029,0.0022,,,0.12172,
HD 209458 b,0.5072,0.0022,,,0.12152,
HD 209458 b,0.5116,0.0022,,,0.12111,
HD 209458 b,0.5160,0.0022,,,0.12132,
HD 209458 b,0.5204,0.0022,,,0.12102,
HD 209458 b,0.5248,0.0022,,,0.12206,
HD 209458 b,0.5292,0.0022,,,0.12099,
HD 209458 b,0.5336,0.0022,,,0.12187,
HD 209458 b,0.5380,0.0022,,,0.12140,
HD 209458 b,0.5424,0.0022,,,0.12125,
HD 209458 b,0.5453,0.0039,,,0.12277,
HD 209458 b,0.5467,0.0022,,,0.12164,
HD 209458 b,0.5511,0.0022,,,0.12180,
HD 209458 b,0.5531,0.0039,,,0.12271,
HD 209458 b,0.5555,0.0022,,,0.12118,
HD 209458 b,0.5599,0.0022,,,0.12149,
HD 209458 b,0.5609,0.0039,,,0.12221,
HD 209458 b,0.5643,0.0022,,,0.12139,
HD 209458 b,0.5685,0.0022,,,0.12124,
HD 209458 b,0.5687,0.0039,,,0.12253,
HD 209458 b,0.5765,0.0039,,,0.12114,
HD 209458 b,0.5843,0.0039,,,0.12245,
HD 209458 b,0.5921,0.0039,,,0.12219,
HD 209458 b,0.5999,0.0039,,,0.12271,
HD 209458 b,0.6077,0.0039,,,0.12187,
HD 209458 b,0.6155,0.0039,,,0.12209,
HD 209458 b,0.6233,0.0039,,,0.12227,
HD 209458 b,0.6311,0.0039,,,0.12210,
HD 209458 b,0.6389,0.0039,,,0.12191,
HD 209458 b,0.6467,0.0039,,,0.12126,
HD 209458 b,0.6545,0.0039,,,0.12082,
HD 209458 b,0.6623,0.0039,,,0.12203,
HD 209458 b,0.6702,0.0039,,,0.12071,
HD 209458 b,0.6780,0.0039,,,0.12133,
HD 209458 b,0.6858,0.0039,,,0.12159,
HD 209458 b,0.6936,0.0039,,,0.12103,
HD 209458 b,0.7014,0.0039,,,0.12151,
HD 209458 b,0.7092,0.0039,,,0.12135,
HD 209458 b,0.7170,0.0039,,,0.12092,
HD 209458 b,0.7248,0.0039,,,0.12120,
HD 209458 b,0.7327,0.0039,,,0.12131,
HD 209458 b,0.7405,0.0039,,,0.12110,
HD 209458 b,0.7483,0.0039,,,0.12078,
HD 209458 b,0.7561,0.0039,,,0.12212,
HD 209458 b,0.7639,0.0039,,,0.12159,
HD 209458 b,0.7717,0.0039,,,0.12211,
HD 209458 b,0.7796,0.0039,,,0.12122,
HD 209458 b,0.7874,0.0039,,,0.12158,
HD 209458 b,0.7952,0.0039,,,0.12171,
HD 209458 b,0.8030,0.0039,,,0.12124,
HD 209458 b,0.8108,0.0039,,,0.12117,
HD 209458 b,0.8186,0.0039,,,0.12050,
HD 209458 b,0.8264,0.0039,,,0.12180,
HD 209458 b,0.8343,0.0039,,,0.12058,
HD 209458 b,0.8538,0.0156,,,0.12159,
HD 209458 b,0.8851,0.0156,,,0.12139,
HD 209458 b,0.9163,0.0156,,,0.11988,
HD 209458 b,0.9475,0.0156,,,0.12169,
HD 209458 b,1.1217,0.0093,,,0.12093,
HD 209458 b,1.1402,0.0093,,,0.12118,
HD 209458 b,1.1588,0.0093,,,0.12102,
HD 209458 b,1.1774,0.0093,,,0.12099,
HD 209458 b,1.1959,0.0093,,,0.12096,
HD 209458 b,1.2145,0.0093,,,0.12097,
HD 209458 b,1.2330,0.0093,,,0.12084,
HD 209458 b,1.2516,0.0093,,,0.12075,
HD 209458 b,1.2702,0.0093,,,0.12081,
HD 209458 b,1.2887,0.0093,,,0.12085,
HD 209458 b,1.3073,0.0093,,,0.12072,
HD 209458 b,1.3259,0.0093,,,0.12138,
HD 209458 b,1.3444,0.0093,,,0.12180,
HD 209458 b,1.3630,0.0093,,,0.12176,
HD 209458 b,1.3815,0.0093,,,0.12166,
HD 209458 b,1.4001,0.0093,,,0.12163,
HD 209458 b,1.4187,0.0093,,,0.12134,
HD 209458 b,1.4372,0.0093,,,0.12125,
HD 209458 b,1.4558,0.0093,,,0.12142,
HD 209458 b,1.4744,0.0093,,,0.12152,
HD 209458 b,1.4929,0.0093,,,0.12133,
HD 209458 b,1.5115,0.0093,,,0.12147,
HD 209458 b,1.5300,0.0093,,,0.12143,
HD 209458 b,1.5486,0.0093,,,0.12130,
HD 209458 b,1.5672,0.0093,,,0.12141,
HD 209458 b,1.5857,0.0093,,,0.12100,
HD 209458 b,1.6043,0.0093,,,0.12114,
HD 209458 b,1.6229,0.0093,,,0.12098,
HD 209458 b,1.6391,0.0093,,,0.12083,
HD 209458 b,3.5600,0.3800,,,0.12170,
HD 209458 b,4.5000,0.5600,,,0.12108,
WASP-17 b,0.3400,0.0500,,,0.12494,
WASP-17 b,0.4050,0.0150,,,0.12272,
WASP-17 b,0.4275,0.0075,,,0.12216,
WASP-17 b,0.4425,0.0075,,,0.12309,
WASP-17 b,0.4625,0.0125,,,0.12140,
WASP-17 b,0.4796,0.0046,,,0.12258,
WASP-17 b,0.4861,0.0020,,,0.12229,
WASP-17 b,0.4941,0.0060,,,0.12207,
WASP-17 b,0.5175,0.0075,,,0.12077,
WASP-17 b,0.5325,0.0075,,,0.12084,
WASP-17 b,0.5450,0.0050,,,0.12268,
WASP-17 b,0.5550,0.0050,,,0.12091,
WASP-17 b,0.5650,0.0050,,,0.12131,
WASP-17 b,0.5500,0.0200,,,0.11938,
WASP-17 b,0.5794,0.0094,,,0.12026,
WASP-17 b,0.5893,0.0005,,,0.13414,
WASP-17 b,0.6124,0.0226,,,0.11716,
WASP-17 b,0.6525,0.0175,,,0.11935,
WASP-17 b,0.6900,0.0200,,,0.12096,
WASP-17 b,0.7380,0.0280,,,0.12028,
WASP-17 b,0.7684,0.0024,,,0.12084,
WASP-17 b,0.7954,0.0246,,,0.11893,
WASP-17 b,0.8500,0.0300,,,0.11676,
WASP-17 b,0.9100,0.0300,,,0.12002,
WASP-17 b,0.9850,0.0450,,,0.11773,
WASP-17 b,1.1319,0.0232,,,0.12313,
WASP-17 b,1.1783,0.0232,,,0.12194,
WASP-17 b,1.2247,0.0232,,,0.12078,
WASP-17 b,1.2711,0.0232,,,0.12072,
WASP-17 b,1.3175,0.0232,,,0.12184,
WASP-17 b,1.3639,0.0232,,,0.12429,
WASP-17 b,1.4103,0.0232,,,0.12559,
WASP-17 b,1.4567,0.0232,,,0.12296,
WASP-17 b,1.5031,0.0232,,,0.12446,
WASP-17 b,1.5495,0.0232,,,0.12486,
WASP-17 b,1.5959,0.0232,,,0.12410,
WASP-17 b,1.6423,0.0232,,,0.12360,
WASP-17 b,3.5600,0.3800,,,0.12258,
WASP-17 b,4.5000,0.5600,,,0.12455,
WASP-39 b,0.3300,0.0400,,,0.14861,
WASP-39 b,0.3825,0.0125,,,0.14675,
WASP-39 b,0.4032,0.0081,,,0.14592,
WASP-39 b,0.4182,0.0069,,,0.14816,
WASP-39 b,0.4325,0.0075,,,0.14637,
WASP-39 b,0.4450,0.0050,,,0.14605,
WASP-39 b,0.4550,0.0050,,,0.14682,
WASP-39 b,0.4650,0.0050,,,0.14533,
WASP-39 b,0.4750,0.0050,,,0.14631,
WASP-39 b,0.4850,0.0050,,,0.14462,
WASP-39 b,0.4950,0.0050,,,0.14580,
WASP-39 b,0.5050,0.0050,,,0.14382,
WASP-39 b,0.5150,0.0050,,,0.14528,
WASP-39 b,0.5250,0.0050,,,0.14600,
WASP-39 b,0.5350,0.0050,,,0.14377,
WASP-39 b,0.5450,0.0050,,,0.14292,
WASP-39 b,0.5550,0.0050,,,0.14636,
WASP-39 b,0.5650,0.0050,,,0.14592,
WASP-39 b,0.5575,0.0075,,,0.14401,
WASP-39 b,0.5764,0.0114,,,0.14539,
WASP-39 b,0.5893,0.0015,,,0.14977,
WASP-39 b,0.5989,0.0081,,,0.14603,
WASP-39 b,0.6185,0.0115,,,0.14658,
WASP-39 b,0.6375,0.0075,,,0.14525,
WASP-39 b,0.6525,0.0075,,,0.14431,
WASP-39 b,0.6700,0.0100,,,0.14251,
WASP-39 b,0.6950,0.0150,,,0.14330,
WASP-39 b,0.7380,0.0280,,,0.14438,
WASP-39 b,0.7684,0.0025,,,0.14828,
WASP-39 b,0.7905,0.0196,,,0.14702,
WASP-39 b,0.8300,0.0200,,,0.14560,
WASP-39 b,0.8750,0.0250,,,0.14530,
WASP-39 b,0.9650,0.0650,,,0.14271,
WASP-39 b,3.5600,0.3800,,,0.14438,
WASP-39 b,4.5000,0.5600,,,0.14659,
HD 189733 b,0.3450,0.0250,,,0.15811,
HD 189733 b,0.3950,0.0250,,,0.15751,
HD 189733 b,0.4450,0.0250,,,0.15718,
HD 189733 b,0.4950,0.0250,,,0.15695,
HD 189733 b,0.5400,0.0200,,,0.15666,
HD 189733 b,0.5700,0.0100,,,0.15644,
HD 189733 b,0.5860,0.0060,,,0.15638,
HD 189733 b,0.5895,0.0011,,,0.15703,
HD 189733 b,0.5980,0.0060,,,0.15631,
HD 189733 b,0.6095,0.0055,,,0.15617,
HD 189733 b,0.6205,0.0055,,,0.15600,
