,PlanetName,HostName,PlanetLetter,NumberOfStars,NumberOfPlanets,NumberOfMoons,DiscoveryYear,OrbitalPeriod,OrbitSemiMajorAxis,PlanetEarthRadius,PlanetJupiterRadius,PlanetEarthMass,PlanetJupiterMass,PlanetProvenance,PlanetDensity,PlanetEquilibriumTemperature,StellarEffectiveTemperature,StellarRadius,StellarMass,StellarMetallicity,StellarMetallicityRatio,StellarLuminosity,StellarSurfaceGravity,StellarAge,StellarDensity,RA[sexagesimal],RA[deg],Dec[sexagesimal],Dec[deg],GalacticLatitude,GalacticLongitude,EclipticLatitude,EclipticLongitude,TotalProperMotion,ProperMotion(RA),ProperMotion(Dec),Distance,Parallax
2722,Kepler-980 b,Kepler-980,b,1,1,0,2016,11.55102504,0.1005,2.67,0.238,7.61,0.0239,M-R relationship,2.2,845.0,5935.0,1.06,1.05,0.01,[Fe/H],0.262,4.41,3.55,1.82309,19h38m27.12s,294.6129869,+45d03m36.63s,45.060174,11.22776,78.09855,64.80782,313.72108,2.8787888,-2.83791,0.483417,961.468,1.01146
2723,Kepler-981 b,Kepler-981,b,1,1,0,2016,4.46975774,0.0535,2.31,0.206,5.95,0.0187,M-R relationship,2.65,1103.0,5718.0,0.96,0.98,0.01,[Fe/H],-0.081,4.47,4.07,6.84413,19h16m59.74s,289.2489051,+47d39m00.41s,47.6501141,15.68043,78.87682,68.59828,307.48935,3.6739975,0.365218,3.6558,878.082,1.11012
2724,Kepler-982 b,Kepler-982,b,1,1,0,2016,15.7738221,0.1291,2.25,0.201,5.69,0.0179,M-R relationship,2.74,955.0,6139.0,1.29,1.16,0.05,[Fe/H],0.511,4.28,3.55,0.64822,19h13m40.24s,288.4176803,+46d35m25.63s,46.5904531,15.78425,77.63359,67.79965,305.07301,4.2218301,-0.995719,4.10273,801.479,1.21915
2725,Kepler-984 b,Kepler-984,b,1,1,0,2016,43.0342272,0.2327,2.12,0.189,5.14,0.0162,M-R relationship,2.96,484.0,5610.0,0.93,0.96,0.04,[Fe/H],-0.108,4.49,3.98,1.5554,19h47m50.13s,296.9588566,+46d23m38.64s,46.3940661,10.40755,80.07995,65.35122,318.56598,14.0649959,-2.5068,-13.8398,460.188,2.1442
2726,Kepler-985 b,Kepler-985,b,1,1,0,2016,116.331901,0.4451,2.98,0.266,9.17,0.0288,M-R relationship,1.9,323.0,5434.0,0.85,0.91,0.0,[Fe/H],-0.283,4.54,3.39,3.13923,19h20m34.64s,290.144339,+44d02m59.57s,44.0498808,13.64629,75.73922,65.00142,305.85383,8.712627,-0.25478,-8.708901,679.361,1.44331
2727,Kepler-986 b,Kepler-986,b,1,1,0,2016,56.4349938,0.276,2.36,0.211,6.17,0.0194,M-R relationship,2.58,465.0,5642.0,0.98,0.96,0.04,[Fe/H],-0.047,4.43,6.17,4.77055,19h32m22.57s,293.0940391,+42d53m47.20s,42.8964457,11.21739,75.62729,63.19678,309.58651,7.6195546,7.2763,2.26121,548.364,1.79493
2728,Kepler-987 b,Kepler-987,b,1,1,0,2016,105.3033148,0.4238,3.26,0.291,10.7,0.0336,M-R relationship,1.7,351.0,5637.0,0.91,0.97,0.01,[Fe/H],-0.145,4.51,2.45,4.07825,19h17m38.65s,289.4110582,+46d07m51.04s,46.1308443,14.97262,77.4782,67.13617,306.35424,1.9910042,0.340397,-1.96169,914.126,1.06528
2729,Kepler-988 b,Kepler-988,b,1,1,0,2016,17.76080053,0.1085,2.07,0.185,4.94,0.0155,M-R relationship,3.06,368.0,4005.0,0.53,0.55,-0.32,[Fe/H],-1.047,4.73,3.16,3.38055,19h22m49.98s,290.7082585,+42d14m14.01s,42.2372245,12.50541,74.23269,63.15198,305.42853,18.9163137,-18.0236,-5.74254,304.889,3.2513
2730,Kepler-989 b,Kepler-989,b,1,1,0,2016,7.96431535,0.0734,2.21,0.197,5.52,0.0174,M-R relationship,2.81,805.0,5074.0,0.78,0.82,0.01,[Fe/H],-0.427,4.58,4.68,18.99927,18h46m19.87s,281.5827983,+47d14m00.48s,47.2334674,20.37813,76.53241,69.74205,293.18804,41.3962253,-17.0967,-37.7008,491.978,2.00386
2731,Kepler-99 b,Kepler-99,b,2,1,0,2014,4.60358,0.0503,1.48,0.132,6.15,0.019,Mass,10.9,810.0,4782.0,0.73,0.79,0.18,[Fe/H],-0.585,4.61,1.47,2.86,19h49m24.96s,297.3539994,+41d18m00.16s,41.3000452,7.67792,75.71488,60.57053,314.63141,3.5031534,1.3789,-3.22036,208.369,4.77039
2732,Kepler-990 b,Kepler-990,b,1,2,0,2016,9.91723428,0.0883,2.6,0.232,7.27,0.0229,M-R relationship,2.27,903.0,5948.0,1.08,1.05,0.01,[Fe/H],-0.05,4.39,3.55,0.6042,19h51m45.16s,297.9381813,+46d52m52.75s,46.8813194,10.05477,80.84382,65.49214,320.53353,19.3218188,-8.08705,-17.548,802.163,1.21805
2733,Kepler-990 c,Kepler-990,c,1,2,0,2016,0.53835431,0.0127,1.53,0.136,2.96,0.0093,M-R relationship,4.54,2386.0,5948.0,1.08,1.05,0.01,[Fe/H],-0.05,4.39,3.55,1.52952,19h51m45.16s,297.9381813,+46d52m52.75s,46.8813194,10.05477,80.84382,65.49214,320.53353,19.3218188,-8.08705,-17.548,802.163,1.21805
2734,Kepler-991 b,Kepler-991,b,1,1,0,2016,82.5342519,0.3104,2.54,0.227,6.99,0.022,M-R relationship,2.34,260.0,4392.0,0.61,0.64,-0.25,[Fe/H],-0.831,4.67,3.47,6.80263,19h48m21.73s,297.0905543,+49d37m35.35s,49.6264867,11.86823,83.02035,68.18221,322.53491,21.596226,-14.3337,-16.1537,389.561,2.5384
2735,Kepler-992 b,Kepler-992,b,1,1,0,2016,20.16034462,0.1339,1.62,0.145,3.26,0.0102,M-R relationship,4.21,510.0,4944.0,0.74,0.8,-0.04,[Fe/H],-0.57,4.6,3.02,2.48007,18h57m43.30s,284.4304085,+47d38m29.98s,47.6416613,18.69367,77.61384,69.63952,298.85463,24.8928262,17.2115,-17.9838,259.639,3.82261
2736,Kepler-993 b,Kepler-993,b,1,1,0,2016,22.08557563,0.13,2.97,0.265,9.11,0.0287,M-R relationship,1.91,352.0,3843.0,0.54,0.57,0.03,[Fe/H],-1.229,4.72,3.89,4.12779,19h30m27.39s,292.6141076,+44d23m40.79s,44.3946644,12.19619,76.83877,64.72134,310.04769,4.9977908,2.2352,4.4701,324.423,3.05439
2737,Kepler-994 b,Kepler-994,b,1,1,0,2016,1.15116651,0.0177,1.6,0.143,3.19,0.01,M-R relationship,4.28,957.0,3934.0,0.54,0.56,-0.13,[Fe/H],-1.139,4.72,3.24,3.8829,19h16m17.30s,289.0720752,+47d24m24.90s,47.406918,15.69417,78.59578,68.41359,306.94836,36.4618494,-17.9587,-31.7325,188.158,5.28582
2738,Kepler-995 b,Kepler-995,b,1,1,0,2016,28.26731672,0.1701,2.7,0.241,7.75,0.0244,M-R relationship,2.16,517.0,5206.0,0.8,0.83,-0.07,[Fe/H],-0.419,4.57,5.01,2.6853,18h58m27.77s,284.6157154,+39d07m51.59s,39.130998,15.46273,69.3739,61.35319,294.09741,5.4071296,0.936628,-5.32539,609.638,1.61178
2739,Kepler-996 b,Kepler-996,b,1,1,0,2016,3.77059058,0.0474,1.98,0.177,4.58,0.0144,M-R relationship,3.24,1272.0,6014.0,1.14,1.09,0.03,[Fe/H],0.242,4.36,3.63,3.67551,19h27m39.06s,291.9127633,+41d32m00.92s,41.5335891,11.39157,73.98536,62.20174,306.8001,7.4285545,-4.16372,-6.15198,1216.58,0.79341
2740,Kepler-997 b,Kepler-997,b,1,1,0,2016,2.70730672,0.0397,1.36,0.121,2.42,0.00761,M-R relationship,5.29,1709.0,6150.0,1.56,1.22,0.05,[Fe/H],0.496,4.14,3.63,0.44755,19h16m56.01s,289.2333767,+49d56m20.02s,49.9388952,16.58282,81.06648,70.7214,309.95247,13.5073471,-3.42539,-13.0658,467.568,2.11017
2741,Kepler-998 b,Kepler-998,b,1,1,0,2016,5.65377733,0.0626,2.32,0.207,5.99,0.0189,M-R relationship,2.64,1020.0,6058.0,1.18,1.12,0.07,[Fe/H],0.193,4.34,3.31,5.80107,19h47m01.00s,296.7541629,+49d12m31.35s,49.2087085,11.86453,82.53844,67.9216,321.48322,2.3015076,1.86668,-1.34627,986.364,0.985108
2742,Kepler-999 b,Kepler-999,b,1,1,0,2016,5.99185702,0.0681,2.34,0.209,6.08,0.0191,M-R relationship,2.61,1355.0,6237.0,1.65,1.29,0.05,[Fe/H],0.538,4.11,3.09,0.35446,19h58m38.52s,299.6604865,+46d11m54.48s,46.1984679,8.68742,80.84112,64.3475,322.29852,8.461559,1.02342,8.39944,545.063,1.80632
2743,L 98-59 b,L 98-59,b,1,4,0,2019,2.2531136,0.02191,0.85,0.076,0.4,0.00126,Mass,3.6,627.0,3415.0,0.3,0.27,-0.46,[Fe/H],-1.948,4.86,0.8,12.89991,08h18m07.89s,124.5328604,-68d18m52.08s,-68.3144658,-17.5933,281.81705,-76.81365,203.3294,353.4129312,94.7675,-340.47,10.6194,94.1385
2744,L 98-59 c,L 98-59,c,1,4,0,2019,3.6906777,0.0304,1.385,0.124,2.22,0.00698,Mass,4.57,553.0,3415.0,0.3,0.27,-0.46,[Fe/H],-1.948,4.86,0.8,12.89991,08h18m07.89s,124.5328604,-68d18m52.08s,-68.3144658,-17.5933,281.81705,-76.81365,203.3294,353.4129312,94.7675,-340.47,10.6194,94.1385
2745,L 98-59 d,L 98-59,d,1,4,0,2019,7.4507245,0.0486,1.521,0.136,1.94,0.0061,Mass,2.95,416.0,3415.0,0.3,0.27,-0.46,[Fe/H],-1.948,4.86,0.8,12.89991,08h18m07.89s,124.5328604,-68d18m52.08s,-68.3144658,-17.5933,281.81705,-76.81365,203.3294,353.4129312,94.7675,-340.47,10.6194,94.1385
2746,LHS 1140 b,LHS 1140,b,1,2,0,2017,24.73694,0.0957,1.635,0.146,6.38,0.02007,Mass,8.04,379.0,3216.0,0.21,0.19,-0.24,[Fe/H],-2.488,5.06,5.0,25.99071,00h44m59.67s,11.248632,-15d16m26.79s,-15.2741085,-78.05159,115.40542,-18.45449,4.10234,675.8787442,317.585,-596.617,14.9861,66.6996
2747,LHS 1140 c,LHS 1140,c,1,2,0,2018,3.77792,0.02734,1.169,0.104,1.76,0.00554,Mass,6.07,709.0,3216.0,0.21,0.19,-0.24,[Fe/H],-2.488,5.06,5.0,25.99071,00h44m59.67s,11.248632,-15d16m26.79s,-15.2741085,-78.05159,115.40542,-18.45449,4.10234,675.8787442,317.585,-596.617,14.9861,66.6996
2748,LP 791-18 b,LP 791-18,b,1,2,0,2019,0.948005,0.00969,1.12,0.1,1.46,0.00459,M-R relationship,5.71,650.0,2960.0,0.17,0.14,-0.09,[Fe/H],-2.697,5.12,0.5,31.1,11h02m45.72s,165.6904843,-16d24m23.20s,-16.4064445,39.10605,268.56582,-20.69869,173.54417,228.815105,-221.078,-58.9989,26.4927,37.7177
2749,LP 791-18 c,LP 791-18,c,1,2,0,2019,4.989963,0.029392,2.31,0.206,5.95,0.0187,M-R relationship,2.65,370.0,2960.0,0.17,0.14,-0.09,[Fe/H],-2.697,5.12,0.5,31.1,11h02m45.72s,165.6904843,-16d24m23.20s,-16.4064445,39.10605,268.56582,-20.69869,173.54417,228.815105,-221.078,-58.9989,26.4927,37.7177
2750,LTT 9779 b,LTT 9779,b,1,1,0,2020,0.792052,0.01679,4.72,0.421,29.32,0.09225,Mass,1.536,1978.0,5443.0,0.95,0.77,0.27,[Fe/H],-0.149,4.35,1.9,1.81,23h54m40.53s,358.6688767,-37d37m41.61s,-37.6282237,-74.1011,348.06502,-33.56186,341.83824,257.265116,247.615,-69.8008,80.4373,12.4034
2751,MASCARA-1 b,MASCARA-1,b,1,1,0,2017,2.14878,0.043,16.814,1.5,1175.971,3.7,Mass,1.5,2570.0,7554.0,2.1,1.72,0.0,[Fe/H],1.176,4.0,1.0,0.33,21h10m12.37s,317.5515264,+10d44m20.03s,10.7388967,-24.37543,60.44831,25.76788,323.6112,7.8516267,-5.71934,5.37933,182.273,5.45835
2752,MASCARA-4 b,MASCARA-4,b,2,1,0,2020,2.82406,0.047,17.15,1.53,985.273,3.1,Mass,1.07,2100.0,7800.0,1.92,1.75,0.0,[Fe/H],1.087,4.1,0.8,0.355,09h50m19.22s,147.5800667,-66d06m50.13s,-66.1139253,-9.40158,285.97627,-67.70663,205.7047,16.5441448,6.05141,-15.3977,170.696,5.8297
2753,NGTS-11 b,NGTS-11,b,1,1,0,2020,35.45533,0.201,9.158,0.817,109.33352,0.344,Mass,0.78,435.0,5050.0,0.83,0.86,0.22,[Fe/H],-0.395,4.5,3.9,2.109,01h34m05.15s,23.5214497,-14d25m08.94s,-14.4191493,-73.86688,163.08688,-22.47094,16.0558,17.9456049,11.1676,14.0474,190.422,5.22313
2754,NGTS-12 b,NGTS-12,b,1,1,0,2020,7.532806,0.0757,11.747,1.048,66.10864,0.208,Mass,0.223,1257.0,5690.0,1.59,1.02,-0.03,[Fe/H],0.338,4.04,9.4,0.359,11h44m59.99s,176.2499418,-35d38m26.03s,-35.640563,25.30286,288.04232,-33.76297,192.71761,19.749108,-18.4141,7.1378,446.442,2.21177
2755,NGTS-13 b,NGTS-13,b,1,1,0,2021,4.119027,0.0549,12.801,1.142,1538.2972,4.84,Mass,4.02,1605.0,5819.0,1.79,1.3,0.25,[Fe/H],0.517,4.04,4.23,0.31,11h44m57.66s,176.2402326,-38d08m22.98s,-38.1397158,22.90064,288.79758,-35.95393,194.18305,21.1492689,-21.1262,-0.987547,647.595,1.51604
2756,NGTS-14 A b,NGTS-14 A,b,2,1,0,2021,3.5357173,0.0403,4.977,0.444,29.24036,0.092,Mass,1.395,1143.0,5187.0,0.84,0.9,0.1,[Fe/H],-0.311,4.2,5.9,2.00067,21h54m04.20s,328.5174799,-38d22m38.71s,-38.3774193,-51.45057,4.48128,-24.00132,317.03902,24.2900654,-23.6619,5.48833,322.148,3.07577
2757,NGTS-2 b,NGTS-2,b,1,1,0,2018,4.511164,0.063,17.878,1.595,235.1942,0.74,Mass,0.226,1468.0,6478.0,1.7,1.64,-0.06,[Fe/H],0.631,4.2,2.17,0.477,14h20m29.46s,215.1227617,-31d12m07.45s,-31.2020698,27.92221,324.44756,-16.23396,223.22597,21.7526217,-21.7357,-0.857843,356.391,2.77925
2758,NGTS-6 b,NGTS-6,b,1,1,0,2019,0.882059,0.01677,14.863,1.326,425.57437,1.339,Mass,0.711,1284.0,4730.0,0.75,0.77,0.11,[Fe/H],-0.592,4.7,9.77,3.9304,05h03m10.89s,75.795382,-30d23m58.06s,-30.3994612,-35.45066,232.39378,-52.83221,69.49279,23.8953587,-9.33853,-21.995,308.262,3.21508
2759,NGTS-8 b,NGTS-8,b,1,1,0,2019,2.4997,0.035,12.218,1.09,295.5819,0.93,Mass,0.89,1345.0,5241.0,0.98,0.89,0.24,[Fe/H],-0.21,4.41,12.48,1.23245,21h55m54.22s,328.9759206,-14d04m06.38s,-14.0684399,-47.14354,41.59543,-1.38428,326.25212,23.6701599,21.3627,-10.1937,428.976,2.30266
2760,NGTS-9 b,NGTS-9,b,1,1,0,2019,4.43527,0.058,11.994,1.07,921.707,2.9,Mass,2.93,1448.0,6330.0,1.38,1.34,0.31,[Fe/H],0.389,4.37,0.96,0.64571,09h27m40.95s,141.9206435,-19d20m51.53s,-19.3476477,22.2152,250.6186,-32.37349,151.56769,6.3171824,-6.07776,1.72268,609.128,1.61358
2761,OGLE-TR-10 b,OGLE-TR-10,b,1,1,0,2004,3.101278,0.0434,14.011,1.25,197.046,0.62,Mass,0.4,1702.0,5950.0,1.17,1.14,0.28,[Fe/H],0.188,4.18,3.1,0.509,17h51m28.26s,267.8677483,-29d52m35.31s,-29.8764758,-1.57666,359.85149,-6.45096,268.13944,5.1852878,0.499224,-5.1612,1344.97,0.72138
2762,OGLE-TR-132 b,OGLE-TR-132,b,1,1,0,2004,1.689868,0.03035,13.45,1.2,375.02,1.18,Mass,0.85,2013.0,6210.0,1.32,1.3,0.37,[Fe/H],0.371,4.31,1.2,0.72,10h50m34.58s,162.6440933,-61d57m26.09s,-61.9572476,-2.34319,289.23465,-59.94584,206.36488,6.3857717,-5.547,3.16368,2012.62,0.473468
2763,OGLE-TR-56 b,OGLE-TR-56,b,1,1,0,2002,1.2119189,0.02383,15.278,1.363,441.77,1.39,Mass,0.68,2212.0,6050.0,1.74,1.17,0.25,[Fe/H],0.35,4.09,3.0,0.361,17h56m35.51s,269.1479583,-29d32m21.2s,-29.5392222,-2.3654,0.70525,-6.10215,269.25449,0.6330172,0.604325,-0.18842,282.8391387,3.5355786
2764,OGLE2-TR-L9 b,OGLE2-TR-L9,b,1,1,0,2008,2.4855335,0.0308,18.046,1.61,1430.175,4.5,Mass,1.25,2034.0,6933.0,1.53,1.52,-0.05,[Fe/H],0.512,4.24,1.0,0.597,11h07m55.17s,166.9798793,-61d08m46.50s,-61.1462496,-0.74262,290.7713,-57.86826,207.87177,5.1613705,-4.52203,2.48817,1627.63,0.586731
2765,PDS 70 b,PDS 70,b,1,2,0,2018,43500.0,20.0,30.488,2.72,953.49,3.0,Mass,0.185,1204.0,3972.0,1.26,0.76,-0.11,[Fe/H],-0.456,3.68,0.005,0.5411,14h08m10.11s,212.0421402,-41d23m52.95s,-41.3980405,19.20844,318.06196,-26.64183,224.65213,38.0431872,-29.6608,-23.8227,113.064,8.81593
2766,Qatar-1 b,Qatar-1,b,1,1,0,2010,1.4200242,0.02332,12.812,1.143,411.27202,1.294,Mass,1.076,1418.0,5013.0,0.8,0.84,0.171,[Fe/H],-0.438,4.55,1.19,2.286,20h13m31.65s,303.3818697,+65d09m44.39s,65.1623313,16.42429,98.71917,76.44287,9.62066,59.5264366,12.6361,58.1698,185.615,5.35866
2767,Qatar-10 b,Qatar-10,b,1,1,0,2019,1.645321,0.0286,17.295,1.543,233.92288,0.736,Mass,0.248,1955.0,6124.0,1.25,1.16,0.016,[Fe/H],0.3,4.3,3.2,0.823,18h57m46.54s,284.4439052,+69d34m15.01s,69.5708373,24.75349,100.33669,83.843,35.73152,6.5163075,-5.57512,-3.37347,559.068,1.7599
2768,Qatar-2 b,Qatar-2,b,1,1,0,2011,1.33711647,0.02153,14.056,1.254,792.635,2.494,Mass,1.573,1344.0,4645.0,0.78,0.74,0.02,[m/H],-0.683,4.53,5.0,2.241,13h50m37.32s,207.6554928,-06d48m14.66s,-6.8040714,53.16778,327.95632,4.28004,208.11837,89.500177,-88.1844,-15.2903,181.374,5.4849
2769,Qatar-3 b,Qatar-3,b,1,1,0,2017,2.5079204,0.03783,12.285,1.096,1369.8473,4.31,Mass,4.0,1681.0,6007.0,1.27,1.15,-0.041,[Fe/H],0.279,4.29,0.31,0.78,23h56m36.47s,359.1519716,+36d12m46.64s,36.2129562,-25.35493,110.71755,33.1469,15.52095,11.4994338,-7.76313,-8.48356,735.601,1.33157
2770,Qatar-4 b,Qatar-4,b,1,1,0,2017,1.8053564,0.02803,12.722,1.135,1938.763,6.1,Mass,5.1,1385.0,5215.0,0.85,0.9,0.103,[Fe/H],-0.318,4.53,0.17,2.07,00h19m26.23s,4.859275,+44d01m39.35s,44.0275965,-18.46753,116.87585,37.83774,24.88589,8.9208096,0.985117,-8.86625,329.036,3.01051
2771,Qatar-5 b,Qatar-5,b,1,1,0,2017,2.8792319,0.04127,12.408,1.107,1373.0256,4.32,Mass,3.95,1415.0,5747.0,1.08,1.13,0.377,[Fe/H],0.056,4.43,0.53,1.286,00h28m12.94s,7.0539375,+42d03m40.84s,42.0613451,-20.60282,118.33015,35.33657,25.41701,6.573391,0.918597,-6.50889,367.658,2.69255
2772,Qatar-6 b,Qatar-6,b,2,1,0,2017,3.506195,0.0423,11.904,1.062,212.31044,0.668,Mass,0.692,1006.0,5052.0,0.72,0.82,-0.025,[Fe/H],-0.514,4.64,1.02,3.08,14h48m50.42s,222.2100773,+22d09m09.41s,22.1526136,62.92644,28.83441,36.40428,211.53215,54.3234695,-51.9076,16.02,100.848,9.8873
2773,Qatar-7 b,Qatar-7,b,1,1,0,2019,2.032046,0.0352,19.055,1.7,597.5204,1.88,Mass,0.502,2053.0,6387.0,1.56,1.41,0.276,[Fe/H],0.563,4.2,1.69,0.521,23h54m03.63s,358.5151344,+37d01m18.57s,37.0218242,-24.44772,110.38223,34.10167,15.4456,5.310004,-5.18865,-1.12874,705.981,1.38842
2774,Qatar-8 b,Qatar-8,b,1,1,0,2019,3.71495,0.0474,14.404,1.285,117.91493,0.371,Mass,0.216,1457.0,5738.0,1.31,1.03,0.025,[Fe/H],0.228,4.21,8.3,0.641,10h29m38.96s,157.4123405,+70d31m37.50s,70.5270835,42.19051,138.05768,54.4954,122.00346,47.50645,-46.527,-9.59693,281.498,3.5238
2775,Qatar-9 b,Qatar-9,b,1,1,0,2019,1.540731,0.0234,11.31,1.009,378.2177,1.19,Mass,1.43,1134.0,4309.0,0.7,0.72,0.252,[Fe/H],-0.821,4.61,7.5,3.015,10h42m59.54s,160.748095,+60d57m50.83s,60.9641194,49.86723,146.52712,47.6048,132.81254,31.8783693,-23.7409,-21.2744,213.771,4.649
2776,TIC 237913194 b,TIC 237913194,b,1,1,0,2020,15.168865,0.1207,12.52,1.117,617.22586,1.942,Mass,1.847,974.0,5788.0,1.09,1.03,0.14,[Fe/H],0.078,4.38,5.7,1.076,01h29m46.99s,22.4458116,-60d44m23.67s,-60.7399096,-55.7647,294.61302,-61.00397,338.73559,20.8959574,18.0532,10.5225,306.063,3.2385
2777,TOI-1062 b,TOI-1062,b,1,2,0,2021,4.11296,0.052,2.265,0.202,10.15,0.03194,Mass,4.85,1077.0,5328.0,0.84,0.94,0.14,[Fe/H],-0.274,4.55,2.5,2.22,02h32m29.03s,38.1209678,-78d01m25.26s,-78.0236828,-37.81231,296.49611,-71.52584,301.00932,112.1401754,107.847,30.7318,82.1733,12.1405
2778,TOI-1130 b,TOI-1130,b,1,2,0,2020,4.066499,0.04394,3.65,0.326,12.9,0.0407,M-R relationship,1.46,810.0,4250.0,0.69,0.68,0.2,[Fe/H],-0.854,4.6,8.2,2.97,19h05m30.24s,286.3760037,-41d26m15.50s,-41.4376399,-20.04121,355.72868,-18.72869,282.89594,29.9323414,12.5383,-27.1797,58.2609,17.1355
2779,TOI-1130 c,TOI-1130,c,1,2,0,2020,8.350381,0.07098,16.814,1.5,309.56642,0.974,Mass,0.38,637.0,4250.0,0.69,0.68,0.2,[Fe/H],-0.854,4.6,8.2,2.97,19h05m30.24s,286.3760037,-41d26m15.50s,-41.4376399,-20.04121,355.72868,-18.72869,282.89594,29.9323414,12.5383,-27.1797,58.2609,17.1355
2780,TOI-1235 b,TOI-1235,b,1,1,0,2020,3.444717,0.03826,1.694,0.151,5.9,0.01856,Mass,6.7,775.0,3997.0,0.62,0.63,0.33,[Fe/H],-1.054,4.64,5.3,3.74,10h08m52.38s,152.2182549,+69d16m35.83s,69.2766204,41.71685,140.91663,52.42105,120.88709,197.3966371,196.631,17.369,39.6345,25.2016
2781,TOI-125 b,TOI-125,b,1,3,0,2019,4.65382,0.05186,2.726,0.243,9.5,0.02989,Mass,2.57,1037.0,5320.0,0.85,0.86,-0.02,[Fe/H],-0.285,4.52,6.8,1.99,01h34m22.42s,23.5934253,-66d40m34.86s,-66.6763495,-49.90031,296.35814,-64.89646,328.78326,171.6667708,-119.8,-122.953,111.059,8.97546
2782,TOI-125 c,TOI-125,c,1,3,0,2019,9.15059,0.0814,2.759,0.246,6.63,0.02086,Mass,1.73,828.0,5320.0,0.85,0.86,-0.02,[Fe/H],-0.285,4.52,6.8,1.99,01h34m22.42s,23.5934253,-66d40m34.86s,-66.6763495,-49.90031,296.35814,-64.89646,328.78326,171.6667708,-119.8,-122.953,111.059,8.97546
2783,TOI-125 d,TOI-125,d,1,3,0,2020,19.98,0.137,2.93,0.261,13.6,0.04279,Mass,2.98,638.0,5320.0,0.85,0.86,-0.02,[Fe/H],-0.285,4.52,6.8,1.99,01h34m22.42s,23.5934253,-66d40m34.86s,-66.6763495,-49.90031,296.35814,-64.89646,328.78326,171.6667708,-119.8,-122.953,111.059,8.97546
2784,TOI-1259 A b,TOI-1259 A,b,2,1,0,2021,3.477978,0.0407,11.456,1.022,140.16233,0.441,Mass,0.513,963.0,4775.0,0.71,0.74,-0.5,[Fe/H],-0.59,4.61,4.8,2.92,18h48m24.04s,282.1001665,+79d15m23.31s,79.2564761,26.75585,110.88302,76.88166,80.08598,100.3626174,-5.65807,100.203,118.106,8.43809
2785,TOI-1266 b,TOI-1266,b,1,2,0,2020,10.894843,0.0736,2.37,0.211,13.5,0.04248,Mass,5.57,413.0,3600.0,0.42,0.45,-0.5,[Fe/H],-1.58,4.85,7.9,8.99,13h11m59.18s,197.9965833,+65d50m01.31s,65.8336973,51.16066,119.58108,62.54677,147.62354,152.7729383,-150.652,-25.3682,36.0118,27.7397
2786,TOI-1266 c,TOI-1266,c,1,2,0,2020,18.80151,0.1058,1.56,0.139,2.2,0.00692,Mass,3.18,344.0,3600.0,0.42,0.45,-0.5,[Fe/H],-1.58,4.85,7.9,8.99,13h11m59.18s,197.9965833,+65d50m01.31s,65.8336973,51.16066,119.58108,62.54677,147.62354,152.7729383,-150.652,-25.3682,36.0118,27.7397
2787,TOI-1296 b,TOI-1296,b,1,1,0,2021,3.9443715,0.0497,13.798,1.231,94.71287,0.298,Mass,0.198,1562.0,5603.0,1.66,1.17,0.44,[Fe/H],0.39,4.05,6.9,0.324,17h07m04.95s,256.7706392,+70d14m18.53s,70.2384806,34.1568,101.40393,83.91809,136.91156,22.3048371,-21.2454,-6.79255,323.265,3.06475
2788,TOI-1298 b,TOI-1298,b,1,1,0,2021,4.537164,0.059,9.427,0.841,113.14691,0.356,Mass,0.743,1388.0,5889.0,1.41,1.44,0.49,[Fe/H],0.334,4.39,1.6,0.67,16h05m17.50s,241.3229012,+70d11m24.14s,70.1900397,38.97653,103.88664,78.94954,148.04587,57.0606264,-36.4103,43.9341,319.036,3.1056
2789,TOI-132 b,TOI-132,b,1,1,0,2020,2.1097019,0.026,3.42,0.305,22.4,0.07048,Mass,3.08,1395.0,5397.0,0.9,0.97,0.16,[Fe/H],-0.222,4.48,6.34,1.89,22h33m35.92s,338.3996623,-43d26m12.74s,-43.436872,-57.81809,353.41363,-31.63386,322.46294,63.8659499,35.5533,-53.0549,163.678,6.08093
2790,TOI-1333 b,TOI-1333,b,2,1,0,2021,4.720219,0.0626,15.648,1.396,753.2571,2.37,Mass,1.08,1679.0,6274.0,1.93,1.46,0.119,[Fe/H],0.713,4.03,2.33,0.289,21h40m03.49s,325.0145363,+48d24m24.36s,48.4067674,-3.18125,93.40166,56.88405,354.56705,14.3701802,-9.80953,-10.5012,200.492,4.95904
2791,TOI-1338 b,TOI-1338,b,2,1,0,2020,95.174,0.4607,6.85,0.611,33.0,0.10383,Mass,0.56,724.0,6050.0,1.33,1.13,0.01,[Fe/H],0.329,4.0,4.4,0.41101,06h08m31.94s,92.1330955,-59d32m27.55s,-59.5409853,-28.49114,268.41173,-82.91506,98.79946,36.5231765,-12.2583,34.4046,399.017,2.47735
2792,TOI-1431 b,TOI-1431,b,1,1,0,2021,2.650237,0.046,16.701,1.49,991.62463,3.12,Mass,1.17,2370.0,7690.0,1.92,1.9,0.09,[Fe/H],1.068,4.15,0.29,0.37,21h04m48.89s,316.2036922,+55d35m16.88s,55.5880221,5.72303,94.60687,65.85335,355.69721,26.5986578,11.7373,23.8689,148.925,6.68637
