ObjectOfInterest,Disposition,OrbitalPeriod,TransitDuration,TransitDepth,PlanetEarthRadius,PlanetEquilibriumTemperature,PlanetInsolationValue,StellarEffectiveTemperature,StellarLogG,StellarSunRadius,RightAscension,Declination,PlanetType,PlanetName
K04625.01,CFRM,2.440839436,0.968,509.5,21.29,986,223.8,4803,4.623,0.698,297.05902,49.4785,Super Earth,Kepler-1964 b
K04694.01,CAND,19.2527652,4.862,138.5,1.24,740,71.04,6258,4.442,1.046,288.70859,46.018188,TBD,N/A
K07680.01,CAND,219.20579,14.5,207.8,2.66,456,10.18,6990,4.115,1.785,295.31512,39.141048,TBD,N/A
K04484.01,CFRM,2.29794819,2.84,83.2,0.98,1547,1352.14,6371,4.426,1.072,294.69696,46.720188,Super Earth,Kepler-1960 b
K04487.01,CAND,3.48754109,1.811,85.1,0.72,988,224.74,5252,4.593,0.783,292.02829,43.946362,TBD,N/A
K04554.01,CAND,8.0772455,7.272,79.2,2.61,1228,537.66,5684,3.915,2.032,293.43478,41.716881,TBD,N/A
K04555.01,CAND,364.08733,14.09,372,1.39,211,0.47,5376,4.601,0.727,291.22043,43.574268,TBD,N/A
K04557.01,CAND,5.75651958,2.309,65.3,0.83,1089,332.97,6208,4.454,1.024,283.70471,47.385288,TBD,N/A
K04626.01,CAND,91.95723,10.471,308.4,2.66,497,14.41,5854,4.114,1.528,289.90417,38.651371,TBD,N/A
K04627.01,CAND,7.51731745,2.484,170.7,1.19,861,129.74,5525,4.488,0.923,298.75836,41.631031,TBD,N/A
K04630.01,CAND,44.6966177,10.532,257.3,2.46,637,38.95,5929,4.123,1.518,295.59735,43.596401,TBD,N/A
K04698.01,CAND,8.5275894,2.959,112.5,1.28,1049,286.1,6469,4.385,1.193,291.12744,47.938801,TBD,N/A
K04699.01,CAND,3.07714195,3.571,34.2,1.08,1493,1175,6108,4.251,1.336,291.88797,43.649811,TBD,N/A
K04700.01,CAND,3.83488354,2.026,243,1.2,1003,239.15,5515,4.592,0.775,295.36145,45.914841,TBD,N/A
K04558.01,CAND,8.8233996,6.735,104.6,1.13,929,176.13,5602,4.269,1.121,285.59543,40.679722,TBD,N/A
K04632.01,CAND,40.0691482,2.928,784.1,13.25,458,10.42,5485,4.575,0.762,299.01312,41.329311,TBD,N/A
K04633.01,CAND,11.6933447,6.551,66.9,1.12,950,192.95,6049,4.248,1.354,289.77954,41.214409,TBD,N/A
K04634.01,CAND,4.02745396,1.33,85.2,0.98,1250,577.46,6174,4.398,1.041,300.6496,44.05574,TBD,N/A
K03196.01,CAND,4.96061094,2.864,20.4,0.59,1272,618.99,6117,4.244,1.298,283.35046,45.339111,TBD,N/A
K04705.01,CAND,1.4733245,1.406,124,1.03,1576,1453.8,5751,4.431,0.921,297.60236,40.803219,TBD,N/A
K04706.01,CFRM,101.952048,5.991,152.5,1.31,428,7.92,6210,4.407,1.054,297.27087,46.928421,Super Earth,Kepler-1620 b
K04495.01,CAND,5.93218209,4.507,205.3,1.39,1000,235.68,5843,4.474,0.977,296.77414,40.793282,TBD,N/A
K04496.01,CAND,96.384483,5.253,591,2.41,400,6.03,5919,4.485,1,284.68292,41.592411,TBD,N/A
K07681.01,CAND,6.05552018,2.818,134.6,0.92,844,119.89,5352,4.585,0.805,295.47382,39.124561,TBD,N/A
K00701.05,CFRM,12.4418003,3.572,78.4,0.57,576,26.03,4926,4.653,0.662,283.21274,45.349861,Terrestrial,Kepler-62 c
K04563.01,CAND,54.333582,10.545,152,1.7,513,16.37,5500,4.228,1.221,285.15942,47.88274,TBD,N/A
K03165.01,CAND,4.11754421,4.362,34.3,1.02,1581,1477.06,6263,4.024,1.726,287.6376,46.204411,TBD,N/A
K04636.01,CAND,122.749053,8.342,1041.2,6.13,348,3.48,5619,4.488,0.976,292.98517,46.506569,TBD,N/A
K04637.01,CAND,4.37992345,4.949,15.5,0.81,1608,1579.65,6311,3.993,1.918,288.59967,46.031712,TBD,N/A
K04709.01,CAND,3.70858595,1.94,305.4,1.33,995,231.84,5420,4.596,0.771,291.64294,37.632408,TBD,N/A
K04710.01,CAND,9.4527721,3.817,197.3,1.3,832,113.38,5973,4.547,0.857,290.7377,45.725368,TBD,N/A
K04711.01,CAND,4.3638313,1.457,194.1,1.08,976,214.31,5623,4.596,0.763,287.50766,44.31424,TBD,N/A
K04497.01,CAND,6.83006228,3.315,187.4,1.09,882,142.95,5807,4.576,0.8,289.26697,51.751221,TBD,N/A
K04498.01,CAND,17.1622587,4.668,312.2,22.42,674,48.86,5729,4.509,0.939,294.22134,39.989521,TBD,N/A
K04499.01,CAND,5.19898615,2.359,136.8,1.04,1035,271.21,6058,4.54,0.867,298.78278,48.312809,TBD,N/A
K04567.01,CAND,14.74426,8.168,113.6,8.1,784,89.04,6146,4.454,0.987,301.56284,44.240391,TBD,N/A
K04570.01,CAND,35.0175053,3.608,292,2.13,617,34.32,5944,4.293,1.123,292.35605,39.11945,TBD,N/A
K03184.01,CAND,7.545922037,4.0329,22.2,0.68,1084,326.67,5788,4.178,1.376,288.39529,39.872627,TBD,N/A
K03197.01,CAND,22.599501,4.38,76.9,0.96,734,68.48,6335,4.375,1.087,296.29056,44.42326,TBD,N/A
K04725.01,CFRM,7.28171395,1.723,111.6,2.59,1086,329.68,4970,3.924,1.806,299.13779,43.498638,Terrestrial,Kepler-1967 b
K04500.02,CAND,44.9851885,4.164,617.8,2.09,433,8.34,5295,4.548,0.8,295.90503,45.40543,TBD,N/A
K04503.01,CAND,5.89089509,2.402,267.7,1.54,985,223.02,5869,4.513,0.942,284.6134,48.37347,TBD,N/A
K04504.01,CAND,4.13029832,2.461,325.3,1.44,995,231.52,5490,4.557,0.81,291.2941,41.91283,TBD,N/A
K04575.01,CAND,201.325036,14.4,125.4,1.98,410,6.71,6120,4.093,1.699,292.93643,46.753021,TBD,N/A
K04643.01,CAND,5.59346375,1.668,236.5,1.43,1008,243.63,5874,4.498,0.933,288.44839,49.714031,TBD,N/A
K04644.01,CAND,3.44928111,1.424,237,1.23,966,206.55,5119,4.591,0.781,291.45734,37.206841,TBD,N/A
K04647.01,CAND,37.9043889,11.638,98.2,1.97,693,54.36,5303,3.87,1.964,290.25931,46.885109,TBD,N/A
K03196.02,CAND,6.88297756,2.065,30.4,0.77,1141,400.53,6117,4.244,1.298,283.35046,45.339111,TBD,N/A
K04713.01,CAND,8.7963166,4.696,96.5,1.36,882,142.92,5780,4.438,1,283.83884,40.421974,TBD,N/A
K04714.01,CAND,2.049602348,1.061,186.1,1.08,1203,494.57,5356,4.589,0.78,289.18149,51.562538,TBD,N/A
K04715.01,CAND,53.285584,6.492,158.6,1.44,537,19.63,6015,4.297,1.057,283.57269,41.695728,TBD,N/A
K04716.01,CAND,5.8943338,3.475,28.9,0.61,1092,335.9,5929,4.357,1.145,288.34488,49.021938,TBD,N/A
K04504.02,CAND,8.119343,3.558,350.4,1.5,794,94.08,5490,4.557,0.81,291.2941,41.91283,TBD,N/A
K04505.01,CAND,18.0071438,5.401,80.8,1.05,799,96.25,6173,4.314,1.167,291.09943,44.545689,TBD,N/A
K04506.01,CFRM,5.60473115,2.885,210,1.11,866,132.98,5401,4.593,0.777,286.33011,39.683182,Super Earth,Kepler-1961 b
K04508.01,CAND,2.49915311,1.803,179.2,1.02,983,220.65,4705,4.572,0.72,294.3735,40.65144,TBD,N/A
K04577.01,CAND,105.997107,3.751,430.8,1.83,373,4.59,6068,4.565,0.831,295.6709,47.830399,TBD,N/A
K04580.01,CAND,6.30432354,2.508,40,1.23,1510,1229.72,6728,3.987,1.836,293.37381,44.727982,TBD,N/A
K04649.01,CAND,3.38419892,1.485,228.2,1.2,1074,313.79,5613,4.581,0.795,292.96661,39.899639,TBD,N/A
K04651.01,CAND,1.19260017,1.502,58,0.77,1726,2107.84,5600,4.349,1.013,298.08716,42.164349,TBD,N/A
K04717.01,CAND,216.456055,11.067,1002.8,3.61,320,2.48,5645,4.299,1.155,283.69351,40.018021,TBD,N/A
K04509.01,CAND,12.003678,2.799,281.7,0.97,503,15.12,4328,4.654,0.594,291.69516,49.187859,TBD,N/A
K04581.01,CAND,6.0059966,3.096,39.2,0.73,1130,385.87,6103,4.331,1.16,290.60806,37.801891,TBD,N/A
K04582.01,CAND,4.22426989,4.22,13.6,0.35,1069,309.32,5735,4.501,0.883,296.33688,43.60009,TBD,N/A
K04583.01,CAND,330.906041,3.846,740,2.05,225,0.6,5461,4.589,0.769,285.66843,45.374771,TBD,N/A
K03168.01,CAND,56.3479517,8.789,43.6,1.06,586,27.97,5843,4.086,1.471,287.31485,39.538181,TBD,N/A
K04653.01,CAND,19.9778599,5.96,83.4,1.07,773,84.29,6392,4.399,1.162,286.56033,48.893051,TBD,N/A
K04655.01,CAND,17.543847,5.948,196.3,1.15,658,44.42,5957,4.579,0.791,287.06534,37.899479,TBD,N/A
K04656.01,CAND,3.8183717,2.687,50.8,1.39,1683,1894.37,6738,4.109,1.692,295.24191,43.972599,TBD,N/A
K04730.01,CAND,9.07829171,0.783,530.9,3.69,984,221.32,5086,4.002,1.611,291.58875,44.907509,TBD,N/A
K07693.01,CAND,6.41097179,2.582,233.5,1.4,886,146.16,5383,4.486,0.933,296.22168,39.405762,TBD,N/A
K04586.01,CAND,75.2116373,3.203,362.6,2.83,516,16.78,5818,4.165,1.5,291.51758,49.43462,TBD,N/A
K04587.01,CAND,6.36283414,3.752,159.4,1.12,956,197.84,5955,4.534,0.883,285.22415,40.958931,TBD,N/A
K04588.01,CAND,7.53737498,3.966,41.1,0.93,1210,506.84,6483,4.206,1.436,286.51355,45.038044,TBD,N/A
K04657.01,CAND,7.57600886,3.361,49,0.54,778,86.87,5361,4.588,0.774,293.29279,41.997589,TBD,N/A
K04659.01,CFRM,41.8681996,5.783,150.7,1.25,492,13.89,5852,4.559,0.837,292.51468,38.02206,Super Earth,Kepler-1965 b
K04661.01,CFRM,8.61742738,2.713,154.9,1.01,733,68.28,5009,4.491,0.84,292.46387,41.299068,Super Earth,Kepler-1966 b
K04451.01,CAND,8.8303681,3.426,296.2,1.32,676,49.36,5051,4.628,0.706,282.19565,47.105679,TBD,N/A
K04452.01,CAND,12.85755895,4.831,106.5,1.23,860,129.15,5860,4.276,1.156,294.30099,39.519058,TBD,N/A
K07685.02,CAND,33.502923,11.947,70.9,1.08,645,40.79,5999,4.263,1.177,286.77313,39.277531,TBD,N/A
K04519.01,CAND,148.568877,4.399,404.4,5.97,555,22.49,5814,3.68,2.985,288.01013,46.978519,TBD,N/A
K04520.01,CAND,9.3335486,6.643,71.2,1.69,1082,323.68,5354,3.927,1.863,295.21426,45.324509,TBD,N/A
K04590.01,CAND,9.54060855,1.869,462,1.75,735,69.25,5271,4.522,0.831,288.87082,50.815559,TBD,N/A
K04591.01,CAND,1.80926734,2.469,98,0.89,1444,1028.71,5897,4.531,0.891,298.54257,40.51479,TBD,N/A
K00750.02,CAND,5.04413987,1.623,172,1.18,862,130.09,4954,4.5,0.828,290.46512,47.92918,TBD,N/A
K07676.01,CAND,5.3694084,3.949,40,0.62,974,212.68,5753,4.538,0.869,284.73474,39.045361,TBD,N/A
K04663.01,CAND,5.65690281,3.583,32.2,0.74,1159,425.7,5687,4.191,1.32,287.67059,43.197239,TBD,N/A
K04456.01,CAND,7.4299322,4.013,164.9,1.81,1024,259.7,5635,4.23,1.252,294.67126,38.698971,TBD,N/A
K04457.01,CAND,79.334347,10.886,164.9,1.56,500,14.73,6384,4.33,1.15,290.51242,50.649288,TBD,N/A
K04523.01,CAND,5.68251605,3.479,81.2,1.03,1090,333.82,5753,4.319,1.157,296.04425,44.80529,TBD,N/A
K04524.01,CFRM,7.99144696,3.639,145,1.53,901,155.95,5700,4.434,1.006,289.5484,40.1642,Super Earth,Kepler-1962 b
K04524.02,CAND,4.52628739,3.736,99.6,1.02,1089,332.79,5700,4.434,1.006,289.5484,40.1642,TBD,N/A
K04595.01,CAND,0.597018404,0.4778,245.4,1.09,1578,1473.77,4985,4.675,0.63,295.41479,50.979012,TBD,N/A
K04597.01,CAND,4.82025124,2.129,94.1,0.78,1018,254.2,6035,4.591,0.777,296.3609,48.213001,TBD,N/A
K04666.01,CAND,12.4019263,4.043,211.1,1.49,713,60.93,5555,4.514,0.832,284.04172,49.138199,TBD,N/A
K04667.01,CAND,152.823896,7.734,456.2,2.45,395,5.77,6452,4.394,1.137,289.63535,44.379711,TBD,N/A
K04670.01,CAND,6.80899076,2.077,1192,89.29,795,94.48,4992,4.483,0.854,294.58066,46.610592,TBD,N/A
K03061.02,CAND,77.915425,8.274,178.8,1.17,367,4.28,5135,4.464,0.874,297.04208,39.912231,TBD,N/A
K04460.01,CAND,284.727213,10.299,355.3,2.02,278,1.41,5497,4.332,1.08,290.14725,46.802872,TBD,N/A
K04526.01,CAND,30.5392931,6.887,428.2,2.72,669,47.46,5803,4.211,1.328,295.96893,38.867168,TBD,N/A
K04528.01,CAND,8.31224474,2.663,70.8,10.63,801,97.64,5421,4.483,0.816,295.37476,43.500431,TBD,N/A
K04530.01,CAND,12.6362048,3.961,124,1.1,774,85.06,5772,4.457,0.992,290.73434,51.770962,TBD,N/A
K07687.01,CAND,23.266633,8.315,49.9,2.66,1156,422.77,5758,3.456,3.775,288.86908,39.30986,TBD,N/A
K04601.01,CAND,7.94004281,3.282,81.9,0.98,1010,245.79,6278,4.425,1.081,298.43478,48.706139,TBD,N/A
K04602.01,CAND,2.85855049,2.341,85.4,1.23,1212,510.14,5441,4.415,0.964,297.23273,41.433411,TBD,N/A
K03190.01,CAND,8.95294046,2.995,44,0.86,1012,247.66,6047,4.266,1.207,298.26816,41.251663,TBD,N/A
K04674.01,CAND,4.84350003,3.045,50.2,0.9,1121,373.1,5762,4.348,1.056,282.58282,42.346352,TBD,N/A
K04462.01,CAND,45.163025,7.03,130.3,2.35,886,145.48,7675,4.051,2.015,293.85294,46.590809,TBD,N/A
K04463.01,CAND,36.7614011,15.982,160.9,1.52,475,12,5305,4.504,0.823,289.41428,41.51004,TBD,N/A
K04464.01,CAND,4.373570433,0.623,366,1.23,727,66.12,4362,4.623,0.64,295.30652,49.179668,TBD,N/A
K04466.01,CAND,154.674369,9.35,435.8,2.29,371,4.47,6338,4.449,1.002,288.63861,42.857288,TBD,N/A
K04603.01,CAND,15.9513866,2.285,99.2,1.17,849,123.03,6451,4.375,1.168,291.53922,44.44706,TBD,N/A
K04605.01,CAND,7.7859111,7.788,45.5,0.68,939,183.92,6045,4.479,0.954,290.42307,51.388729,TBD,N/A
K04676.01,CAND,31.183688,6.14,139.8,3.21,876,139.27,5947,3.814,2.407,298.74335,40.07214,TBD,N/A
K04467.01,CAND,2.94242323,1.519,293.3,1.42,1098,344.64,5436,4.573,0.819,288.72598,40.531631,TBD,N/A
K07678.01,CAND,13.0914878,2.037,37.5,0.79,892,149.52,5919,4.238,1.288,289.24884,39.106541,TBD,N/A
K04680.01,CAND,54.0812235,6.279,411.1,1.54,431,8.19,5757,4.597,0.762,297.59964,39.626339,TBD,N/A
K04541.01,CAND,8.5291223,3.241,325.4,2.08,911,162.94,5543,4.318,1.111,283.25119,40.72311,TBD,N/A
K04613.01,CFRM,1.962282625,1.45,68.3,0.81,1448,1038.36,5726,4.418,0.979,296.58755,47.207161,Terrestrial,Kepler-1963 b
K04614.01,CAND,6.4546845,3.071,69.9,1.38,1244,565.72,6474,4.243,1.362,281.73087,43.282341,TBD,N/A
K04685.01,CAND,0.494247662,1.2443,224.9,1.51,2257,6096.15,5763,4.484,0.998,295.73773,38.903912,TBD,N/A
K04686.01,CAND,11.8299383,5.168,41.4,1.6,1177,453.44,5747,3.802,2.431,298.90576,41.04261,TBD,N/A
K04477.01,CAND,5.30179786,2.24,197.2,1.22,973,211.8,5749,4.547,0.864,289.10422,41.69014,TBD,N/A
K04477.02,CFRM,9.32867952,1.572,354.4,1.62,806,99.6,5749,4.547,0.864,289.10422,41.69014,Super Earth,Kepler-1958 b
K04478.01,CFRM,6.38671206,1.201,223.7,1.19,811,102.25,5071,4.505,0.811,296.02225,44.732658,Super Earth,Kepler-1959 b
K04545.01,CAND,0.849362238,1.36,114.9,0.85,1498,1190.04,4973,4.595,0.788,291.45813,47.15863,TBD,N/A
K04546.01,CAND,0.741768294,0.4164,60.3,72.36,3380,30981.32,5897,3.637,3.147,297.27325,40.136761,TBD,N/A
K04548.01,CAND,61.083322,10.396,227.5,1.61,465,11.01,5803,4.444,1.015,288.12555,38.347431,TBD,N/A
K04904.01,CAND,3.5944891,2.557,89.9,0.98,1178,455.99,5523,4.364,1.046,284.72797,45.064968,TBD,N/A
K04906.01,CAND,4.8608059,1.966,252.1,1.21,925,172.76,5541,4.6,0.757,297.05664,46.08353,TBD,N/A
K04907.01,CAND,4.04481159,2.479,33,0.67,1325,729.15,6358,4.359,1.141,288.39761,40.6269,TBD,N/A
K07712.01,CAND,4.8302364,7.983,22.5,1.06,1453,1052.42,5086,3.678,2.247,286.69318,40.170109,TBD,N/A
K04763.01,CAND,56.446465,7.371,147.9,1.57,522,17.5,5995,4.337,1.117,284.38248,44.308231,TBD,N/A
K04764.01,CAND,31.4202111,4.021,390.5,1.45,471,11.6,5269,4.603,0.748,292.18646,41.328041,TBD,N/A
K04766.01,CAND,5.56676609,1.812,173.8,1.12,859,128.51,5032,4.479,0.859,290.46756,40.056438,TBD,N/A
K04837.01,CAND,5.38613715,1.943,169.3,0.86,846,121.37,5516,4.669,0.656,298.12167,40.81358,TBD,N/A
K04838.01,CAND,13.2965044,5.68,133.4,0.88,488,13.42,4352,4.671,0.613,284.26859,44.19754,TBD,N/A
K04839.01,CAND,21.8420304,3.843,79.5,2.01,1016,251.46,6194,3.813,2.241,298.40958,45.461639,TBD,N/A
K04912.01,CAND,0.876850385,1.534,59.2,1.35,2543,9858.55,6102,4.069,1.756,297.19199,40.387951,TBD,N/A
K07703.01,CAND,413.51856,10.395,391.1,1.96,254,0.98,6031,4.45,0.992,290.38721,39.829941,TBD,N/A
K03301.01,CAND,20.7106368,2.693,142.5,1.12,626,36.18,5631,4.478,0.901,292.62964,44.283119,TBD,N/A
K04768.01,CAND,3.43633133,0.675,473.5,1.44,945,188.22,5201,4.616,0.651,296.78934,47.234531,TBD,N/A
K04771.01,CAND,142.703888,5.808,225.5,1.95,440,8.88,6701,4.326,1.289,289.68073,49.745831,TBD,N/A
K04772.01,CAND,3.38080537,3.275,200.9,1.69,1362,814.73,6072,4.343,1.193,301.57855,44.31218,TBD,N/A
K04840.01,CAND,10.4716194,4.512,123.9,1.74,1035,271.12,5812,4.083,1.574,282.09314,42.160271,TBD,N/A
K03214.01,CAND,11.49500229,7.602,51.4,1.53,1105,351.79,6033,3.985,1.788,298.67377,43.795479,TBD,N/A
K04913.01,CAND,6.78788113,2.26,73.1,2.44,1679,1875.92,6537,3.76,2.829,283.6788,41.096882,TBD,N/A
K04914.01,CAND,5.47455167,3.71,73.2,1.4,1155,419.95,5611,4.19,1.312,296.40094,50.558338,TBD,N/A
K03224.01,CAND,3.43861067,1.264,46.8,1.01,1348,779.48,5383,4.112,1.401,281.32745,47.584869,TBD,N/A
K03225.01,CAND,4.8754765,1.902,39.6,0.8,1180,458.62,5513,4.179,1.286,289.67175,38.297871,TBD,N/A
K03307.01,CAND,10.5071781,2.68,271.8,1.41,737,69.76,5290,4.46,0.865,294.13626,41.456692,TBD,N/A
K07704.01,CAND,5.4398033,3.256,85.5,1,1112,361.47,6108,4.43,1.08,290.46088,39.837212,TBD,N/A
K04773.01,CAND,8.8493948,6.928,43.8,0.82,978,216.18,6095,4.349,1.11,296.8432,43.697441,TBD,N/A
K04774.01,CAND,51.567801,5.514,210.1,1.3,433,8.3,5285,4.467,0.876,295.12238,39.391033,TBD,N/A
K04775.01,CAND,16.4491515,6.696,70.9,2.75,1036,272.9,5334,3.712,2.789,292.40323,44.782009,TBD,N/A
K04844.01,CAND,0.428046051,0.776,126,0.87,2017,3877.26,5285,4.566,0.775,286.14777,38.241798,TBD,N/A
K04846.01,CAND,19.254536,4.754,186,1.32,625,36.02,5668,4.545,0.868,298.28214,44.27206,TBD,N/A
K04848.01,CAND,384.6961,6.167,787,1.78,157,0.14,4228,4.64,0.623,284.76764,45.341228,TBD,N/A
K03232.01,CFRM,6.05919881,1.365,154.2,1.21,976,214.55,5734,4.462,0.962,282.11783,46.22393,Super Earth,Kepler-1912 b
K03309.01,CAND,71.05457555,1.9162,4853.2,5.91,390,5.45,5290,4.46,0.865,298.96829,40.797352,TBD,N/A
K03310.01,CAND,20.5512722,4.639,191.2,1.64,607,32.01,5401,4.464,0.918,288.80457,50.99062,TBD,N/A
K04776.01,CAND,7.5861587,4.32,116.8,1.07,928,175.29,5934,4.444,0.871,299.34955,43.8503,TBD,N/A
K04777.01,CFRM,0.824000125,0.855,183.1,0.42,746,73.09,3396,4.991,0.28,287.26215,42.03231,Unknown,Kepler-1971 b
K07706.01,CAND,42.04952379,2.1372,607.9,1.19,303,2,4281,4.761,0.48,295.79251,39.89257,TBD,N/A
K04780.01,CAND,6.60180003,2.624,213.4,1.25,875,138.25,5591,4.559,0.86,291.13574,38.90543,TBD,N/A
K04849.01,CAND,3.19938075,1.761,76.1,0.62,1026,262.08,5483,4.632,0.702,287.81729,38.194809,TBD,N/A
K04850.01,CAND,3.04185157,1.434,69,0.71,1184,465.54,5802,4.537,0.857,294.33328,42.26413,TBD,N/A
K04852.01,CAND,1.89873195,1.382,78,0.93,1524,1279.95,5942,4.439,1.05,284.94226,48.666512,TBD,N/A
K01101.02,CAND,11.39110963,2.749,593.4,1.9,632,37.65,4999,4.587,0.76,294.11566,38.393478,TBD,N/A
K03236.01,CAND,7.13044117,2.566,31.9,1.18,1400,908.79,6312,3.964,2.074,295.43915,43.676311,TBD,N/A
K03312.01,CAND,18.0939004,3.294,467.3,1.91,665,46.21,5904,4.543,0.867,286.50211,50.246189,TBD,N/A
K03313.01,CAND,34.9524256,1.717,677,21.74,429,8.02,4921,4.591,0.779,283.04764,46.265331,TBD,N/A
K03206.01,CAND,15.1516409,5.105,191.5,1.38,736,69.25,5780,4.438,1,289.57462,40.807594,TBD,N/A
K04782.01,CAND,7.4213444,2.361,315.9,1.73,953,195.23,6032,4.485,0.973,297.9487,45.255039,TBD,N/A
K04853.01,CAND,17.7412303,4.816,144.7,1.14,684,51.69,5817,4.491,0.956,294.47876,38.883659,TBD,N/A
K04854.01,CAND,2.63527677,1.997,70.4,0.76,1136,394.32,5215,4.496,0.864,289.80804,44.362518,TBD,N/A
K04856.01,CAND,147.388124,8.781,909.2,3.03,356,3.78,6046,4.478,1.007,296.52145,46.540539,TBD,N/A
K04857.01,CAND,4.11497357,3.025,154.1,1.17,1137,395.27,6011,4.507,0.927,293.17578,38.042019,TBD,N/A
K01422.04,CFRM,63.3354719,3.651,983,1.18,202,0.39,3526,4.866,0.383,286.54001,49.437328,Super Earth,Kepler-296 f
K04859.01,CAND,7.5019743,2.582,248,1.19,709,59.73,4807,4.546,0.758,283.06223,42.629002,TBD,N/A
K04861.01,CAND,29.1206519,2.89,415.5,1.6,528,18.43,5671,4.582,0.788,285.09976,41.874378,TBD,N/A
K03248.01,CAND,6.91261536,2.359,34.4,0.64,981,218.66,5761,4.383,1.044,290.46509,48.332249,TBD,N/A
K07715.01,CAND,25.8616058,7.78,123,1.12,613,33.37,6067,4.524,0.884,289.44324,40.253529,TBD,N/A
K03318.01,CFRM,13.8353959,4.961,818,3.78,809,101.05,6020,4.403,1.057,301.27869,44.25053,Neptune-like,Kepler-1915 b
K01404.02,CAND,18.9060921,4.125,375.6,0.87,336,3.03,3751,4.813,0.45,287.05453,45.18037,TBD,N/A
K03318.02,CAND,25.6970688,3.739,835,3.83,658,44.24,6020,4.403,1.057,301.27869,44.25053,TBD,N/A
K04790.01,CAND,6.07855,3.408,102.7,1.14,1115,365.15,6119,4.346,1.114,300.58502,44.2131,TBD,N/A
K03208.01,CAND,2.131660527,1.8585,32.2,0.56,1438,1010.45,5849,4.426,0.997,296.67984,47.173313,TBD,N/A
K04792.01,CAND,5.75902182,2.687,70.8,0.91,1112,362.12,6247,4.433,1.066,295.57159,49.607479,TBD,N/A
K04862.01,CAND,0.903763067,0.562,267.5,1.08,1254,585.15,4430,4.616,0.651,296.59799,50.356651,TBD,N/A
K04864.01,CAND,5.66494448,4.173,46,0.78,1134,390.59,5888,4.269,1.13,285.45886,42.931049,TBD,N/A
K03255.01,CFRM,66.6504521,5.744,536.9,1.56,308,2.14,4550,4.627,0.679,297.34738,44.026939,Neptune-like,Kepler-437 b
K03320.01,CAND,85.0624157,4.6964,41901,21.26,355,3.74,5223,4.52,0.875,291.42685,42.164082,TBD,N/A
K03323.01,CAND,14.3196417,3.781,215.5,2.06,850,123.37,5562,4.151,1.373,293.73444,40.307201,TBD,N/A
K04793.01,CAND,5.2736268,5.291,86.1,0.89,1014,249.68,5851,4.515,0.918,296.12253,41.561138,TBD,N/A
K04794.01,CAND,24.5041103,6.065,119.5,1.03,574,25.59,5250,4.404,0.962,290.09427,41.742779,TBD,N/A
K04797.01,CAND,9.97202023,1.425,329.7,1.26,627,36.53,4810,4.584,0.696,297.34842,43.421219,TBD,N/A
K03258.01,CAND,40.3511707,3.97,533.5,1.88,479,12.46,5665,4.568,0.82,291.93756,39.419941,TBD,N/A
K03259.01,CAND,72.9332762,3.829,770.4,2.45,389,5.44,5316,4.47,0.902,291.56476,38.074589,TBD,N/A
K03329.01,CAND,12.6878176,4.262,293,2.16,851,123.89,6258,4.442,1.046,293.94241,42.4259,TBD,N/A
K07716.01,CAND,483.36405,15.61,285.4,1.27,202,0.39,5700,4.626,0.718,291.37067,40.216061,TBD,N/A
K04799.01,CAND,12.0729757,3.783,99.5,1.69,969,208.13,5436,3.993,1.707,281.55267,44.228531,TBD,N/A
K04801.01,CAND,82.401274,6.48,430.7,2.21,421,7.42,5886,4.472,1,296.82895,48.173279,TBD,N/A
K03209.01,CAND,11.91256675,6.126,123.1,2.61,1242,562.27,6337,3.893,2.335,285.92322,42.54985,TBD,N/A
K04871.01,CAND,4.08197713,2.943,26.2,0.6,1372,836.88,6538,4.339,1.156,288.52902,42.27626,TBD,N/A
K04875.01,CAND,0.912179022,1.332,144.6,0.65,1025,260.05,3880,4.722,0.555,290.78214,38.18779,TBD,N/A
K03263.01,CAND,76.87935893,2.3819,21272,7.71,202,0.4,3638,4.828,0.436,285.09586,50.10096,TBD,N/A
K03264.01,CAND,13.0151826,3.613,331.6,1.36,556,22.6,4794,4.622,0.643,293.25903,45.837448,TBD,N/A
K04733.01,CFRM,7.28116667,2.716,333.8,1.4,744,72.16,5008,4.572,0.788,291.50812,45.370159,Super Earth,Kepler-1968 b
K04735.01,CAND,2.87998334,1.658,116.5,0.85,1024,260.79,4951,4.523,0.806,284.76093,49.141979,TBD,N/A
K04804.01,CAND,21.08678557,0.978,499.6,2.08,651,42.44,6084,4.542,0.863,296.09842,47.992699,TBD,N/A
K04877.01,CAND,5.19206571,3.716,66.6,0.99,1170,442.55,6322,4.426,1.075,288.97183,46.265202,TBD,N/A
K04878.01,CAND,449.01499,12.58,94.2,1.04,258,1.04,6031,4.368,1.068,286.22812,50.01358,TBD,N/A
K01151.04,CAND,17.4532945,4.027,79.3,0.76,639,39.42,5528,4.499,0.853,283.00296,44.284229,TBD,N/A
K03267.01,CFRM,14.1959621,3.605,196.2,1.66,818,105.7,6214,4.442,1.076,290.21667,44.779678,Super Earth,Kepler-1913 b
K07708.01,CAND,6.70242786,1.221,65.3,1.82,1367,827.56,5466,3.735,2.224,283.69885,39.936642,TBD,N/A
K04737.01,CAND,7.79534033,3.406,102.1,1.07,985,222.52,6156,4.443,1.05,286.21729,42.86092,TBD,N/A
