,ObjectOfInterest,Disposition,OrbitalPeriod,TransitDuration,TransitDepth,PlanetEarthRadius,PlanetEquilibriumTemperature,PlanetInsolationValue,StellarEffectiveTemperature,StellarLogG,StellarSunRadius,RightAscension,Declination,PlanetType,PlanetName,StellarSunLuminosity,DistanceFromStarCoreinAU,StarClassification,MainSequence,PlanetEarthSize,StellarSunSize
3654,K06279.01,FPOS,1.89129338,5.677,33.8,0.42,1152.0,416.87,4986.0,4.558,0.733,290.28955,37.888168,,,0.4067275598133376,0.0011816573302084736,K,1,0.31033908869221405,1.6496831299488353
3655,K06280.01,FPOS,1.89124453,5.08,31.0,1.19,2200.0,5537.41,5850.0,3.72,1.977,290.33002,37.891029,,,2.078838079422331,0.0007329883386577545,G,0,7.058777512707628,32.36745979686965
3656,K06281.01,FPOS,1.89134201,4.674,128.9,0.92,1325.0,729.42,5658.0,4.567,0.815,290.38739,37.82029,,,0.7498940557571141,0.0012129731734219973,G,0,3.261760666984705,2.267573826626005
3657,K06282.01,FPOS,87.87826191,12.8138,339060.0,110.85,530.0,18.65,5784.0,3.985,1.642,291.64301,37.814259,,,1.6499729325447114,0.011252242048761548,G,0,5705526.16908473,18.54419851077161
3658,K06283.01,FPOS,15.92663277,7.42888,271860.0,57.95,670.0,47.68,5496.0,4.471,0.917,292.52859,37.81002,,,0.7511847484256114,0.004748378517032278,G,0,815171.3924990875,3.229956075172076
3659,K06284.01,FPOS,0.958116585,2.3496,2374.1,49.16,2271.0,6312.99,6032.0,4.147,1.365,293.16727,37.841389,,,1.6224395056748622,0.0006064664487387515,F,1,497650.2561507095,10.653359029012412
3660,K06285.01,FPOS,39.8415229,8.79024,143680.0,116.52,765.0,80.93,6078.0,3.946,2.07,285.90485,37.928089,,,2.5363177337465665,0.006697105383350556,F,0,6626589.029428054,37.15349259737265
3661,K06286.01,FPOS,1.891268461,8.24958,641910.0,399.93,5047.0,153163.32,11287.0,3.642,4.662,290.28711,37.936508,,,67.93239077781314,0.0007967115949906559,B,1,267941854.38409784,424.42935820722147
3662,K06287.01,FPOS,1.89114441,8.724,49.9,6.57,932.0,177.97,4267.0,4.637,0.627,290.29175,37.981079,,,0.18661589934189543,0.0012250138385280311,K,0,1187.9132267405375,1.032502785069753
3663,K06411.01,FPOS,61.25964956,12.1777,233260.0,54.72,447.0,9.45,5912.0,4.532,0.889,294.15329,39.464279,,,0.9750569727700651,0.012151759506348427,G,0,686320.34864874,2.9430245995954802
3664,K06412.01,FPOS,0.872359598,3.74512,267050.0,67.08,2112.0,4703.58,6240.0,4.391,1.048,295.319,39.480049,,,1.4265604229071551,0.0006588262459856455,F,0,1264351.3339815778,4.821392158857442
3665,K06413.01,FPOS,374.318792,5.96,1541400.0,243.21,241.0,0.79,5997.0,4.572,0.815,296.20227,39.40519,,,0.9464209252542565,0.041406516511205964,G,0,60260522.43464622,2.267573826626005
3666,K06414.01,FPOS,5.627911313,7.08223,434330.0,81.61,1167.0,438.81,6280.0,4.361,1.115,285.06241,39.57439,,,1.5570550670566667,0.0022534804877455453,F,0,2276767.811801122,5.806483703115299
3667,K06415.01,FPOS,0.62927655,0.9698,839.5,4.64,2102.0,4624.3,5628.0,4.388,0.976,285.41,39.52837,,,0.8791372916573618,0.0005216094185398428,G,1,418.44901603137646,3.8943776336798503
3668,K06416.01,FPOS,1.22578134,2.235,99376.0,53.32,1701.0,1973.12,5780.0,4.438,1.0,288.56314,39.541649,,,1.0020788212997491,0.0008525390218627428,G,1,634978.5160006944,4.1887902047863905
3669,K06417.01,FPOS,0.751408792,2.2974,17481.0,41.48,1926.0,3241.36,5697.0,4.46,0.903,289.32434,39.582581,,,0.854010397022184,0.0006140560558360432,G,0,298954.3330354547,3.0842662405814836
3670,K06418.01,FPOS,0.866344816,1.9188,233.6,6.85,3569.0,38575.44,4936.0,3.055,4.527,296.13901,39.579632,,,2.412690579197899,0.0002991819882205824,K,0,1346.3572824310122,388.61547697131874
3671,K06419.01,FPOS,2.24294107,2.532,39.4,0.75,1654.0,1763.55,6082.0,4.195,1.184,296.45139,39.59166,,,1.45454745722986,0.0010864509726527328,F,1,1.7671458676442584,6.952543526684099
3672,K06535.01,FPOS,0.950487062,2.9283,11.5,1.35,4231.0,75637.15,8107.0,3.698,3.385,288.05316,40.369499,,,13.127737828610147,0.0004983878465364276,A,0,10.305994700101317,162.4668006807474
3673,K06536.01,FPOS,5.579631021,3.38646,118320.0,90.32,1108.0,356.56,6188.0,4.427,1.022,290.14093,40.319141,,,1.3453728081517513,0.0023237804105901106,F,0,3086316.040851556,4.4713770839177425
3674,K06537.01,FPOS,21.37831102,21.7174,80571.0,97.23,1062.0,300.32,4905.0,3.3,3.484,293.66013,40.364208,,,1.8106092011374215,0.002937381178985112,K,0,3850254.76101097,177.14261370058787
3675,K06539.01,FPOS,0.541396363,2.384,181.0,2.04,3204.0,24909.05,7118.0,4.212,1.489,294.54105,40.308029,,,3.431762010143019,0.00044403793355878967,F,0,35.56142140512765,13.828424489435424
3676,K06540.01,FPOS,0.550509602,1.1836,123.5,5.02,3938.0,56796.99,4891.0,3.169,4.529,295.31302,40.352341,,,2.326930980542783,0.00024214146441016055,K,0,529.9071271570286,389.1307681444366
3677,K06541.01,FPOS,2.404293523,4.4649,8150.9,888.7,4178.0,71976.93,4697.0,2.204,17.032,297.70847,40.30759,,,7.442835475764627,0.0003846915297493809,K,0,2940046164.9406023,20695.958964195062
3678,K06669.01,FPOS,25.83683127,6.32201,145040.0,50.72,587.0,28.08,5691.0,4.477,0.897,298.07883,41.484268,,,0.8447677295894102,0.006561606465673437,G,0,546545.5264880359,3.023193453201027
3679,K06670.01,FPOS,0.94895231,3.952,57.7,2.51,3464.0,33931.93,6661.0,3.666,3.067,299.12161,41.42445,,,5.420783226033762,0.0004781529207695388,F,0,66.23839089462858,120.84534815586309
3680,K06671.01,FPOS,11.70220393,2.75173,28999.0,57.95,1240.0,560.24,6148.0,3.793,2.133,284.46127,41.56179,,,2.736004583454442,0.0026436954743963566,F,0,815171.3924990875,40.650058567546026
3681,K06673.01,FPOS,3.722775537,14.3309,107590.0,90.36,1731.0,2125.53,5425.0,3.678,2.592,291.98026,41.559422,,,2.0156935082218994,0.001164980626096978,G,0,3090418.3655797914,72.9446762159107
3682,K06674.01,FPOS,1.245342215,4.40308,234090.0,90.34,2341.0,7120.27,6967.0,4.25,1.476,292.40631,41.513039,,,3.1221957589102614,0.0007921764136228541,F,0,3088366.749117306,13.469382366353686
3683,K06675.01,FPOS,0.604755462,1.3741,334.5,1.29,1598.0,1534.24,4842.0,4.616,0.726,292.5015,41.549061,,,0.3582830733693877,0.0005781047913001522,K,1,8.992029855922693,1.6028706306200218
3684,K06677.01,FPOS,8.144135648,8.88876,87881.0,56.52,1491.0,1169.67,7605.0,4.123,1.862,296.15887,41.516541,,,5.591998935126039,0.0026157241278553867,A,0,756301.6864798187,27.041304540873504
3685,K06804.01,FPOS,0.566795196,2.18,14.8,0.35,2066.0,4277.24,5680.0,4.516,0.908,290.98767,42.53167,,,0.848534922995503,0.0005328354667408446,G,0,0.17959438003021647,3.135784108478298
3686,K06805.01,FPOS,0.566798827,3.662,34.9,0.52,2045.0,4154.8,5548.0,4.473,0.889,291.18863,42.59071,,,0.7562024853846181,0.0005103687360381063,G,0,0.5889774131146048,2.9430245995954802
3687,K06806.01,FPOS,0.56678012,3.257,27.6,0.49,2073.0,4352.1,5674.0,4.506,0.911,291.20343,42.526718,,,0.8477469435313348,0.0005279876417322307,G,0,0.492806978802914,3.166968474502886
3688,K06807.01,FPOS,0.566800113,3.315,104.0,0.58,1180.0,455.05,3844.0,4.721,0.526,291.26016,42.584019,,,0.10311213753818815,0.0005694628661154318,K,0,0.8172832344362821,0.6096012400359263
3689,K06808.01,FPOS,0.56679293,3.814,101.1,0.86,2064.0,4264.42,5812.0,4.551,0.853,291.27606,42.593521,,,0.8738602476247077,0.0005415406725190271,G,0,2.6643051424956123,2.599774638653601
3690,K06809.01,FPOS,0.566809491,3.156,69.5,0.55,1656.0,1790.3,4987.0,4.611,0.654,291.3194,42.5495,,,0.36318320013289446,0.0005388154542810277,K,0,0.696909970321336,1.171714634664692
3691,K06810.01,FPOS,0.566799218,4.227,18.2,0.79,3153.0,23364.03,6108.0,3.893,1.753,291.3367,42.53442,,,2.1906276220204575,0.00036631143500988187,F,0,2.0652369337776775,22.56494906723099
3692,K06811.01,FPOS,0.566797404,4.109,69.4,0.64,1890.0,2993.84,5313.0,4.51,0.784,291.40652,42.582218,,,0.5608747076344315,0.0005177960209562405,G,0,1.0980662194435238,2.018537385176736
3693,K06935.01,FPOS,4.719336335,2.83787,12367.0,91.91,1722.0,2078.32,6792.0,3.971,2.058,284.56271,43.774261,,,3.932118606505518,0.0016454972851622238,F,0,3252197.4699112643,36.51108344555029
3694,K06936.01,FPOS,1.258274109,1.92467,14160.0,25.98,1207.0,502.19,4937.0,4.669,0.587,286.76498,43.796329,,,0.3130986102793422,0.0009445971126087314,K,0,73452.40996536353,0.8472330969668753
3695,K06937.01,FPOS,8.966610607,4.01883,59618.0,56.94,1038.0,274.04,6480.0,4.351,1.132,288.32407,43.763329,,,1.791995769968334,0.0030591557214928555,F,0,773287.5138219141,6.0761416508961155
3696,K06938.01,FPOS,15.32763411,6.0662,17749.0,291.01,1472.0,1108.58,4830.0,2.987,6.784,290.18625,43.72385,,,3.314857717661738,0.002068659445014749,K,0,103231526.20345676,1307.8144364167474
3697,K06939.01,FPOS,2.10413487,4.2269,321240.0,67.03,1421.0,963.4,5780.0,4.438,1.0,291.89343,43.730251,,,1.0020788212997491,0.0012200782769298268,G,1,1261526.1793580505,4.1887902047863905
3698,K06940.01,FPOS,6.767341062,4.49213,244950.0,52.84,933.0,178.98,5926.0,4.513,0.843,291.99203,43.7668,,,0.9333933298495383,0.002731933782753126,G,0,617983.7226034309,2.509408317713368
3699,K06941.01,FPOS,1.92730001,18.812,6177.1,45.99,1614.0,1605.97,6057.0,4.352,1.11,294.27921,43.719849,,,1.341355218698011,0.0010933098516009007,F,0,407454.23677200434,5.728719336562218
3700,K07068.01,FPOS,48.79936881,8.80873,324550.0,67.36,525.0,17.9,6170.0,4.472,0.992,285.28397,44.76915,,,1.2907521529699384,0.010158626371930398,F,0,1280250.1776713126,4.089061342930251
3701,K07070.01,FPOS,5.882036054,5.16326,238520.0,119.09,1114.0,363.01,5837.0,4.282,1.187,289.33154,44.772579,,,1.2370863702404544,0.002208415519842201,G,0,7074805.342170188,7.005526273158592
3702,K07071.01,FPOS,4.059428737,5.26926,245220.0,67.38,1455.0,1059.83,6610.0,4.281,1.33,290.42838,44.787331,,,2.279544153932702,0.0017544701109334527,F,1,1281390.8816532711,9.85470282101804
3703,K07075.01,FPOS,19.35954117,12.8464,386980.0,101.44,942.0,186.12,6198.0,3.96,1.567,292.10843,44.846481,,,2.0761838760081157,0.003995548980861989,F,0,4372364.211904287,16.117422800908862
3704,K07201.01,FPOS,1.287097944,1.94,106.1,0.89,1631.0,1678.58,5906.0,4.494,0.852,295.59369,46.269711,,,0.9306875303118424,0.0008907811112822583,G,0,2.9529672418780573,2.5906419492226016
3705,K07202.01,FPOS,3.5565617,6.691,68.0,0.52,883.0,143.89,4964.0,4.628,0.633,297.09915,46.243511,,,0.34508122507369426,0.001852616097078973,K,0,0.5889774131146048,1.062428566245459
3706,K07203.01,FPOS,3.55646511,4.72,46.1,0.56,1076.0,317.0,5475.0,4.479,0.818,297.12708,46.282082,,,0.6599033416279741,0.0017260390088172407,G,0,0.735618580603767,2.292706806615765
3707,K07204.01,FPOS,3.661895766,35.6374,35477.0,374.78,1708.0,2012.26,6793.0,4.101,1.589,281.63019,46.321152,,,3.0378119445708895,0.0014698684548184729,F,0,220504689.39967495,16.805842956375876
3708,K07206.01,FPOS,2.35195525,5.98883,212830.0,59.62,1678.0,1876.0,6550.0,4.324,1.225,284.70453,46.378799,,,2.0243789767779865,0.0012427093507487994,F,1,887696.5344211236,7.700109043795534
3709,K07207.01,FPOS,1.882438182,3.50695,344200.0,74.77,1818.0,2589.75,6322.0,4.211,1.213,285.76071,46.367008,,,1.739679703683464,0.0009804959439531813,F,1,1750937.931772333,7.476029594504359
3710,K07335.01,FPOS,5.682410334,5.33373,220420.0,72.9,1141.0,401.43,5897.0,4.278,1.196,298.75854,47.69558,,,1.2985127568963835,0.002151583829120975,G,0,1622823.1494567539,7.166088185365396
3711,K07336.01,FPOS,2.199069234,6.30646,225250.0,118.99,2104.0,4632.97,6613.0,4.014,1.925,298.77716,47.655403,,,3.305334026820437,0.0010104573963717726,F,0,7056998.138500551,29.88001497752727
3712,K07337.01,FPOS,1.481655821,3.4913,59134.0,59.19,1935.0,3314.58,6478.0,4.307,1.174,292.15167,47.719501,,,1.8561898837872859,0.0008952349359866619,F,1,868627.6091731386,6.777864775735003
3713,K07338.01,FPOS,0.93370968,3.356,62.2,0.38,865.0,131.85,3615.0,4.839,0.42,292.1669,47.755638,,,0.0643980959399781,0.0008360582183092205,M,1,0.22984729611703883,0.31033908869221405
3714,K07340.01,FPOS,1.388509353,2.84811,37638.0,52.43,1836.0,2679.88,6075.0,4.315,1.13,296.57245,47.752708,,,1.3818283622357674,0.0008590322160728154,F,0,603709.7397336583,6.043992820115667
3715,K07341.01,FPOS,9.089355023,6.4006,101480.0,68.91,1511.0,1233.59,7675.0,4.051,2.015,297.11826,47.741611,,,6.277390082223414,0.0026986353957583324,A,0,1370677.7375305337,34.26997287909609
3716,K07342.01,FPOS,0.94808587,8.03,229.8,37.72,3359.0,30040.23,6875.0,3.798,2.856,297.99118,47.768749,,,5.728481870127151,0.0005224060750482929,F,0,224803.80692925284,97.58054033567026
3717,K07466.01,FPOS,10.36855269,4.37878,153230.0,61.14,845.0,120.48,5855.0,4.418,0.944,296.0968,49.643829,,,0.996024730551882,0.003439676944488822,G,0,957337.1504272108,3.5237459700483034
3718,K07468.01,FPOS,13.8602646,74.26,481.1,19.71,690.0,53.56,5667.0,4.535,0.796,285.33289,49.734112,,,0.7370830905321624,0.004437905128638698,G,0,32073.65712199451,2.112651257539164
3719,K07469.01,FPOS,13.63948043,3.12422,81103.0,44.0,680.0,50.51,5461.0,4.517,0.846,292.21732,49.707901,,,0.6755377126569679,0.004374981180701504,G,0,356817.90480452386,2.536294607996726
3720,K07472.01,FPOS,6.882686062,5.47323,373660.0,60.49,921.0,169.85,5704.0,4.483,0.948,286.91037,49.815781,,,0.9009837009656587,0.0027552801640963265,G,0,927127.2859396392,3.568729421567826
3721,K07473.01,FPOS,1.407937865,1.585,50793.0,19.09,1179.0,457.02,4627.0,4.564,0.741,288.51208,49.864231,,,0.3049346214715774,0.0009771828557951206,K,1,29141.130413955987,1.7042889697958281
3722,K06288.01,FPOS,1.89117723,6.986,176.2,164.49,3536.0,36995.02,5086.0,2.66,6.86,290.35684,37.938759,,,4.121165627077816,0.0003992808442933352,K,0,18642627.033285603,1352.2623498351963
3723,K06289.01,FPOS,52.884577,7.892,11969.0,48.13,555.0,22.44,6483.0,4.42,1.078,290.40158,37.942009,,,1.7096742752519805,0.010442039608124443,F,0,467020.76869676384,5.2474087102934295
3724,K06290.01,FPOS,1.429439352,2.424,3367.1,54.36,2079.0,4417.56,6491.0,4.223,1.371,291.01422,37.969711,,,2.185115618054363,0.00084136812738765,F,1,672863.4739429172,10.794461300570724
3725,K06292.01,FPOS,2.821328194,5.02692,64776.0,40.0,1807.0,2520.03,6701.0,4.121,1.506,293.0361,37.954739,,,2.726302070813446,0.001244297433145512,F,0,268082.57310632896,14.307492433239776
3726,K06294.01,FPOS,11.9613085,4.6414,310680.0,51.58,696.0,55.37,5564.0,4.587,0.785,291.46603,38.005039,,,0.6754740541585539,0.004178372438526427,G,0,574820.9958005721,2.0262712364964273
3727,K06295.01,FPOS,204.280255,37.2,10579.0,8.99,236.0,0.73,4907.0,4.582,0.727,292.38132,38.076649,,,0.37843314989375815,0.027237875484453184,K,1,3043.4606046364106,1.609503190351812
3728,K06420.01,FPOS,0.572079631,2.27811,127790.0,29.45,1716.0,2036.56,5233.0,4.625,0.639,296.45972,39.573738,,,0.43022369602886307,0.000549842914158232,G,0,106990.32497847974,1.0929270723282851
3729,K06421.01,FPOS,0.822314545,3.3374,32.7,0.54,1922.0,3227.02,5709.0,4.409,0.938,297.55054,39.565659,,,0.8946095711435128,0.0006298773846622276,G,0,0.6595836608064842,3.4569820493457915
3730,K06422.01,FPOS,31.00539285,3.073,560310.0,141.82,682.0,51.25,5023.0,3.9,1.784,284.04434,39.661469,,,1.0196194057350376,0.0053359553316048,K,0,11948160.625339083,23.783357247960268
3731,K06423.01,FPOS,2.189097,5.768,3001.0,13.92,647.0,41.37,3624.0,4.848,0.406,285.89905,39.690639,,,0.06287374356308496,0.001474796075401727,M,1,11298.123432847164,0.28032814941164486
3732,K06424.01,FPOS,17.51191534,5.678,728.8,52.64,2246.0,6014.16,4029.0,1.786,20.888,292.92682,39.613361,,,4.941700926478217,0.0010844032590788908,K,0,610993.023152199,38175.01230780642
3733,K06426.01,FPOS,41.3701638,29.254,6907.1,59.95,1133.0,389.15,4764.0,2.777,6.883,293.86234,39.690128,,,3.1831368525000374,0.003421442233302931,K,0,902518.6219552691,1365.9094760201442
3734,K06427.01,FPOS,1.306220168,5.14519,481370.0,83.16,2095.0,4556.14,6600.0,4.238,1.124,294.99365,39.64283,,,1.9148404062837208,0.0007755464876536826,F,0,2408973.659351733,5.948227123468727
3735,K06428.01,FPOS,631.632,16.13,295.1,1.56,201.0,0.38,5689.0,4.493,0.894,295.34366,39.609322,,,0.8407595008907617,0.056270939669166145,G,0,15.90239015409433,2.9929617437327143
3736,K06543.01,FPOS,0.756511623,2.81832,41596.0,77.4,2549.0,9947.96,6343.0,4.199,1.417,298.71249,40.341228,,,2.059392968970302,0.0005443054359680197,F,0,1942278.4488793018,11.917856723881151
3737,K06544.01,FPOS,10.84528655,4.3876,7473.8,319.52,1682.0,1893.11,5096.0,3.094,7.023,298.99789,40.314751,,,4.2523683351634975,0.0017929475576110511,K,0,136641541.2121294,1450.96392415951
3738,K06545.01,FPOS,32.45541269,7.3736,136390.0,23.48,392.0,5.55,4869.0,4.71,0.543,284.69308,40.498619,,,0.27399930271242756,0.00840559210243578,K,0,54222.91820588004,0.6706379074784472
3739,K06547.01,FPOS,5.917085496,23.7545,563290.0,75.86,1005.0,241.42,5661.0,4.383,0.987,289.34967,40.497189,,,0.9100815332315354,0.0023227025792043506,G,1,1828635.406374342,4.027541900661468
3740,K06548.01,FPOS,0.958871144,2.74361,232350.0,45.91,1743.0,2174.51,5530.0,4.425,0.892,290.09079,40.46183,,,0.7489553189911925,0.0007020811680123691,G,0,405331.62292935234,2.9729196559950335
3741,K06549.01,FPOS,0.5402463,13.93,1148.0,6.2,3249.0,26335.17,7296.0,4.249,1.498,290.79919,40.41156,,,3.8110236553121246,0.00045508532703580294,F,0,998.3059919263311,14.080693638102817
3742,K06550.01,FPOS,1.288046428,3.637,32.3,2.18,2945.0,17822.99,5216.0,3.287,3.871,291.05292,40.44767,,,2.572551229713289,0.000454497823981874,G,0,43.396838320914526,242.97306002200995
3743,K06678.01,FPOS,4.200206781,5.21948,82364.0,105.07,1737.0,2150.58,6873.0,4.051,1.923,298.06311,41.510712,,,3.852611260866066,0.001601178933452534,F,0,4858752.824171912,29.78697919085501
3744,K06679.01,FPOS,6.091954982,3.60482,36700.0,26.96,1036.0,272.7,6063.0,4.424,0.913,298.62177,41.567429,,,1.1076730269848458,0.0024110337800224923,F,0,82082.06483282379,3.1878724896010056
3745,K06681.01,FPOS,485.52409,11.04,4147.0,6149.09,191.0,0.31,5227.0,4.584,0.8,290.07434,41.668598,,,0.5361551935645849,0.04975130599372639,G,0,973915231433.4928,2.1446605848506324
3746,K06682.01,FPOS,0.76647343,2.46345,199900.0,42.33,1628.0,1654.36,5297.0,4.594,0.722,291.1915,41.66721,,,0.5103259105666792,0.0006644294489344579,G,0,317711.85095271433,1.5765226040667693
3747,K06683.01,FPOS,5.2439783,10.1,93.5,1.03,1068.0,307.32,6029.0,4.481,0.956,291.82001,41.697842,,,1.1340430923609044,0.0022980498245287234,F,0,4.577204154105618,3.6598415733591816
3748,K06684.01,FPOS,5.2436639,10.53,93.5,0.88,1059.0,296.41,6212.0,4.537,0.862,291.92285,41.624439,,,1.1524539582475104,0.0023588777840841536,F,0,2.8545432384361913,2.6829365797336076
3749,K06685.01,FPOS,5.2438269,8.235,128.6,0.76,743.0,72.18,4634.0,4.597,0.689,291.92297,41.630718,,,0.28525539672880323,0.002378201068386982,K,0,1.8387783689363106,1.3700810989416095
3750,K06812.01,FPOS,0.56678702,3.074,7.5,0.27,2356.0,7279.54,6045.0,4.375,0.999,291.58624,42.50993,,,1.1976812175351383,0.0004852423809280192,F,0,0.08244795760081053,4.176236396353856
3751,K06813.01,FPOS,2.19642864,4.933,99.5,0.79,1193.0,477.24,5376.0,4.576,0.806,291.83594,42.564838,,,0.6044531035839996,0.0013463344583585664,G,0,2.0652369337776775,2.1932782642621493
3752,K06814.01,FPOS,2.19635512,9.65516,266550.0,82.04,1793.0,2448.43,6438.0,4.182,1.273,291.84366,42.558521,,,1.9634634573456407,0.0010712914512614378,F,1,2312946.3776490083,8.641195290256118
3753,K06815.01,FPOS,26.71841755,8.14155,72976.0,66.69,727.0,65.88,5957.0,4.168,1.286,296.12494,42.522102,,,1.4539246470850011,0.005619972987393203,G,0,1242426.6589811586,8.90864216837218
3754,K06816.01,FPOS,0.615787196,3.067,110.6,3.5,3886.0,53910.99,6315.0,3.603,3.075,296.41483,42.587559,,,4.390652535002853,0.0003414019168235854,F,0,179.5943800302165,121.79346034390997
3755,K06817.01,FPOS,548.08441,17.66,560.0,2.35,222.0,0.58,5780.0,4.438,1.0,280.96588,42.623707,,,1.0020788212997491,0.04972525499958637,G,1,54.36159567894218,4.1887902047863905
3756,K06818.01,FPOS,2.213964145,6.7598,123360.0,57.06,1891.0,3030.64,6256.0,4.037,1.514,284.31378,42.600914,,,2.0821085387341185,0.0009915727452453574,F,0,778186.8922065981,14.536713622507325
3757,K06942.01,FPOS,1.025534511,3.52048,110950.0,43.68,1896.0,3066.26,6267.0,4.487,0.919,295.40265,43.774761,,,1.2727550239956595,0.0007707401712906362,F,0,349089.2686626787,3.251136047768887
3758,K06943.01,FPOS,7.64941291,6.56935,236250.0,53.4,1050.0,287.83,6387.0,4.398,1.076,295.44434,43.718182,,,1.6076461536817186,0.0028272699549588597,F,0,637840.9242456602,5.218256506515164
3759,K06944.01,FPOS,13.17480793,3.37392,71071.0,51.06,811.0,102.2,6067.0,4.433,0.997,295.63474,43.750172,,,1.2127789989948512,0.004121027000892728,F,0,557610.6253436198,4.151204077181506
3760,K06945.01,FPOS,0.655094658,6.159,372.0,26.41,2173.0,5290.98,6063.0,4.476,1.012,297.01382,43.72493,,,1.2277821503928412,0.0005762788378105959,F,0,77160.2831938182,4.341403447756642
3761,K06947.01,FPOS,0.692239369,2.91121,62962.0,67.05,2594.0,10725.15,6163.0,4.137,1.358,299.20007,43.79594,,,1.7589721800606837,0.000484471096153181,F,1,1262655.7356372385,10.490300262740341
3762,K06948.01,FPOS,17.03085756,4.24308,77832.0,73.8,836.0,115.15,5575.0,4.066,1.423,299.82162,43.760342,,,1.2341698049148704,0.0039164768266159,G,0,1683672.7957942109,12.069889928316584
3763,K07077.01,FPOS,43.797829,7.70289,415020.0,93.43,668.0,47.15,6860.0,4.326,1.292,295.93079,44.83852,,,2.568913649621695,0.008830269909273566,F,1,3416234.355289428,9.033918126584094
3764,K07078.01,FPOS,4.254417651,6.55436,294550.0,133.79,1360.0,806.64,6292.0,4.256,1.235,296.17844,44.870342,,,1.7378502200950705,0.0017559266428954627,F,1,10031354.320157673,7.890226712017725
3765,K07079.01,FPOS,18.77816216,8.1018,488410.0,127.57,1002.0,238.5,6794.0,4.102,1.71,298.87222,44.874432,,,3.2710622598755132,0.004430372956786246,F,0,8696295.244374014,20.94483485866516
3766,K07081.01,FPOS,1.575710265,6.83787,173950.0,246.75,2630.0,11307.3,5017.0,3.35,4.293,301.30865,44.806961,,,2.4418997051290825,0.0005559356541080752,K,0,62930342.197835445,331.4143237608685
3767,K07082.01,FPOS,2.534740757,4.85013,364350.0,52.52,1230.0,541.27,5810.0,4.56,0.781,283.43408,44.989731,,,0.7989987378464063,0.001453470233942138,G,0,606824.0177093905,1.995453955101437
3768,K07083.01,FPOS,37.59406667,8.9943,28618.0,43.08,554.0,22.2,5941.0,4.426,0.917,284.44827,44.96336,,,1.0256473801098813,0.008131349425474275,G,0,334900.4207630812,3.229956075172076
3769,K07084.01,FPOS,3.6972959,21.335,19.7,1.07,1571.0,1438.97,6313.0,4.12,1.594,285.04236,44.910477,,,2.2731181214303833,0.001503575381235278,F,0,5.131448118842135,16.964988144337205
3770,K07085.01,FPOS,6.855624762,3.02199,70873.0,33.93,987.0,224.32,6109.0,4.476,0.931,288.88599,44.959969,,,1.1641815474754615,0.0027253132738654924,F,0,163621.43161939963,3.380163067609188
3771,K07210.01,FPOS,80.7060641,6.8899,11852.0,15.47,428.0,7.96,6053.0,4.494,0.949,287.96375,46.306911,,,1.1437719401512116,0.014340135633633733,F,0,15508.134195418665,3.580034786212565
3772,K07210.02,FPOS,2.17814513,2.321,136.0,1.22,1428.0,981.63,6053.0,4.494,0.949,287.96375,46.306911,,,1.1437719401512116,0.0012913259592110832,F,0,7.606206315780957,3.580034786212565
3773,K07211.01,FPOS,1.089077111,3.8834,304070.0,77.59,2045.0,4147.85,6126.0,4.285,1.176,288.02032,46.324139,,,1.4869823768410122,0.0007162777545103911,F,1,1956617.1907891207,6.812563674971483
3774,K07212.01,FPOS,1.089057762,1.637,37.4,0.44,1404.0,917.78,5096.0,4.582,0.737,288.06711,46.379551,,,0.44624739612921804,0.0008341777980250952,K,1,0.3568179048045239,1.6768378672300472
3775,K07213.01,FPOS,0.379412331,1.561,594.0,1.59,1643.0,1724.34,4331.0,4.62,0.666,289.87915,46.322498,,,0.21038631842957417,0.00041786632105289014,K,0,16.837592021585557,1.237403376697439
3776,K07214.01,FPOS,0.585940879,4.6979,1943.6,26.57,1873.0,2897.54,5459.0,4.583,0.797,289.99408,46.304871,,,0.6354790365751507,0.0005602423927402753,G,0,78571.1794582026,2.1206235180421507
3777,K07216.01,FPOS,0.646523404,3.917,25.2,0.85,3163.0,23676.16,7257.0,4.185,1.631,293.05569,46.342331,,,4.061373990332981,0.0004954740714680433,F,0,2.5724407845144417,18.173998690466227
3778,K07343.01,FPOS,0.626431697,2.0171,37224.0,34.05,1709.0,2003.98,5134.0,4.56,0.721,299.09528,47.706791,,,0.4497273003652145,0.000566719307022996,K,1,165363.6150955352,1.5699810248582269
3779,K07344.01,FPOS,2.696354974,5.39585,245990.0,80.71,1815.0,2560.78,6472.0,4.08,1.579,283.76651,47.818989,,,2.4872915488992473,0.0011790094510731762,F,0,2202270.448730506,16.490544633296512
3780,K07346.01,FPOS,14.76288917,6.52705,79330.0,53.72,759.0,78.43,5691.0,4.354,1.031,288.55362,47.867298,,,0.9709649155035471,0.004209211373681493,G,1,649376.5795615825,4.590548764240914
3781,K07347.01,FPOS,4.5638537,13.05,71.9,2.97,1533.0,1305.08,5446.0,3.793,2.39,290.67877,47.845261,,,1.8875522346656606,0.001438702493223735,G,0,109.73823156667882,57.18502458373723
3782,K07348.01,FPOS,1.463775066,0.953,45.1,1.2,2308.0,6722.29,6781.0,4.125,1.651,292.47604,47.83942,,,3.134098060051817,0.0008168414023543331,F,0,7.238229473870882,18.85080188137396
