,ObjectOfInterest,Disposition,OrbitalPeriod,TransitDuration,TransitDepth,PlanetEarthRadius,PlanetEquilibriumTemperature,PlanetInsolationValue,StellarEffectiveTemperature,StellarLogG,StellarSunRadius,RightAscension,Declination,PlanetType,PlanetName,StellarSunLuminosity,DistanceFromStarCoreinAU,StarClassification,MainSequence,PlanetEarthSize,StellarSunSize
3783,K07349.01,FPOS,8.098754149,5.62354,56616.0,123.02,1176.0,452.03,6328.0,4.16,1.45,292.49185,47.83535,,,2.087490049651248,0.0025708021332781533,F,0,7798584.412729673,12.770050538066911
3784,K07350.01,FPOS,0.587938916,1.40211,7339.5,29.98,1800.0,2476.75,5237.0,4.543,0.74,296.82581,47.877399,,,0.4997497035536827,0.000537372281037775,G,0,112871.29162111113,1.6973983219443602
3785,K07895.01,FPOS,246.87131,10.69,433.6,2.02,302.0,1.97,6168.0,4.488,0.96,290.7782,44.61866,,,1.2474961760239112,0.030104164080195867,F,0,34.52571789425299,3.7059734906218917
3786,K07475.01,FPOS,1.559090282,4.95211,226980.0,129.87,2905.0,16893.61,7279.0,3.856,2.624,296.97705,49.841808,,,6.613650458478317,0.0007485131956615159,F,0,9175191.362789422,75.6798219102671
3787,K07476.01,FPOS,1.81993557,2.43,109.1,0.66,907.0,159.62,4205.0,4.668,0.578,288.5928,49.968361,,,0.1622491270310385,0.0012061119075201265,K,0,1.2042604287152683,0.8088577007564448
3788,K07477.01,FPOS,0.612888148,2.822,43.1,0.93,2796.0,14401.76,6720.0,4.276,1.368,292.29239,49.955441,,,2.5046884865671517,0.0004988949972857936,F,1,3.3692827227513673,10.723755447636565
3789,K07478.01,FPOS,15.54135882,2.44433,10308.0,149.19,1174.0,448.22,5092.0,3.42,3.54,294.74091,49.928791,,,2.1367188029636837,0.002611969757732646,K,0,13909379.329976529,185.82254138926604
3790,K07480.01,FPOS,12.8177012,3.465,75.6,1.21,999.0,235.16,6290.0,4.151,1.385,297.52872,49.990059,,,1.9464483546362994,0.0034417537217407666,F,1,7.420697363981582,11.128533295448278
3791,K07481.01,FPOS,2.274628199,4.52648,103970.0,104.26,2092.0,4536.51,6389.0,3.914,1.947,290.39725,50.06509,,,2.9126482115251626,0.0009585685028879724,F,0,4747246.3699378595,30.91622532363914
3792,K07896.01,FPOS,85.338393,8.5,633.0,11.4,741.0,71.36,4850.0,3.134,4.696,291.90042,44.686241,,,2.3328433258512806,0.0068399895705512845,K,0,6205.876995160049,433.78334564704016
3793,K06296.01,FPOS,5.499941793,11.3096,47751.0,59.94,1878.0,2942.15,7079.0,3.827,2.634,293.16495,38.06913,,,5.938735044902926,0.0016996309993339929,F,0,902067.0616124326,76.54836538105863
3794,K06297.01,FPOS,2.629870555,6.606,101310.0,34.05,1291.0,659.45,5566.0,4.382,0.967,293.20734,38.009029,,,0.8332778005865756,0.0013447577121231608,G,1,165363.6150955352,3.7876342195579853
3795,K06300.01,FPOS,6.62761199,6.15281,227140.0,82.03,1204.0,496.41,6316.0,4.231,1.333,287.0257,38.171021,,,1.9045359051858453,0.0023432271756587035,F,1,2312100.6934242398,9.921539312510848
3796,K06302.01,FPOS,28.59788033,7.71925,85952.0,74.25,1014.0,250.21,6590.0,3.787,2.474,293.26636,38.12608,,,4.189207607236317,0.004895011137292642,F,0,1714659.8682293566,63.42897526911563
3797,K06303.01,FPOS,30.47651885,10.2264,326630.0,71.42,592.0,28.96,5527.0,4.315,1.073,286.00308,38.285721,,,0.8989760261176589,0.006665225547225555,G,1,1525977.5587686468,5.174730959237625
3798,K06429.01,FPOS,252.1638623,23.92,103790.0,50.74,242.0,0.81,5432.0,4.608,0.745,295.92361,39.60907,,,0.5823523705536555,0.03207675952886066,G,0,547192.3258606065,1.732038046141617
3799,K06431.01,FPOS,22.27119851,4.58598,179040.0,39.79,515.0,16.62,5068.0,4.556,0.73,283.98602,39.784538,,,0.4323742431386714,0.006101750868505514,K,1,263882.40086528193,1.6295105990953873
3800,K06432.01,FPOS,73.89416352,9.48995,213900.0,39.18,392.0,5.61,5442.0,4.469,0.841,293.6817,39.758839,,,0.662248030516775,0.012997773990301793,G,0,251931.17039945596,2.4915901005833105
3801,K06433.01,FPOS,1.124033822,5.5728,247560.0,98.04,2547.0,9953.28,7141.0,4.208,1.563,294.76398,39.752838,,,3.6490989514804597,0.0007243521995982176,F,0,3947285.2980335206,15.994311257616404
3802,K06434.01,FPOS,2.796661168,3.3781,2363.8,47.68,1661.0,1797.72,6331.0,4.146,1.326,295.99811,39.742748,,,1.9125962855083563,0.0012339305107252753,F,1,454043.38156774803,9.766055353383182
3803,K06435.01,FPOS,15.28870918,5.00366,512470.0,54.56,509.0,15.84,4464.0,4.577,0.719,297.284,39.70768,,,0.2563398724808518,0.0048124980584199825,K,1,680317.5809300207,1.5569522034276786
3804,K06436.01,FPOS,1.83592242,5.9942,30746.0,46.3,1501.0,1195.13,5930.0,4.472,0.976,297.8519,39.783886,,,1.083575360347609,0.0011391005468996713,G,1,415749.3533107622,3.8943776336798503
3805,K06551.01,FPOS,1.516372183,1.239,93.8,1.06,1686.0,1911.54,6142.0,4.456,1.046,293.98837,40.458981,,,1.3364769187426047,0.001000297331441204,F,0,4.988916154543868,4.79384141335027
3806,K06552.01,FPOS,8.784575777,5.3022,262980.0,104.57,1555.0,1380.83,8144.0,4.139,1.914,294.38223,40.45219,,,7.55933380341335,0.002799056910178073,A,0,4789717.8760899715,29.370707595936672
3807,K06553.01,FPOS,1.949700508,4.35014,38119.0,56.11,1716.0,2048.37,6469.0,4.385,1.193,294.77219,40.459629,,,1.8757699669453594,0.0011447895586745088,F,1,739961.9963589042,7.112297923915227
3808,K06554.01,FPOS,9.948701373,3.2922,2749.5,29.19,704.0,57.93,5152.0,4.517,0.786,295.08017,40.4771,,,0.49718325498590205,0.003504665362505145,K,1,104181.56912931195,2.0340248170179835
3809,K06555.01,FPOS,3.457078812,5.24058,315520.0,86.12,1603.0,1560.4,6526.0,4.182,1.482,295.49411,40.406204,,,2.4133872348480803,0.0014877693546441555,F,0,2675473.6171748675,13.634311758366625
3810,K06556.01,FPOS,3.735993484,17.4877,617990.0,571.07,2063.0,4283.18,5467.0,3.432,4.055,296.83719,40.473099,,,3.2522032834644907,0.001042427243418119,G,0,780111441.0314404,279.2937292413691
3811,K06558.01,FPOS,12.4239677,16.01,162.4,0.87,606.0,31.93,4995.0,4.58,0.698,297.6394,40.490452,,,0.3901107542125508,0.004181523829276663,K,0,2.758330916222452,1.4244751493670584
3812,K06559.01,FPOS,0.639721284,2.69771,465920.0,46.59,1505.0,1220.53,4794.0,4.633,0.625,298.08188,40.478142,,,0.2963893989002027,0.000589518145932256,K,0,423610.5236585217,1.0226538585904272
3813,K06686.01,FPOS,1.25338826,3.828,44.7,0.64,1651.0,1750.61,5869.0,4.513,0.942,294.18524,41.632351,,,1.0034549292594885,0.0009057207277073666,G,0,1.0980662194435238,3.501396696665826
3814,K06688.01,FPOS,1.620813697,5.9968,121320.0,43.95,1733.0,2127.67,5757.0,4.209,1.177,298.70334,41.633961,,,1.1607853290531573,0.0008836166570532844,G,0,355602.8619062228,6.829957446178882
3815,K06690.01,FPOS,5.2434664,18.47,119.4,2.83,831.0,113.05,5047.0,4.574,0.766,291.84723,41.72522,,,0.44622358228340514,0.0023767365768925367,K,1,94.93971329525186,1.8826731036161268
3816,K06691.01,FPOS,5.2439542,9.82,143.8,0.81,778.0,86.51,4920.0,4.636,0.691,291.8703,41.768002,,,0.36352056799873206,0.002452287656248185,K,0,2.226094855221884,1.3820468054181827
3817,K06692.01,FPOS,5.2441517,9.69,90.1,0.91,1056.0,293.68,6060.0,4.509,0.925,291.87134,41.788971,,,1.1200122151804746,0.0023362228526522697,F,0,3.1565508234110853,3.3152310975475796
3818,K06693.01,FPOS,5.2443332,11.268,29.9,0.58,1054.0,291.25,5952.0,4.489,0.971,291.88922,41.777969,,,1.094111165057783,0.002318664068107277,G,1,0.8172832344362821,3.834831614252346
3819,K06820.01,FPOS,20.72606991,6.47393,118860.0,51.9,657.0,43.93,6011.0,4.522,0.902,287.74615,42.648628,,,1.0572653014167954,0.005868829084992624,F,0,585585.9968244113,3.074030852129074
3820,K06821.01,FPOS,0.566801447,2.352,16.2,0.57,2633.0,11321.32,5966.0,4.184,1.349,290.96869,42.619678,,,1.5343889972441709,0.00044041213688632703,G,0,0.7757346243950058,10.283109450068185
3821,K06822.01,FPOS,0.566794934,4.399,68.9,1.15,2457.0,8648.94,6395.0,4.436,1.049,291.01474,42.653309,,,1.575172834332044,0.0005105317293003376,F,0,6.370626302704501,4.835207027713868
3822,K06823.01,FPOS,0.566800287,3.487,73.9,0.88,2260.0,6188.18,6075.0,4.486,0.969,291.065,42.63665,,,1.1849483920411137,0.0005234899193188783,F,0,2.8545432384361913,3.8111842096526645
3823,K06824.01,FPOS,0.566791946,2.77,125.7,1.54,2160.0,5129.25,5836.0,4.5,0.97,291.10468,42.645309,,,1.0102372941499804,0.0005309148083254076,G,1,15.298567668493963,3.822995722573009
3824,K06825.01,FPOS,0.566790294,3.641,64.0,0.89,2432.0,8244.38,6100.0,4.358,1.093,291.19955,42.686722,,,1.3587201992185987,0.000485653015111662,F,0,2.9529672418780573,5.4695184940881365
3825,K06826.01,FPOS,0.566799725,4.097,46.7,0.77,2289.0,6460.25,5576.0,4.297,1.132,291.24707,42.626389,,,0.9824897247308387,0.00046652983245179525,G,1,1.9123209585617453,6.0761416508961155
3826,K06827.01,FPOS,0.566801325,4.176,92.1,1.07,2383.0,7585.82,6273.0,4.454,1.021,291.30963,42.61652,,,1.419441250259275,0.0005174847052411309,F,0,5.131448118842135,4.458264549514951
3827,K06950.01,FPOS,14.85441567,5.13753,77410.0,29.77,798.0,95.83,6214.0,4.444,1.022,282.42578,43.884331,,,1.3681270236956473,0.00452014681037857,F,0,110515.98867721474,4.4713770839177425
3828,K06951.01,FPOS,38.47674409,5.10744,173170.0,33.8,463.0,10.85,5294.0,4.507,0.79,283.20117,43.888981,,,0.5571259260636785,0.008572389375476504,G,0,161747.92207659828,2.0652369337776775
3829,K06952.01,FPOS,10.64311069,88.1118,316.3,31.72,1038.0,274.67,5930.0,4.084,1.473,285.09076,43.801754,,,1.6353550264262586,0.0029190429509980704,G,0,133686.6822061661,13.387418804640953
3830,K06953.01,FPOS,1.587485742,7.7489,246570.0,41.52,1460.0,1070.86,5863.0,4.566,0.821,286.6958,43.86742,,,0.8709901902711735,0.0010788979241810439,G,0,299820.0303740987,2.3180248138464514
3831,K06955.01,FPOS,1.79621807,10.16,47.0,1.54,2480.0,8937.14,7117.0,3.988,2.09,291.47702,43.84412,,,4.814206104691284,0.0008780174210700345,F,0,15.298567668493963,38.24084389147232
3832,K06956.01,FPOS,20.2594232,19.27,82.6,1.23,837.0,116.05,6602.0,4.301,1.269,295.54422,43.878342,,,2.1644832627650934,0.005166478393896763,F,1,7.794781462010236,8.559994301988949
3833,K06958.01,FPOS,1.489442254,5.51392,417900.0,115.45,2328.0,6938.66,6962.0,4.148,1.62,284.62198,43.971981,,,3.416973574635682,0.0008395046005207136,F,0,6445704.936882396,17.808758841775074
3834,K07086.01,FPOS,1.12679793,12.079,227.2,21.07,1590.0,1514.63,5662.0,4.56,0.84,290.50241,44.96817,,,0.7750848997358664,0.0008557786247740894,G,0,39181.60446368329,2.4827127095377124
3835,K07087.01,FPOS,0.998217563,3.90851,87567.0,88.64,2795.0,14421.97,6980.0,4.06,1.755,293.62054,44.967281,,,3.7401527648859263,0.0006092176129230922,F,0,2917278.2322019935,22.642270356122584
3836,K07089.01,FPOS,0.58640848,2.616,61.3,0.48,1444.0,1029.91,4556.0,4.676,0.615,296.67044,44.959839,,,0.23790332244915463,0.0005749640487996177,K,0,0.46324668632773647,0.9743476827512795
3837,K07090.01,FPOS,33.46947449,11.8874,164610.0,127.38,972.0,211.38,5934.0,3.581,3.075,298.44244,44.910912,,,3.4231491159342977,0.004814165720225734,G,0,8657496.864878498,121.79346034390997
3838,K07091.01,FPOS,1.827558898,4.72808,314680.0,118.28,2178.0,5331.71,5977.0,3.854,2.077,301.3035,44.99966,,,2.3799073469339938,0.0007992577187114464,G,0,6931425.454152358,37.53168813121738
3839,K07092.01,FPOS,62.519211,2.523,277.6,1.9,520.0,17.29,6343.0,4.411,1.137,285.08145,45.023762,,,1.6524557556240178,0.011695195806793679,F,0,28.73091201462985,6.157012047273953
3840,K07890.01,FPOS,349.85525,5.42,842.0,2.63,251.0,0.94,5941.0,4.533,0.885,296.44946,44.583241,,,0.9898559775324374,0.0388205918430736,G,0,76.20015500449075,2.903477209207282
3841,K07217.01,FPOS,2.488812012,5.94523,131000.0,83.26,1852.0,2776.19,6499.0,4.084,1.497,293.24738,46.310413,,,2.3977200673086063,0.0011117694095728779,F,0,2417674.494900819,14.052513472413105
3842,K07218.01,FPOS,0.51811818,0.3969,99.0,1.09,2360.0,7376.27,6240.0,4.502,0.929,294.35074,46.311771,,,1.2645750313747586,0.0004953292478403925,F,0,5.424604790114316,3.3584257513428892
3843,K07219.01,FPOS,542.52829,11.06,75.2,1.07,266.0,1.19,6099.0,4.204,1.212,295.19278,46.37188,,,1.50566267018625,0.04255302463406097,F,1,5.131448118842135,7.457555065158644
3844,K07221.01,FPOS,11.56797473,5.96595,416030.0,45.65,628.0,36.66,5290.0,4.669,0.648,297.73764,46.358101,,,0.45560472963710996,0.0042173335959833835,G,0,398484.0612001256,1.1397605658736047
3845,K07222.01,FPOS,21.29473387,7.60143,123180.0,71.55,771.0,83.71,6039.0,4.242,1.278,300.01407,46.345268,,,1.526094763268857,0.005107897268718514,F,1,1534325.572966983,8.743416578626281
3846,K07225.01,FPOS,0.855763492,3.64361,131660.0,72.82,2464.0,8674.28,6679.0,4.286,1.326,292.45786,46.43338,,,2.3690805529709986,0.0006251917946237673,F,1,1617486.3826254338,9.766055353383182
3847,K07351.01,FPOS,2.045166206,6.84312,263640.0,131.41,2422.0,8125.86,7128.0,3.95,2.135,298.37128,47.81385,,,4.948335909488262,0.000933544431584245,F,0,9505475.683574323,40.764511973638555
3848,K07352.01,FPOS,2.41349123,11.29,57.0,2.11,2348.0,7197.15,6628.0,3.783,2.595,282.38934,47.967178,,,4.496327028845207,0.0009455592388502674,F,0,39.349206157239216,73.19824960305144
3849,K07353.01,FPOS,0.447820618,0.4199,58.3,1.42,3141.0,23149.06,5927.0,3.988,1.607,283.89807,47.933487,,,1.7805169629861546,0.0003317771341538712,G,0,11.993712727882412,17.38346068042558
3850,K07355.01,FPOS,1.23133063,3.7,78.9,0.54,1072.0,311.53,4237.0,4.63,0.631,290.34503,47.963589,,,0.18258022800339044,0.0009158345196926567,K,0,0.6595836608064842,1.052389937835339
3851,K07356.01,FPOS,0.61566096,2.669,13.9,0.84,3459.0,33790.36,6619.0,3.89,2.23,290.37558,47.996696,,,3.842951621699638,0.00040343736926183485,F,0,2.4827127095377124,46.451869624922395
3852,K07357.01,FPOS,1.23140522,3.338,51.3,0.81,1756.0,2252.47,5600.0,4.32,1.118,290.39279,47.997429,,,0.9871529357022942,0.0007919591611145722,G,1,2.226094855221884,5.853478398062863
3853,K07897.01,FPOS,31.9714488,8.52,42.9,0.87,674.0,48.92,5846.0,4.169,1.323,292.16537,44.640579,,,1.3873486570545623,0.00637073673810338,G,0,2.758330916222452,9.699919763777757
3854,K07482.01,FPOS,9.762550001,4.87531,41580.0,68.93,1375.0,843.46,7199.0,4.055,1.95,293.82687,50.07653,,,4.702337922359363,0.002824650673049588,F,0,1371871.5343026752,31.059355769715484
3855,K07485.01,FPOS,2.521265,2.69,36.5,1.16,2049.0,4175.66,6306.0,3.828,1.874,286.70947,50.165909,,,2.6605779166953294,0.0009549167258907447,F,0,6.538265875490257,27.56749909300655
3856,K07486.01,FPOS,5.674353343,4.17722,36484.0,51.63,1053.0,290.75,5594.0,4.303,1.071,288.63611,50.17326,,,0.9416073693899023,0.002152856767924515,G,1,576494.2559466901,5.145848806763861
3857,K07487.01,FPOS,0.734426335,2.7415,99056.0,51.42,2106.0,4660.36,6108.0,4.471,0.997,296.19351,50.129219,,,1.2458960291810586,0.0006185449161787662,F,0,569488.3264773416,4.151204077181506
3858,K07488.01,FPOS,0.734426409,1.569,94.1,0.98,2223.0,5800.4,6406.0,4.458,1.005,296.19693,50.13612,,,1.5195126813253472,0.0006122986000542484,F,0,3.942455830423312,4.25193674072232
3859,K06304.01,FPOS,13.78252221,8.27762,248940.0,41.84,605.0,31.69,5246.0,4.604,0.668,287.35608,38.212212,,,0.4542345216234572,0.004529174182237434,G,0,306805.8504544173,1.2485846651875225
3860,K06305.01,FPOS,1.89121656,5.14,66.8,0.73,1434.0,997.34,5741.0,4.438,0.884,290.02631,38.249458,,,0.8621701493163455,0.0011122820954167986,G,0,1.6295105990953873,2.8936460306320537
3861,K06306.01,FPOS,3.693702974,3.37146,25208.0,62.55,1453.0,1054.1,6309.0,4.265,1.396,291.19321,38.244652,,,1.9857202182769522,0.0016419434523342676,F,1,1025110.1918700516,11.395801194936467
3862,K06307.01,FPOS,10.26561325,5.67553,150460.0,61.45,1000.0,236.6,5865.0,4.169,1.423,292.29196,38.284489,,,1.5117065531738887,0.003023893222962198,G,0,971973.1565443549,12.069889928316584
3863,K06308.01,FPOS,2.163569702,7.60963,54518.0,85.64,1996.0,3760.06,6425.0,4.04,1.718,293.99973,38.232269,,,2.628489323615389,0.0010002206006549186,F,0,2630986.291060768,21.240174861433363
3864,K06309.01,FPOS,0.730956716,2.097,27.8,0.57,2192.0,5431.8,6028.0,4.371,1.078,289.7424,38.373169,,,1.2779158750858064,0.0005802555742442711,F,0,0.7757346243950058,5.2474087102934295
3865,K06310.01,FPOS,7.04715073,1.434,282.5,1.54,932.0,178.49,5941.0,4.519,0.911,290.10718,38.374409,,,1.0189364921266106,0.0028582926158526945,G,0,15.298567668493963,3.166968474502886
3866,K06311.01,FPOS,7.047106212,3.16223,69626.0,119.64,1846.0,2744.25,8162.0,3.973,2.321,290.11258,38.399872,,,9.248089669969563,0.002196110829463226,A,0,7173280.645369643,52.373793395285425
3867,K06438.01,FPOS,0.961292561,4.64294,325530.0,92.55,2344.0,7160.97,6300.0,4.188,1.404,285.72754,39.841282,,,1.98572834643957,0.0006299615813825479,F,0,3320610.0544728376,11.592842422334764
3868,K06439.01,FPOS,63.68192888,12.6047,341720.0,71.45,486.0,13.15,5979.0,4.386,1.054,288.53741,39.83408,,,1.209331469671012,0.011472283608808939,G,1,1527901.3291024603,4.904677338334064
3869,K06441.01,FPOS,9.455586047,8.42272,115170.0,178.47,1972.0,3576.17,7221.0,3.488,4.24,288.92667,39.81179,,,10.35012908820079,0.0020351849356559024,F,0,23811364.338799372,319.29063389080756
3870,K06442.01,FPOS,1.246585716,4.62051,406770.0,81.28,1992.0,3709.26,6440.0,4.369,1.183,289.52148,39.862438,,,1.8269166922869025,0.0008395678659371421,F,1,2249260.1767823836,6.934942159034155
3871,K06443.01,FPOS,0.898932836,2.437,61.1,1.51,2489.0,9056.7,5712.0,3.959,1.872,289.63968,39.899761,,,1.7891599553457076,0.0005317159247973771,G,0,14.421799424359508,27.479330186275007
3872,K06444.01,FPOS,3.45423296,2.965,149.8,0.95,743.0,71.74,4186.0,4.662,0.635,289.96838,39.815739,,,0.1750496114578294,0.001868701625468923,K,0,3.5913640018287314,1.0725308307563703
3873,K06445.01,FPOS,7.304451735,4.09326,143630.0,59.02,931.0,177.19,6024.0,4.523,0.9,293.8439,39.87542,,,1.0640765982194895,0.0029316148701272852,F,0,861164.7107908528,3.053628059289279
3874,K06446.01,FPOS,1.181046137,2.6923,52609.0,37.78,1389.0,878.27,5229.0,4.58,0.692,294.68542,39.83176,,,0.46448446319527625,0.0008699847613654422,G,0,225878.27896686504,1.3880556961763821
3875,K06561.01,FPOS,2.025580416,4.48448,44998.0,43.23,2102.0,4618.62,6348.0,3.996,1.99,299.2139,40.458382,,,2.9012909183291153,0.0009481555626682975,F,0,338410.87893136695,33.01017589904943
3876,K06562.01,FPOS,58.64379,24.44,182.1,1.05,437.0,8.59,5833.0,4.537,0.775,299.35703,40.49762,,,0.8054899720915077,0.011584400430138876,G,0,4.849048260815846,1.9498163904811154
3877,K06563.01,FPOS,20.28281916,36.048,2797.5,22.46,1141.0,401.55,5043.0,3.284,3.956,299.57739,40.458481,,,2.2972205116394484,0.002861354069279896,K,0,47458.92154271375,259.33280534995293
3878,K06564.01,FPOS,4.931365987,14.7088,255950.0,139.59,1755.0,2239.55,6562.0,3.835,2.263,299.88721,40.487339,,,3.767211368158405,0.0015515639718768383,F,0,11393352.415947296,48.54475025765067
3879,K06565.01,FPOS,4.331392455,3.7278,200400.0,38.82,1051.0,288.51,5655.0,4.472,0.854,285.08569,40.52763,,,0.7841133310894592,0.0019721913849785125,G,0,245050.27964780852,2.608928766312868
3880,K06566.01,FPOS,345.1846728,6.5468,29989.0,44.91,257.0,1.03,5712.0,4.424,0.971,286.71182,40.528542,,,0.9280311520516463,0.03590895270747235,G,1,379417.8637551537,3.834831614252346
3881,K06567.01,FPOS,9.58405667,6.82752,119630.0,99.66,1212.0,510.85,5605.0,3.813,2.275,286.82251,40.513222,,,2.0159251293553573,0.0023764603591065582,G,0,4146209.6473056604,49.3211066157982
3882,K06694.01,FPOS,5.2436612,11.39,88.3,1.1,1249.0,574.76,6598.0,4.387,1.145,291.90421,41.779518,,,1.9482525859016957,0.0022025178490034086,F,0,5.575279762570688,6.2878919365734385
3883,K06695.01,FPOS,3.7789374,10.767,56.0,0.48,860.0,129.06,5017.0,4.653,0.605,292.92783,41.78616,,,0.344129821011669,0.0019534639359802563,K,0,0.46324668632773647,0.9275871704976978
3884,K06696.01,FPOS,1.88984957,19.45,249670.0,73.04,1221.0,526.5,5328.0,4.571,0.716,292.98526,41.716888,,,0.5180365671473571,0.0011866457676533912,G,0,1632190.7146757147,1.5375444367570794
3885,K06699.01,FPOS,2.49904083,2.651,128.2,1.04,1258.0,592.18,5525.0,4.458,0.93,297.44244,41.789719,,,0.778041222945678,0.0013712432730146346,G,0,4.711819304916839,3.3692827227513673
3886,K06700.01,FPOS,1.99567242,3.58,18.0,0.75,2137.0,4939.44,6773.0,4.063,1.69,297.93439,41.792912,,,3.193019250453518,0.0009618381199572851,F,0,1.7671458676442584,20.218490259574793
3887,K06701.01,FPOS,0.89879279,1.031,26.6,0.57,2116.0,4765.1,6224.0,4.373,1.096,298.67233,41.776218,,,1.476656290823182,0.0006659532985058008,F,0,0.7757346243950058,5.514679428837429
3888,K06702.01,FPOS,16.43435283,5.15682,45700.0,25.25,789.0,91.8,5963.0,4.322,1.134,282.90604,41.831841,,,1.2872497666586797,0.004479712516553788,G,1,67433.04276221286,6.1084042827288485
3889,K06828.01,FPOS,0.566793818,4.929,100.3,1.17,2027.0,3972.65,5707.0,4.538,0.828,291.31244,42.618011,,,0.7885919815271847,0.0005329986391534239,G,0,6.708820846258544,2.3778235262318494
3890,K06829.01,FPOS,0.566797474,2.708,98.8,1.04,2270.0,6276.39,6046.0,4.478,1.007,291.7157,42.68787,,,1.2080713133121541,0.0005248454045440285,F,0,4.711819304916839,4.277371988002048
3891,K06830.01,FPOS,1.585673651,3.20763,44116.0,50.53,1648.0,1740.78,6117.0,4.457,1.025,291.72385,42.629822,,,1.2884522172826398,0.0010292059502468006,F,0,540426.3349521228,4.510868901626292
3892,K06831.01,FPOS,14.79721916,7.61037,252700.0,47.71,787.0,90.8,6343.0,4.495,0.931,292.02866,42.669552,,,1.3530662343763944,0.004618029234569416,F,0,454900.9659025381,3.380163067609188
3893,K06832.01,FPOS,6.49066214,3.47128,195090.0,33.46,621.0,35.28,4448.0,4.684,0.563,294.10791,42.617321,,,0.1978600155995254,0.0028330536912186755,K,0,156915.70745777493,0.7475044696829874
3894,K06833.01,FPOS,7.11879848,4.11282,107660.0,41.17,819.0,106.52,5578.0,4.601,0.754,294.99823,42.69392,,,0.6553539410030333,0.0029673068065582853,G,0,292301.6119066155,1.795571266056512
