,ObjectOfInterest,Disposition,OrbitalPeriod,TransitDuration,TransitDepth,PlanetEarthRadius,PlanetEquilibriumTemperature,PlanetInsolationValue,StellarEffectiveTemperature,StellarLogG,StellarSunRadius,RightAscension,Declination,PlanetType,PlanetName,StellarSunLuminosity,DistanceFromStarCoreinAU
7175,K04126.01,CFRM,8.10503551,4.459,209.9,1.45,959.0,0.14547705753823745,6201.0,4.472,0.989,287.63547,45.716061,Super Earth,Kepler-1555 b,1.3129063438917996,0.11364744938939952
7176,K04127.01,CFRM,8.82715783,2.019,368.6,1.67,797.0,0.06937363437727603,5550.0,4.539,0.878,288.397,40.213188,Super Earth,Kepler-1556 b,0.7479231540517919,0.12421422656581954
7177,K04411.01,CFRM,11.17931581,3.103,90.6,1.81,1159.0,0.31071376547705754,6292.0,4.014,1.873,293.58087,40.427471,Super Earth,Kepler-1602 b,2.635622236630014,0.11017965506377612
7178,K04347.01,CFRM,3.0570982,3.571,144.0,0.99,1202.0,0.35913328477785866,6021.0,4.57,0.819,293.85065,38.397751,Super Earth,Kepler-1592 b,0.9663822410220072,0.062056419645724795
7179,K04212.01,CFRM,5.79179934,3.474,118.5,1.69,1222.0,0.38466132556445737,6174.0,4.244,1.318,292.20471,37.221218,Super Earth,Kepler-1569 b,1.719382256649485,0.07998103730431443
7180,K04215.01,CFRM,26.5487294,7.968,142.0,2.54,836.0,0.08420247632920612,5456.0,3.802,2.154,299.86182,45.827351,Super Earth,Kepler-1570 b,1.7136955752625769,0.170665005738673
7181,K04424.01,CFRM,2.27164952,4.054,82.4,0.97,1522.0,0.9245884923525127,6274.0,4.434,1.062,295.32983,42.534962,Super Earth,Kepler-1603 b,1.477383022680551,0.04782030966155143
7182,K04290.01,CFRM,4.83809469,1.096,1544.0,0.79,354.0,0.0026948288419519303,3187.0,5.091,0.2,289.37668,41.158672,Super Earth,Kepler-1582 b,0.018524597454459585,0.09918565604810711
7183,K04360.01,CFRM,2.71603664,1.744,98.5,1.05,1360.0,0.5880772032046613,6011.0,4.452,1.041,293.62308,47.96191,Super Earth,Kepler-1594 b,1.2201919942071888,0.05449253193870853
7184,K04222.01,CFRM,3.38557445,1.879,121.9,1.63,1476.0,0.8178441369264385,5718.0,4.069,1.48,300.93539,45.596539,Super Earth,Kepler-1571 b,1.4204594792072838,0.04985620602381436
7185,K04295.01,CFRM,13.3997555,3.534,167.3,1.51,886.0,0.10608157319737802,6401.0,4.389,1.15,287.7627,43.274429,Super Earth,Kepler-1584 b,1.7333237149180065,0.15291846770258324
7186,K04364.01,CFRM,4.56383697,2.271,201.8,1.22,980.0,0.1589075018208303,5408.0,4.496,0.861,285.72272,43.00948,Super Earth,Kepler-1595 b,0.6612115223349115,0.07716814851080585
7187,K04441.01,CFRM,0.341842017,1.1554,285.6,1.72,2023.0,2.9068900218499634,5016.0,4.601,0.747,285.41061,44.412209,Super Earth,Kepler-1604 b,0.4245621197226218,0.014457606323456506
7188,K04300.01,CFRM,3.58273837,1.523,360.5,1.64,1064.0,0.22049526584122361,5448.0,4.517,0.872,296.159,44.56311,Super Earth,Kepler-1585 b,0.6896923524171054,0.06690647423124998
7189,K02442.02,CFRM,12.3101351,3.797,263.7,1.51,651.0,0.030895848506919156,5009.0,4.491,0.84,289.85889,48.693851,Super Earth,Kepler-386 b,0.4747598048520596,0.14829516167051715
7190,K04232.01,CFRM,2.61576515,2.777,120.4,1.06,1379.0,0.6202476329206118,6088.0,4.446,0.958,292.98834,49.48497,Super Earth,Kepler-1573 b,1.1815568272453683,0.052213742515565535
7191,K04234.01,CFRM,6.94245216,3.491,160.8,1.34,1003.0,0.17435542607428986,6108.0,4.466,1.03,292.15866,49.63776,Super Earth,Kepler-1574 b,1.287134312995477,0.1027860730805559
7192,K04304.01,CFRM,9.4061364,4.882,79.5,1.14,981.0,0.15976693372177714,5855.0,4.24,1.268,292.67773,49.66391,Super Earth,Kepler-1587 b,1.337880676207401,0.10947257014512092
7193,K04371.01,CFRM,66.373298,8.559,415.0,1.99,471.0,0.00844136926438456,6143.0,4.47,0.976,285.5575,49.33007,Super Earth,Kepler-1596 b,1.247850073056296,0.4599544542685926
7194,K02732.02,CFRM,13.61165024,7.617,95.5,1.46,958.0,0.14474144209759648,6170.0,4.192,1.499,289.92145,46.74456,Super Earth,Kepler-403 d,1.950441005344695,0.13887051168574846
7195,K04446.01,CFRM,85.7567919,5.695,159.1,2.99,528.0,0.013430444282592864,5037.0,3.783,2.213,287.13489,47.488621,Super Earth,Kepler-1605 b,1.2789682023190199,0.3691686027531668
7196,K04241.01,CFRM,2.55315031,1.849,185.3,1.25,1312.0,0.5096139839766934,5970.0,4.521,0.908,293.74326,45.761589,Super Earth,Kepler-1575 b,1.0355562707926973,0.05392699953216065
7197,K02458.02,CFRM,2.936587946,1.8952,279.6,1.77,1190.0,0.34463219227967956,5455.0,4.421,0.909,290.74432,43.26078,Super Earth,Kepler-1245 c,0.7226590282863461,0.054780862910066876
7198,K04382.01,CFRM,2.94648935,3.155,57.0,0.89,1497.0,0.8648943918426802,6481.0,4.378,1.171,288.16397,42.481079,Super Earth,Kepler-1597 b,1.8548786853754637,0.05540083223666205
7199,K04246.01,CFRM,6.98472143,2.724,90.7,1.19,1059.0,0.21642388929351783,5839.0,4.279,1.227,289.07397,40.366009,Super Earth,Kepler-1576 b,1.2805277475581087,0.09201994557495317
7200,K04384.01,CFRM,122.358116,10.768,352.8,2.15,407.0,0.0047050254916241804,5998.0,4.324,1.139,286.22089,41.151249,Super Earth,Kepler-1599 b,1.3235492296770148,0.6344963576966637
7201,K04385.01,CFRM,7.298142,3.024,370.5,1.6,786.0,0.06557902403495995,5119.0,4.508,0.834,291.39938,38.78775,Super Earth,Kepler-1600 c,0.5141585932606718,0.10592687222244537
7202,K02485.02,CFRM,3.60082855,1.938,296.3,1.36,927.0,0.12705753823743626,4838.0,4.524,0.796,285.17334,48.770039,Super Earth,Kepler-1254 c,0.3915318114379639,0.06640845592940409
7203,K02365.02,CFRM,110.978266,11.312,150.2,1.86,463.0,0.007895120174799708,5883.0,4.149,1.529,292.80865,49.579441,Super Earth,Kepler-430 c,1.6443467670919854,0.5459557016534378
7204,K04255.01,CFRM,6.30558387,2.619,193.1,2.52,1125.0,0.27596504005826655,4934.0,3.927,1.756,292.95526,47.573101,Super Earth,Kepler-1577 b,0.9343543718889522,0.06960955396464895
7205,K04327.01,CFRM,0.991659646,2.215,77.3,1.19,2102.0,3.360655498907502,6117.0,4.315,1.244,294.4418,40.571678,Super Earth,Kepler-1589 b,1.5637410324874188,0.02580539388946288
7206,K04261.01,CFRM,1.450889836,1.753,135.7,1.21,1700.0,1.435360524399126,6046.0,4.423,1.023,288.302,47.775551,Super Earth,Kepler-1578 b,1.2272660908821587,0.03498073596445296
7207,K02485.03,CFRM,5.72716067,2.23,310.9,1.4,794.0,0.06843408594319009,4838.0,4.524,0.796,285.17334,48.770039,Super Earth,Kepler-1254 d,0.3915318114379639,0.09048724491704283
7208,K02842.03,CFRM,3.036208739,0.9324,1820.5,1.4,520.0,0.012607428987618354,3464.0,4.923,0.328,282.25021,44.921108,Super Earth,Kepler-446 c,0.042400981221573604,0.06937687954399077
7209,K04192.01,CFRM,18.0541469,4.587,283.1,1.51,635.0,0.028091769847050255,5505.0,4.501,0.909,290.58612,46.642689,Super Earth,Kepler-1564 b,0.7495208289970149,0.1954080164389782
7210,K04194.01,CFRM,1.538185321,1.683,277.2,1.29,1234.0,0.3990677348871085,5107.0,4.615,0.723,297.95297,40.806808,Super Earth,Kepler-1565 b,0.4415625762779113,0.03979356931329011
7211,K04335.01,CFRM,7.61758198,3.545,85.4,1.0,1020.0,0.1859577567370721,6202.0,4.401,1.072,291.40781,48.017891,Super Earth,Kepler-1590 b,1.4240077824309523,0.10468612056134963
7212,K04337.01,CFRM,8.18504859,4.673,97.6,0.93,892.0,0.10882010196649672,5984.0,4.521,0.906,296.51666,44.608608,Super Earth,Kepler-1591 b,1.0430018216369674,0.11711918542720676
7213,K02585.02,CFRM,10.42317343,2.341,71.2,1.07,901.0,0.11340131099781499,5767.0,4.287,1.135,288.66077,43.36808,Super Earth,Kepler-392 c,1.127161631517565,0.11926805441695136
7214,K04204.01,CFRM,20.9254083,6.783,109.0,1.26,729.0,0.048761835396941004,5821.0,4.283,1.21,289.18265,47.873379,Super Earth,Kepler-1568 b,1.247286716850848,0.19133005685109547
7215,K04617.01,CFRM,27.4784659,7.5,83.2,1.52,736.0,0.050473415877640204,5432.0,3.993,1.707,287.93719,46.418491,Super Earth,Kepler-1617 b,1.3343295255504561,0.19450925627700952
7216,K04622.01,CFRM,207.24785,6.159,809.2,1.56,189.0,0.00021849963583394028,4339.0,4.711,0.553,284.56689,49.01255,Super Earth,Kepler-441 b,0.17598443640142566,1.0736230972132847
7217,K04561.01,CFRM,1.5184181,2.842,196.8,1.85,1926.0,2.375564457392571,6302.0,4.259,1.269,289.87506,43.420959,Super Earth,Kepler-1613 b,1.7970731161605706,0.03290330613378398
7218,K04566.01,CFRM,3.94660745,2.705,309.4,1.4,981.0,0.15943918426802622,5376.0,4.576,0.806,284.87134,49.775909,Super Earth,Kepler-1614 b,0.6044531035839996,0.07365866578511487
7219,K04500.01,CFRM,8.70179611,3.048,304.1,1.37,750.0,0.05431900946831755,5295.0,4.548,0.8,295.90503,45.40543,Super Earth,Kepler-1610 b,0.5646045511830066,0.1219653146048131
7220,K04571.01,CFRM,47.3128645,11.444,217.4,3.71,658.0,0.03223597960670065,5749.0,4.002,1.876,286.35922,42.227482,Super Earth,Kepler-1615 b,1.8398931328330237,0.28580244316756404
7221,K04640.01,CFRM,6.1082945,3.493,61.1,1.06,1267.0,0.4431099781500364,6720.0,4.316,1.289,295.17538,45.930908,Super Earth,Kepler-1618 b,2.360046388293171,0.08730609803710963
7222,K04513.01,CFRM,3.91794676,2.549,116.5,0.94,1030.0,0.19432629278951202,5500.0,4.547,0.87,291.25027,45.655071,Super Earth,Kepler-1612 b,0.7147604941819155,0.07255286410555194
7223,K04585.01,CFRM,6.76289308,6.204,50.9,1.21,1337.0,0.5494319009468318,6547.0,4.122,1.63,286.54364,45.304871,Super Earth,Kepler-1616 b,2.688731888259661,0.08368678561984176
7224,K04450.01,CFRM,196.436796,8.556,631.9,2.33,292.0,0.0012527312454479243,5462.0,4.452,0.946,286.37827,43.07325,Super Earth,Kepler-1606 b,0.7559419549471442,0.9292987304657337
7225,K04474.01,CFRM,16.473474,4.201,470.5,1.63,612.0,0.024195193008011654,5364.0,4.529,0.754,295.56357,39.417599,Super Earth,Kepler-1608 b,0.5604242927604668,0.18206816064012457
7226,K03296.01,CFRM,62.869463,6.842,341.7,1.96,349.0,0.002556445739257101,4762.0,4.535,0.781,282.42303,46.014019,Super Earth,Kepler-1459 b,0.3605779190223106,0.44928440931850616
7227,K03298.01,CFRM,29.9632816,2.6,893.2,2.24,391.0,0.004042243262927895,4463.0,4.623,0.638,285.5578,44.010792,Super Earth,Kepler-1460 b,0.22725777791870413,0.2836535537432334
7228,K01196.02,CFRM,11.63486009,5.466,292.3,2.61,961.0,0.1470939548434086,5570.0,4.066,1.548,292.92276,38.47728,Super Earth,Kepler-274 b,1.337772508526752,0.11408637867849938
7229,K04765.01,CFRM,10.8118317,2.627,76.8,1.24,922.0,0.12435542607428988,6025.0,4.331,1.196,297.32889,47.815472,Super Earth,Kepler-1622 b,1.4149787394219173,0.1276093984094631
7230,K03303.01,CFRM,29.3493852,4.313,659.2,2.02,451.0,0.007144938091769848,4987.0,4.613,0.722,285.83047,43.198391,Super Earth,Kepler-1461 b,0.40094536773080997,0.28338929384798733
7231,K03306.01,CFRM,25.1593389,5.198,358.1,1.76,619.0,0.025273124544792427,5973.0,4.506,0.935,294.4873,42.00692,Super Earth,Kepler-1463 b,1.0684942753488367,0.24597824864861212
7232,K03308.01,CFRM,31.7787564,8.093,262.0,1.5,564.0,0.017450837581937363,5638.0,4.391,0.928,287.23569,38.754162,Super Earth,Kepler-1464 b,0.8418579010127871,0.26275520739491626
7233,K00279.03,CFRM,7.5143967,4.865,36.3,0.96,1199.0,0.35580480699198835,6206.0,4.159,1.573,295.48651,51.0135,Super Earth,Kepler-450 d,2.094914667381449,0.09179464298654148
7234,K01196.03,CFRM,33.1981761,4.709,336.7,3.21,678.0,0.03634377276037873,5570.0,4.066,1.548,292.92276,38.47728,Super Earth,Kepler-274 c,1.337772508526752,0.22951771057893025
7235,K03311.01,CFRM,31.827649,1.639,520.0,4.98,668.0,0.034384559359067736,4774.0,3.838,1.954,289.81934,51.90485,Super Earth,Kepler-1465 b,0.9112651211800543,0.19475145738433874
7236,K03315.01,CFRM,31.1748311,3.79,200.2,1.31,585.0,0.020116533139111437,6086.0,4.511,0.921,289.83121,44.609859,Super Earth,Kepler-1466 b,1.134430650971926,0.28408773323982917
7237,K03319.02,CFRM,8.23983041,5.619,251.0,2.35,1093.0,0.24630007283321195,5794.0,4.118,1.496,293.51984,41.277409,Super Earth,Kepler-1468 b,1.5136870200146129,0.09378337273797917
7238,K03319.03,CFRM,3.54553077,4.143,119.2,1.62,1448.0,0.7570793882010197,5794.0,4.118,1.496,293.51984,41.277409,Super Earth,Kepler-1468 c,1.5136870200146129,0.05349182389134968
7239,K03330.01,CFRM,16.2951259,3.678,197.9,1.15,574.0,0.018638018936635106,4915.0,4.512,0.812,288.69501,39.883202,Super Earth,Kepler-1470 b,0.42544228030791653,0.1807425992309864
7240,K03261.01,CFRM,12.27057043,3.002,295.5,1.67,811.0,0.07447195921340131,6075.0,4.486,0.969,287.8674,50.595581,Super Earth,Kepler-1448 b,1.1849483920411137,0.1509014462914655
7241,K03262.01,CFRM,13.2274753,6.356,229.8,1.94,867.0,0.09711580480699199,6269.0,4.405,1.155,288.23175,50.567879,Super Earth,Kepler-1449 b,1.6016425332401467,0.15363066622581917
7242,K04803.01,CFRM,4.36125889,2.174,189.2,1.2,1000.0,0.17189366351056082,5520.0,4.544,0.873,294.0827,39.556099,Super Earth,Kepler-1623 b,0.7277145937667349,0.07783782326150666
7243,K03266.01,CFRM,54.5091549,5.125,622.2,1.94,308.0,0.0015513474144209758,4406.0,4.67,0.603,294.55383,45.08139,Super Earth,Kepler-1450 b,0.2040261400328555,0.4338388572485627
7244,K04742.01,CFRM,112.303136,5.869,502.1,1.3,241.0,0.0005753823743627094,4401.0,4.677,0.595,285.36658,39.280079,Super Earth,Kepler-442 b,0.20040703826261919,0.7060220776183985
7245,K03284.01,CFRM,35.2330694,3.674,352.8,0.97,288.0,0.0011798980335032776,3749.0,4.743,0.524,281.64581,41.951092,Super Earth,Kepler-438 b,0.09293591486401387,0.3357450547309495
7246,K03286.01,CFRM,18.1373788,3.844,310.8,1.41,433.0,0.006052439912600146,4257.0,4.648,0.602,286.94531,43.822769,Super Earth,Kepler-1456 b,0.17750133419812372,0.20486871413724694
7247,K03287.01,CFRM,51.1104797,7.712,330.0,1.6,478.0,0.009016751638747269,5968.0,4.534,0.881,283.7706,42.027241,Super Earth,Kepler-1457 b,1.0034175579431728,0.3990762368229174
7248,K01873.02,CFRM,34.9168399,7.343,500.0,2.39,602.0,0.022672978878368534,6194.0,4.445,1.069,295.8093,40.008511,Super Earth,Kepler-328 b,1.4127100642730492,0.298615469227341
7249,K03365.01,CFRM,22.1270885,4.472,418.2,3.94,721.0,0.046598689002184994,5312.0,4.103,1.445,291.99976,49.301811,Super Earth,Kepler-1480 b,1.03297697771005,0.17811420053118143
7250,K03436.01,CFRM,44.2018402,4.949,235.6,1.14,409.0,0.004799708667152221,5002.0,4.543,0.753,283.98633,41.65041,Super Earth,Kepler-1499 b,0.4232142239406701,0.35523255793867403
7251,K03437.01,CFRM,15.0330623,6.326,132.2,2.18,928.0,0.1279970866715222,5849.0,4.076,1.601,288.88333,39.74456,Super Earth,Kepler-1500 b,1.6823189897727073,0.13714949257746661
7252,K03370.02,CFRM,5.94228603,2.169,250.0,1.23,797.0,0.06943918426802623,4891.0,4.516,0.805,289.43896,49.73122,Super Earth,Kepler-1481 b,0.413596696696167,0.09232648454475245
7253,K03438.01,CFRM,14.5565618,4.554,103.8,1.08,787.0,0.06584122359796067,6065.0,4.452,1.061,289.91852,42.001431,Super Earth,Kepler-1501 b,1.2889294137950869,0.16738082133942953
7254,K01875.02,CFRM,0.53835407,1.5045,190.2,1.67,2386.0,5.54203932993445,5539.0,4.244,1.207,297.9382,46.881401,Super Earth,Kepler-990 c,1.0200542285445855,0.016229939558091877
7255,K03374.01,CFRM,9.5084871,4.372,97.9,1.65,1131.0,0.28158048069919883,6144.0,4.106,1.668,295.40979,42.150829,Super Earth,Kepler-1483 b,2.1339852055456334,0.10414405968109612
7256,K01806.02,CFRM,17.9346606,6.25,142.7,2.8,1002.0,0.17391114348142753,6426.0,4.013,1.775,293.21356,46.175129,Super Earth,Kepler-320 c,2.7173887437303534,0.14953823649099657
7257,K01628.02,CFRM,1.772451066,2.4592,79.2,1.02,1685.0,1.3869919883466861,6243.0,4.406,1.149,298.39575,42.459751,Super Earth,Kepler-312 b,1.5670537687896244,0.04021101603841947
7258,K03384.02,CFRM,19.9158863,6.191,143.2,1.41,728.0,0.048295702840495267,6047.0,4.387,1.092,298.09543,44.737061,Super Earth,Kepler-1485 b,1.3109105017522553,0.19709352184587922
7259,K01806.03,CFRM,8.37159554,5.252,98.0,2.39,1292.0,0.48015294974508377,6426.0,4.013,1.775,293.21356,46.175129,Super Earth,Kepler-320 b,2.7173887437303534,0.08999661179978886
7260,K01905.02,CFRM,15.99560373,3.471,221.7,1.04,550.0,0.01568827385287691,4955.0,4.61,0.721,286.66296,47.4137,Super Earth,Kepler-332 c,0.39021182832250023,0.1886699385588584
7261,K03458.01,CFRM,14.0328775,6.684,210.9,1.45,783.0,0.06469774217042971,6063.0,4.47,1.001,290.1499,41.4646,Super Earth,Kepler-1506 b,1.2144366922363972,0.16390150885779278
7262,K03468.01,CFRM,20.7057153,9.678,115.9,3.22,967.0,0.15056809905316823,5668.0,3.792,2.437,298.11887,40.37505,Super Earth,Kepler-1508 b,2.2582157148594617,0.14650630083986088
7263,K03403.01,CFRM,39.818832,10.757,199.1,2.23,650.0,0.03082301529497451,5710.0,4.073,1.524,286.64642,49.937778,Super Earth,Kepler-1488 b,1.4545207788248802,0.25987378865609795
7264,K03403.02,CFRM,6.15828666,6.329,57.7,1.2,1212.0,0.37170429715950476,5710.0,4.073,1.524,286.64642,49.937778,Super Earth,Kepler-1488 c,1.4545207788248802,0.07483439430895047
7265,K03404.01,CFRM,82.292865,7.048,371.1,1.82,400.0,0.004420975965040059,5626.0,4.467,0.957,281.29581,44.465401,Super Earth,Kepler-1489 b,0.8607982569846999,0.5278757196520566
7266,K03410.01,CFRM,16.5860329,7.043,231.3,2.09,821.0,0.07811361981063365,5626.0,4.149,1.389,293.62976,45.74065,Super Earth,Kepler-1491 b,1.2493717648398621,0.15129428929552965
7267,K03412.01,CFRM,16.7525077,3.174,338.3,3.65,801.0,0.07096139839766934,4807.0,3.906,1.802,288.59711,41.03643,Super Earth,Kepler-1492 b,0.8638568970044409,0.13199269424374177
7268,K03415.01,CFRM,15.0219784,5.068,96.9,1.77,874.0,0.10044428259286234,5831.0,4.162,1.382,288.54913,38.565231,Super Earth,Kepler-1493 b,1.4344015259158962,0.14295943813638903
7269,K01833.03,CFRM,5.70940795,1.622,586.7,1.51,644.0,0.02961398397669337,4402.0,4.682,0.572,285.60254,50.112041,Super Earth,Kepler-968 c,0.19283537711423007,0.09653504673625034
7270,K03344.02,CFRM,3.63898953,2.252,209.6,1.68,1238.0,0.40474144209759655,5533.0,4.275,1.166,289.66489,50.020039,Super Earth,Kepler-1471 b,0.9811417606336774,0.05890024715282525
7271,K03345.01,CFRM,38.1303324,6.53,180.4,1.54,613.0,0.024348142753095412,6370.0,4.41,1.106,294.85263,49.057468,Super Earth,Kepler-1472 b,1.6349458985664111,0.3099979681864595
7272,K03346.01,CFRM,14.42735088,4.857,117.0,1.53,783.0,0.06474872541879097,5929.0,4.403,1.04,290.63657,48.996078,Super Earth,Kepler-1473 b,1.153850839875304,0.15969793385700304
7273,K03352.01,CFRM,10.35857039,2.577,273.7,1.68,860.0,0.09415877640203933,5893.0,4.423,1.02,284.5321,43.98996,Super Earth,Kepler-1476 b,1.1044256029933437,0.12956207769113975
7274,K03496.01,CFRM,23.2385587,8.432,161.2,2.18,903.0,0.1144136926438456,6602.0,4.108,1.685,288.4212,43.179794,Super Earth,Kepler-1511 b,2.8740380596999073,0.18960392796598802
7275,K03497.01,CFRM,20.35971899,2.1521,345.7,0.8,276.0,0.0010050983248361253,3419.0,4.904,0.344,289.27451,44.470322,Super Earth,Kepler-1512 b,0.04220319937769658,0.2451367856793669
7276,K03353.01,CFRM,11.55532445,3.499,250.0,1.7,674.0,0.035600873998543336,5149.0,4.506,0.803,281.29855,42.685749,Super Earth,Kepler-1477 b,0.5067545332406548,0.1427277978722496
7277,K03356.01,CFRM,26.0841212,6.141,259.7,1.35,598.0,0.02202476329206118,6083.0,4.563,0.835,293.1651,41.746231,Super Earth,Kepler-1478 b,1.0264747510277232,0.2582608551662866
7278,K03429.02,CFRM,8.74192361,4.235,295.7,1.94,924.0,0.12554989075018208,5596.0,4.298,1.145,296.19614,45.634331,Super Earth,Kepler-1497 b,1.0081074861228183,0.10719766468217602
7279,K01792.03,CFRM,9.10969334,5.3181,126.4,1.32,873.0,0.10010924981791697,5611.0,4.388,1.073,288.97165,44.624531,Super Earth,Kepler-953 c,0.9548855615946686,0.11683652561037963
7280,K03363.01,CFRM,14.53260546,2.4212,328.9,1.69,746.0,0.05343772760378733,6003.0,4.507,0.932,285.71191,49.706661,Super Earth,Kepler-1479 b,1.086625307698203,0.17059095122170959
7281,K03432.01,CFRM,48.0506878,7.999,274.5,2.36,564.0,0.017407137654770574,5332.0,4.083,1.453,284.77811,44.916779,Super Earth,Kepler-1498 b,1.0544274589278058,0.2944318214495961
7282,K02011.02,CFRM,17.2653659,5.02,67.9,1.16,888.0,0.107006554989075,6388.0,4.244,1.402,297.25504,40.54837,Super Earth,Kepler-348 c,2.096033277131807,0.16743026684777243
7283,K02055.02,CFRM,4.02582434,2.8059,265.3,1.79,1169.0,0.32052439912600145,5509.0,4.308,1.116,294.15271,38.23304,Super Earth,Kepler-1073 c,0.9228812315754934,0.06419222563886624
7284,K01955.04,CFRM,26.2347447,3.536,196.5,2.76,754.0,0.05557902403495994,6297.0,4.26,1.369,292.67807,46.726711,Super Earth,Kepler-342 c,1.932541154294931,0.2230740187950936
7285,K02055.03,CFRM,2.50475282,2.376,181.1,1.48,1369.0,0.6034887108521486,5509.0,4.308,1.116,294.15271,38.23304,Super Earth,Kepler-1073 d,0.9228812315754934,0.04678195918800527
7286,K03911.01,CFRM,1.79110997,2.0917,167.5,1.29,1549.0,0.9881718863801894,6040.0,4.469,0.999,287.40295,46.573978,Super Earth,Kepler-1528 b,1.1937235795536452,0.04157916018726567
7287,K03681.02,CFRM,10.51421162,3.877,85.4,1.25,943.0,0.13624180626365623,6259.0,4.385,1.167,292.62747,37.860142,Super Earth,Kepler-1514 c,1.6079820341115576,0.12996471944682864
7288,K03685.02,CFRM,7.2593226,6.1394,247.5,1.57,967.0,0.15067734887108522,5914.0,4.421,0.987,291.4946,44.523499,Super Earth,Kepler-1516 b,1.0840091879779723,0.10146881077874662
7289,K01960.02,CFRM,23.2218115,2.744,210.4,2.42,746.0,0.05322651128914785,5808.0,4.185,1.374,291.96069,42.43301,Super Earth,Kepler-343 c,1.4037303611458154,0.1942754483509139
7290,K03925.02,CFRM,2.5903958,2.088,330.9,2.55,1484.0,0.8357174071376549,5678.0,4.215,1.303,288.16251,48.16515,Super Earth,Kepler-1530 b,1.2159521873401018,0.04563190493068123
7291,K03925.03,CFRM,5.3235335,2.714,342.4,2.69,1167.0,0.3195265841223598,5678.0,4.215,1.303,288.16251,48.16515,Super Earth,Kepler-1530 c,1.2159521873401018,0.07379803953039335
7292,K03848.01,CFRM,1.847892736,1.8904,323.3,1.51,1374.0,0.6145666423889293,5763.0,4.557,0.842,289.84323,52.07016,Super Earth,Kepler-1522 b,0.8338676000878699,0.044066050912577544
7293,K00435.04,CFRM,3.93276627,2.9403,234.9,1.5,1140.0,0.29121631463947556,5688.0,4.415,0.971,289.78052,49.89653,Super Earth,Kepler-154 e,0.9125320162099066,0.06696629605263894
7294,K03928.01,CFRM,1.138548215,2.1482,66.2,1.45,2537.0,7.1416241806263665,6520.0,4.01,1.713,285.14658,39.370789,Super Earth,Kepler-1531 b,2.7793182280012734,0.023599930049004958
7295,K02098.02,CFRM,89.7224125,10.963,263.7,2.21,508.0,0.011427530954115077,6429.0,4.241,1.262,284.978,41.420158,Super Earth,Kepler-1093 c,1.9356355410850894,0.49235195267903914
7296,K01986.02,CFRM,7.12766417,2.491,229.2,1.21,784.0,0.06499635833940276,5159.0,4.548,0.821,298.97217,44.132381,Super Earth,Kepler-1038 c,0.5221506205131988,0.10722435957844038
7297,K01905.03,CFRM,34.2115022,4.947,273.8,1.15,427.0,0.005695557174071377,4955.0,4.61,0.721,286.66296,47.4137,Super Earth,Kepler-332 d,0.39021182832250023,0.3131281996264958
7298,K03867.01,CFRM,0.938750221,1.3568,280.7,1.46,1676.0,1.3650983248361253,5497.0,4.527,0.886,296.05405,45.827049,Super Earth,Kepler-1523 b,0.7263186562069472,0.027594447748626506
7299,K01992.02,CFRM,27.3214242,4.836,279.6,3.61,705.0,0.04249817916970138,5592.0,4.115,1.451,289.19958,49.305721,Super Earth,Kepler-347 c,1.2738743506613053,0.2071181741878241
7300,K02034.02,CFRM,2.3702932,1.666,224.8,1.29,1256.0,0.4283321194464676,5668.0,4.545,0.868,294.51126,38.790501,Super Earth,Kepler-1065 c,0.8043213953623362,0.051839948752933615
7301,K01671.01,CFRM,1.480283464,2.486,60.5,0.97,1822.0,1.891675163874727,5897.0,4.25,1.259,294.11307,40.362968,Super Earth,Kepler-1763 b,1.3669126763650055,0.03215786283925758
7302,K01981.01,CFRM,1.06378861,1.072,251.5,1.61,1650.0,1.2827312454479243,5265.0,4.4,1.002,296.34103,47.17086,Super Earth,Kepler-1037 b,0.6912764366397619,0.027771421747743642
7303,K02663.01,CFRM,9.88736642,4.23,68.0,0.68,768.0,0.05995630007283321,5693.0,4.57,0.816,294.99725,43.435921,Super Earth,Kepler-1867 b,0.7695652058559849,0.1355331005358031
7304,K02742.01,CFRM,0.789160884,0.9268,215.1,0.91,1244.0,0.4111143481427531,4258.0,4.635,0.622,297.07379,41.22448,Super Earth,Kepler-1331 b,0.1835707756372534,0.025279037161403447
7305,K03984.01,CFRM,1.44445234,0.9753,200.7,2.03,1800.0,1.8058557902403496,5305.0,4.088,1.449,294.38538,43.82547,Super Earth,Kepler-1537 b,1.0303872314013307,0.028575824835963614
7306,K02806.01,CFRM,24.7543849,3.39,593.3,2.1,491.0,0.009978150036416606,4852.0,4.519,0.804,295.73535,42.576248,Super Earth,Kepler-1353 b,0.40006425284065605,0.23954104105361704
7307,K02614.01,CFRM,7.99022379,3.273,165.9,1.97,1113.0,0.26345957756737076,5689.0,4.065,1.542,296.38882,41.040569,Super Earth,Kepler-1289 b,1.450169072006213,0.08875491199392492
7308,K03935.01,CFRM,1.093665854,1.4399,218.4,1.29,1681.0,1.3695047341587763,5845.0,4.541,0.874,296.9028,41.198189,Super Earth,Kepler-1532 b,0.9158830557742875,0.030937008543359134
7309,K00266.01,CFRM,25.30893566,5.7704,153.7,1.77,710.0,0.04384559359067735,5949.0,4.272,1.292,295.40433,42.981422,Super Earth,Kepler-508 b,1.4528772359839528,0.21776674342377556
