,ObjectOfInterest,Disposition,OrbitalPeriod,TransitDuration,TransitDepth,PlanetEarthRadius,PlanetEquilibriumTemperature,PlanetInsolationValue,StellarEffectiveTemperature,StellarLogG,StellarSunRadius,RightAscension,Declination,PlanetType,PlanetName,StellarSunLuminosity,DistanceFromStarCoreinAU
7310,K02135.03,CFRM,8.48651582,5.267,110.8,1.34,1060.0,0.21706482155863072,6178.0,4.269,1.267,296.80344,46.74115,Super Earth,Kepler-361 b,1.6571383216667912,0.10452609635261344
7311,K01951.01,CFRM,37.3228722,7.2146,307.5,35.34,1654.0,1.289060451565914,4907.0,2.41,19.53,284.51019,43.961658,Super Earth,Kepler-1025 b,10.166161509525582,0.10623850099820084
7312,K03009.01,CFRM,0.764863517,1.16,150.2,1.04,1733.0,1.5623743627093953,5231.0,4.476,0.86,290.08478,51.208599,Super Earth,Kepler-1409 b,0.5781331350496589,0.023012375535388763
7313,K03077.01,CFRM,4.09578199,1.704,405.5,1.64,851.0,0.09053168244719592,4791.0,4.577,0.742,292.03348,37.974548,Super Earth,Kepler-1899 b,0.35099353608175793,0.07448851864449105
7314,K02793.02,CFRM,1.766789509,1.3345,1009.8,1.4,730.0,0.048761835396941004,3698.0,4.81,0.444,288.25058,46.679611,Super Earth,Kepler-1350 c,0.07454888070610671,0.04677573447357256
7315,K05178.01,CFRM,4.13960513,3.31,106.7,1.24,1352.0,0.5750036416605973,6535.0,4.373,1.181,296.50043,40.72123,Super Earth,Kepler-1626 b,1.9338500459531016,0.06937710507539087
7316,K02045.03,CFRM,16.9348104,3.408,346.3,1.31,508.0,0.011485797523670793,4650.0,4.589,0.706,285.75146,41.33564,Super Earth,Kepler-354 c,0.29635144040080397,0.19216001198179308
7317,K02473.03,CFRM,14.5123622,4.163,355.8,2.08,636.0,0.02811361981063365,5094.0,4.469,0.87,291.95999,44.900021,Super Earth,Kepler-389 c,0.5259513146115082,0.16362680965351678
7318,K03281.01,CFRM,47.0320478,5.892,367.8,1.98,492.0,0.010072833211944647,5370.0,4.337,1.055,284.22333,48.831772,Super Earth,Kepler-1454 b,0.7876624324009783,0.3345294208421343
7319,K05568.01,CFRM,62.134919,8.711,147.5,6.71,925.0,0.12597232337946104,5889.0,3.358,4.912,288.5152,44.923229,Super Earth,Kepler-1633 b,5.304141547692018,0.24547657597045558
7320,K05466.01,CFRM,4.09513876,2.462,181.7,1.75,1122.0,0.27261471230881285,5858.0,4.495,0.963,294.63257,43.807671,Super Earth,Kepler-1631 b,1.0181559095911297,0.07310929099559364
7321,K05856.01,CFRM,259.34304,16.04,349.7,6.04,449.0,0.0070284049526584125,5490.0,3.629,3.204,295.48242,48.524441,Super Earth,Kepler-1638 b,2.6131985891621796,0.7294539719906957
7322,K00520.04,CFRM,51.1658019,4.637,259.2,1.51,398.0,0.004340859431900947,4963.0,4.501,0.826,294.66797,43.85326,Super Earth,Kepler-176 e,0.4499328245060314,0.3851465852215858
7323,K06228.01,CFRM,21.0907909,4.751,417.6,1.88,606.0,0.023204661325564455,5723.0,4.546,0.818,285.47504,48.034931,Super Earth,Kepler-1644 b,0.7878414335219264,0.22043059118816985
7324,K06233.01,CFRM,16.17803,5.18,449.0,2.25,754.0,0.055746540422432635,5929.0,4.413,1.069,297.47946,48.418571,Super Earth,Kepler-1645 b,1.1860255267564423,0.1744930492012262
7325,K02311.03,CFRM,104.3519624,3.695,243.8,1.39,355.0,0.002723962126729789,5650.0,4.546,0.87,287.24118,39.33276,Super Earth,Kepler-1185 b,0.7959825990261402,0.6466828272404361
7326,K03371.02,CFRM,12.25384348,2.373,147.7,1.0,678.0,0.0364530225782957,5413.0,4.579,0.82,285.31381,48.72525,Super Earth,Kepler-1482 b,0.6320573567126783,0.15752574671395186
7327,K06863.01,CFRM,4.48559215,0.8161,2265.0,0.95,365.0,0.003058994901675164,3236.0,5.097,0.193,287.5264,42.912899,Super Earth,Kepler-1646 b,0.019001237687521964,0.0942847909938251
7328,K02704.03,CFRM,8.15275885,1.746,16536.0,2.44,305.0,0.001478514202476329,3327.0,5.113,0.189,298.73611,46.498634,Super Earth,Kepler-445 d,0.020790433146252885,0.1418597180576324
7329,K00753.01,CAND,19.89913995,1.7822,10829.0,14.6,638.0,0.028623452294246173,5853.0,4.544,0.868,297.00482,48.134129,TBD,,0.9145855837093669,0.21384113119676404
7330,K00001.01,CFRM,2.470613377,1.74319,14231.0,13.04,1339.0,0.5545957756737072,5820.0,4.457,0.964,286.80847,49.316399,Unknown,Kepler-1 b,0.9930234453466246,0.050621096308301805
7331,K00002.01,CFRM,2.204735417,3.88864,6674.7,16.1,2048.0,3.0217916970138385,6440.0,4.019,1.952,292.24728,47.969521,Unknown,Kepler-2 b,3.0144897576872642,0.03778459038551679
7332,K00760.01,CAND,4.959319244,2.22739,9802.0,12.21,1103.0,0.25447924253459575,5712.0,4.359,1.082,292.16705,48.727589,TBD,,1.0341191622243888,0.07626041864762259
7333,K00767.01,CFRM,2.816504904,2.50587,16814.0,12.21,1219.0,0.37955571740713767,5532.0,4.452,0.955,297.01547,49.225288,Gas Giant,Kepler-670 b,0.8030130203872037,0.055025449460842764
7334,K00775.01,CFRM,16.38489988,3.0249,1127.1,2.0,433.0,0.006081573197378004,4126.0,4.661,0.615,286.73804,49.97575,Gas Giant,Kepler-52 c,0.16002304869555978,0.19405434661000287
7335,K00775.02,CFRM,7.8774163,2.0805,1306.1,2.16,553.0,0.016154406409322652,4126.0,4.661,0.615,286.73804,49.97575,Neptune-like,Kepler-52 b,0.16002304869555978,0.1190654730451807
7336,K00777.01,CAND,40.4195037,3.362,6256.0,7.51,467.0,0.008222869628550619,5446.0,4.507,0.781,294.31686,50.080231,TBD,,0.6168110022066449,0.3276456659019531
7337,K00780.02,CAND,7.2406612,0.558,556.4,19.45,734.0,0.04998543335761107,5005.0,4.595,0.765,293.83331,50.23035,TBD,,0.4309910902855422,0.11108425053263714
7338,K00115.03,CAND,3.43591631,3.133,23.2,0.55,1272.0,0.4498252002913329,5779.0,4.339,1.087,287.88733,46.276241,TBD,,1.0885060614299842,0.05884825763078283
7339,K00797.01,CAND,10.181584,3.5089,5741.1,7.73,812.0,0.07495265841223597,5988.0,4.541,0.836,291.28195,38.241669,TBD,,0.9649925799300013,0.1357402174128563
7340,K00116.04,CFRM,23.9800854,5.351,104.0,1.31,649.0,0.030546249089584847,5854.0,4.406,1.012,300.86398,44.337551,Terrestrial,Kepler-106 d,1.0670429843503848,0.2235898511766897
7341,K00802.01,CAND,19.62034692,2.0038,21725.0,13.6,643.0,0.029417334304442825,5710.0,4.492,0.905,293.81619,38.563568,TBD,,0.8637410136722552,0.20498882544439587
7342,K00116.03,CFRM,6.164876,3.262,55.8,0.79,1021.0,0.18670793882010198,5854.0,4.406,1.012,300.86398,44.337551,Terrestrial,Kepler-106 b,1.0670429843503848,0.09043772710546477
7343,K00809.01,CFRM,1.594745374,1.9604,15044.0,11.3,1539.0,0.968259286234523,5934.0,4.491,0.893,285.21381,39.027481,Gas Giant,Kepler-686 b,0.9941047676518141,0.038331897384743914
7344,K00829.01,CFRM,18.64932728,4.4056,893.6,3.12,701.0,0.041609613983976695,5775.0,4.405,1.053,290.46176,40.562462,Gas Giant,Kepler-53 b,1.0515425607719089,0.19017641583120837
7345,K00829.03,CFRM,38.5576546,5.794,993.0,4.02,550.0,0.01581209031318281,5775.0,4.405,1.053,290.46176,40.562462,Neptune-like,Kepler-53 c,1.0515425607719089,0.3085026212799103
7346,K00815.01,CAND,34.84398644,2.9315,4523.6,7.61,511.0,0.01172614712308813,5509.0,4.482,0.871,285.92001,39.624828,TBD,,0.7202773769733465,0.2964915303617539
7347,K00820.01,CAND,4.64090031,35.512,2450.6,30.09,1155.0,0.30668608885651855,6463.0,4.5,0.826,295.11371,40.071171,TBD,,1.2939193298789875,0.07770458330728347
7348,K00823.01,CAND,1.028436523,1.8606,8098.0,72.77,1947.0,2.476678805535324,6228.0,4.428,0.99,296.00699,40.295429,TBD,,1.3372731966849793,0.027798111984948644
7349,K00841.01,CFRM,15.33528675,3.897,3081.4,5.0,610.0,0.023794610342316096,5251.0,4.581,0.817,292.23676,41.08588,Gas Giant,Kepler-27 b,0.5576743368487146,0.18314332942070236
7350,K00841.02,CFRM,31.33046135,5.176,5073.8,6.5,481.0,0.009184268026219956,5251.0,4.581,0.817,292.23676,41.08588,Gas Giant,Kepler-27 c,0.5576743368487146,0.2947868653798692
7351,K00846.01,CFRM,27.80756622,4.21587,25391.0,13.84,554.0,0.016198106336489437,5862.0,4.584,0.785,296.88821,41.396091,Gas Giant,Kepler-699 b,0.8322301454862425,0.2711625270716289
7352,K00868.01,CAND,235.9986399,8.2284,20715.0,10.59,188.0,0.0002112163146394756,4245.0,4.627,0.657,293.00797,42.307201,TBD,,0.1915431731253996,1.1392254606517633
7353,K00855.01,CFRM,41.40831669,5.0264,22839.0,11.38,453.0,0.007232337946103423,5522.0,4.586,0.747,291.76041,41.944069,Gas Giant,Kepler-706 b,0.6235865520766388,0.3512764933745755
7354,K00856.01,CAND,39.74893077,7.3051,15179.0,14.21,552.0,0.015928623452294247,6122.0,4.487,0.964,293.17929,41.969238,TBD,,1.2157404445136883,0.33049993883861445
7355,K00119.01,CFRM,49.18394185,11.3364,1646.2,8.2,669.0,0.03452294246176256,5626.0,3.907,2.057,294.55917,46.062328,Gas Giant,Kepler-108 b,1.8502215408751594,0.27694787562422957
7356,K00858.01,CAND,13.61014819,2.594,5732.9,19.02,733.0,0.049737800436999276,5697.0,4.46,0.903,289.89777,42.009151,TBD,,0.854010397022184,0.1567575131970006
7357,K00865.01,CAND,119.0207044,8.1405,7430.5,8.98,366.0,0.003095411507647487,5453.0,4.342,1.062,291.58377,42.36816,TBD,,0.8430571913795971,0.6243230885892824
7358,K00119.02,CFRM,190.3200468,15.284,1141.7,7.78,426.0,0.005680990531682447,5626.0,3.907,2.057,294.55917,46.062328,Gas Giant,Kepler-108 c,1.8502215408751594,0.6827157274843959
7359,K00870.01,CFRM,5.912273234,2.3254,961.4,1.73,585.0,0.02018936635105608,4072.0,4.696,0.57,292.13702,42.42942,Neptune-like,Kepler-28 b,0.14070076632528766,0.09986813991081372
7360,K00870.02,CFRM,8.98581901,2.8606,881.3,1.65,509.0,0.011580480699198835,4072.0,4.696,0.57,292.13702,42.42942,Neptune-like,Kepler-28 c,0.14070076632528766,0.13186362538754054
7361,K00871.01,CAND,12.94066866,2.4845,42450.0,22.94,723.0,0.047079388201019666,5875.0,4.572,0.809,291.11969,42.507069,TBD,,0.8653076340305879,0.16218472034906653
7362,K00123.01,CFRM,6.481633073,3.784,298.5,2.54,1145.0,0.29588492352512746,5945.0,4.213,1.302,290.39273,40.28487,Neptune-like,Kepler-109 b,1.460188587882154,0.08403943626982173
7363,K00883.01,CAND,2.688899233,2.11275,37492.0,12.04,929.0,0.12801165331391115,4820.0,4.667,0.639,296.68307,42.967869,TBD,,0.3096560295780534,0.0588376191916898
7364,K00012.01,CFRM,17.85522168,7.41287,9065.2,13.16,911.0,0.11874726875455208,6823.0,4.308,1.367,297.45374,41.01099,Unknown,Kepler-448 b,2.6598707247071416,0.1790434855765792
7365,K00901.01,CAND,12.73262407,2.2083,6465.7,4.87,432.0,0.0059868900218499645,3950.0,4.721,0.541,285.16748,43.876339,TBD,,0.11824320081220688,0.16812315157436786
7366,K00902.01,CAND,83.92494032,6.7904,7958.7,4.78,226.0,0.0004515659140568099,3960.0,4.746,0.509,287.85239,43.897991,TBD,,0.11238000727497724,0.5967934194910209
7367,K00123.02,CFRM,21.22261195,6.5093,366.0,2.48,771.0,0.060859431900946837,5945.0,4.213,1.302,290.39273,40.28487,Neptune-like,Kepler-109 c,1.460188587882154,0.18530221124654153
7368,K00913.01,CFRM,4.082274889,3.23015,17859.0,10.55,1016.0,0.18316096139839766,5655.0,4.581,0.794,284.83047,44.658138,Gas Giant,Kepler-723 b,0.7290234015047199,0.07547347584581271
7369,K00914.01,CAND,3.886655224,3.1646,581.6,1.87,1010.0,0.1793809176984705,5662.0,4.61,0.738,288.72665,44.60751,TBD,,0.6809674476250825,0.07370808518657587
7370,K00928.01,CAND,2.494170338,1.1221,863.7,2.42,1194.0,0.34973780043699926,5569.0,4.566,0.829,284.75943,45.599129,TBD,,0.7159025872434844,0.054124731228382336
7371,K00929.01,CFRM,6.491682808,4.301,7163.3,9.66,1062.0,0.21962126729788786,6123.0,4.413,1.107,285.55481,45.578861,Gas Giant,Kepler-730 b,1.396996083150579,0.09541144462653325
7372,K00931.01,CFRM,3.855603916,3.2179,16653.0,13.61,1212.0,0.3704661325564457,6033.0,4.46,1.046,296.39316,45.568562,Gas Giant,Kepler-731 b,1.2441006461140574,0.06932559025879838
7373,K00125.01,CFRM,38.47876629,5.04169,23530.0,13.26,484.0,0.009475600873998543,5510.0,4.539,0.879,288.90222,49.370491,Gas Giant,Kepler-468 b,0.727420942580325,0.3314588310890918
7374,K00924.01,CAND,39.4759093,2.968,1012.6,4.06,577.0,0.019031318281136196,6225.0,4.45,1.031,291.20804,45.244389,TBD,,1.3899738127840064,0.3233024135856254
7375,K00935.02,CFRM,42.63427848,6.1998,1719.3,5.22,615.0,0.024632192279679534,6035.0,4.22,1.257,294.02301,45.853081,Gas Giant,Kepler-31 c,1.4970451729141574,0.29492120084727586
7376,K00935.03,CFRM,87.6476068,8.871,1009.6,4.0,484.0,0.00942461762563729,6035.0,4.22,1.257,294.02301,45.853081,Gas Giant,Kepler-31 d,1.4970451729141574,0.47678837400969915
7377,K00935.04,CAND,9.61731426,3.8692,234.0,1.94,1010.0,0.17926438455935906,6035.0,4.22,1.257,294.02301,45.853081,TBD,,1.4970451729141574,0.10932274284529404
7378,K01102.02,CFRM,8.14515981,5.073,446.8,3.43,1050.0,0.2096941005098325,5896.0,4.197,1.24,290.41327,38.34375,Neptune-like,Kepler-24 b,1.3453711621433404,0.09582261641969907
7379,K01103.01,CAND,90.1240507,11.649,3020.3,7.12,485.0,0.00953386744355426,6520.0,4.375,1.215,293.22391,38.033581,TBD,,1.9713202843091344,0.543981480474334
7380,K01168.01,CAND,856.672115,23.144,858.1,3.87,242.0,0.0005899490167516388,6449.0,4.232,1.309,287.58679,47.600021,TBD,,2.0328235538249517,2.2206630954177142
7381,K01169.01,CAND,0.689210173,1.6169,195.0,1.32,1943.0,2.449169701383831,5630.0,4.505,0.954,281.55118,47.469959,TBD,,0.8605428171414794,0.022424195799291082
7382,K00970.01,CAND,3.9886021,1.7376,673.5,34.39,3145.0,16.85048798252003,4813.0,2.472,13.652,289.09323,49.424484,TBD,,6.5773394530742655,0.02363518254256143
7383,K00971.01,CAND,0.533059312,1.8621,1495.8,133.56,5862.0,202.39453750910417,8523.0,3.559,4.051,286.0192,48.866741,TBD,,19.192110117242674,0.01164935939325063
7385,K01175.02,CAND,17.157236,11.284,110.4,1.55,844.0,0.08730517115804808,5676.0,4.1,1.487,295.92065,47.448608,TBD,,1.3857058342944946,0.1507146997403381
7386,K01176.01,CFRM,1.97376085,1.82542,30222.0,8.78,753.0,0.05542607428987618,3807.0,4.762,0.503,292.0683,38.84227,Gas Giant,Kepler-785 b,0.09486150753233807,0.04949120468441411
7387,K00972.01,CAND,13.11896244,4.3045,372.2,8.25,1768.0,1.682760378732702,7221.0,3.488,4.24,282.00031,48.542221,TBD,,10.35012908820079,0.09382138035459973
7388,K00972.02,CAND,7.82187328,3.8417,42.2,2.78,2101.0,3.3515731973780043,7221.0,3.488,4.24,282.00031,48.542221,TBD,,10.35012908820079,0.06647963140041675
7389,K00974.01,CAND,53.5057611,10.5616,195.6,2.52,675.0,0.03580480699198835,6247.0,4.016,1.762,295.80267,45.988079,TBD,,2.4092532732428724,0.3103206200254115
7390,K00151.01,CAND,13.4471791,3.0454,1428.2,5.24,848.0,0.08910415149308085,6276.0,4.405,1.041,292.37476,37.630959,TBD,,1.4500166830520937,0.15260810655906748
7391,K00134.01,CAND,67.5923754,12.249,4158.1,12.1,588.0,0.020538965768390385,6038.0,4.082,1.744,295.58658,45.364979,TBD,,2.081179048654343,0.3808075155969303
7392,K00984.01,CAND,4.28746668,1.5693,790.1,2.29,942.0,0.1356955571740714,5296.0,4.576,0.815,291.0488,36.839882,TBD,,0.5756255258760472,0.0779161135460231
7393,K01118.01,CAND,7.37290344,2.172,205.2,2.67,1004.0,0.17487982520029136,5973.0,4.371,1.07,291.65097,38.028179,TBD,,1.2227688498644445,0.10003279463937498
7394,K01193.01,CAND,119.0624882,3.1188,5372.3,10.4,366.0,0.0031026948288419517,5697.0,4.392,0.92,287.88812,39.078709,TBD,,0.8700881121377734,0.6335080830956317
7395,K01194.02,CAND,14.8623076,3.161,840.0,1.57,454.0,0.007341587764020393,4362.0,4.722,0.554,293.80441,38.63913,TBD,,0.18007065302271716,0.18735554294385817
7396,K00989.03,CAND,16.15811112,6.049,2319.8,86.13,660.0,0.03265112891478514,5619.0,4.536,0.874,296.38229,48.045311,TBD,,0.7822365254141365,0.18516547712646245
7397,K01191.01,CFRM,8.17242644,3.902,864.3,3.29,858.0,0.09319009468317553,5705.0,4.499,0.905,293.87363,38.922482,Neptune-like,Kepler-1740 b,0.8607196225519106,0.11497040189405368
7398,K01192.01,CAND,1295.362215,28.297,8708.0,57.82,169.0,0.00013838310269482886,5609.0,4.346,1.048,291.03217,38.703911,TBD,,0.9313085123645876,3.103454112848581
7399,K00994.01,CAND,4.2989201,2.747,237.6,2.12,1046.0,0.20656955571740715,5300.0,4.385,0.986,291.14249,37.061321,TBD,,0.6985072581102839,0.06956525442292133
7400,K01066.01,CAND,5.714817603,3.14126,12295.0,9.29,943.0,0.13639475600874,5695.0,4.526,0.842,299.78632,44.16954,TBD,,0.7952021305822385,0.09134399561900922
7401,K01127.03,CAND,2.83668931,3.031,166.1,1.19,1242.0,0.4096722505462491,5831.0,4.517,0.921,290.21518,41.77597,TBD,,0.9559217115546602,0.05778737446113244
7402,K00141.01,CAND,2.624234833,1.3874,2607.0,5.11,1164.0,0.31632192279679533,5340.0,4.514,0.899,288.0383,50.651611,TBD,,0.6563194121209877,0.05449203825810429
7403,K01070.03,CAND,92.77779,6.64,359.0,1.92,410.0,0.004879825200291333,5888.0,4.444,1.019,294.48438,44.166908,TBD,,1.0996030078955001,0.5678791201829961
7404,K01206.01,CAND,422.917678,31.274,1367.7,5.89,292.0,0.0012600145666423889,5796.0,4.12,1.444,293.95459,38.899971,TBD,,1.4630906342965566,1.2891038520512679
7405,K01074.01,CFRM,3.770551475,3.8077,12440.0,12.05,1302.0,0.49508375819373635,6322.0,4.426,1.075,291.27563,47.329491,Gas Giant,Kepler-762 b,1.541760660725246,0.06675890651654053
7406,K00142.01,CFRM,10.91610834,3.6496,1479.0,3.93,758.0,0.0569482884195193,5575.0,4.521,0.932,291.14807,40.669399,Unknown,Kepler-88 b,0.8083248476322269,0.14252554177796417
7407,K01145.01,CAND,30.5872153,5.3698,464.8,2.32,621.0,0.025549890750182082,5944.0,4.38,1.082,296.54861,44.264671,TBD,,1.2126430823020025,0.260622584396987
7408,K01081.01,CAND,9.95639775,5.615,510.5,28.15,905.0,0.11538237436270939,6161.0,4.454,1.053,294.76855,47.13279,TBD,,1.362146240829772,0.12998169805353685
7409,K01082.01,CAND,6.50327035,2.591,418.3,1.67,804.0,0.07196649672250546,4999.0,4.49,0.843,292.14447,47.157349,TBD,,0.47266195992606286,0.09695053693956553
7410,K01082.02,CAND,4.09667624,2.19,302.3,1.42,938.0,0.13321194464675892,4999.0,4.49,0.843,292.14447,47.157349,TBD,,0.47266195992606286,0.07125967143621123
7411,K00950.01,CAND,31.20169247,2.15663,34514.0,8.31,286.0,0.0011580480699198835,3748.0,4.796,0.449,292.65704,46.537338,TBD,,0.07954908703110079,0.3135410296965953
7412,K01154.01,CAND,6.810823723,7.98574,14447.0,26.06,1626.0,1.2062345229424618,7226.0,3.967,2.079,299.10281,47.377781,TBD,,5.089051526255878,0.0777038649652793
7413,K00952.01,CFRM,5.90127815,2.1979,1525.2,1.94,514.0,0.012046613255644573,3731.0,4.75,0.498,297.84241,46.574268,Gas Giant,Kepler-32 b,0.08664048380703726,0.10145373131317911
7414,K00952.02,CFRM,8.75209691,2.3742,1367.6,1.83,451.0,0.007108521485797523,3731.0,4.75,0.498,297.84241,46.574268,Neptune-like,Kepler-32 c,0.08664048380703726,0.13207203454733296
7415,K01089.01,CFRM,86.67856052,10.1289,8244.1,9.83,434.0,0.0061252731245447925,5822.0,4.351,1.081,294.4335,38.35545,Gas Giant,Kepler-418 b,1.1150774370329404,0.5104225569479403
7416,K01159.01,CFRM,64.617518,5.796,2486.6,5.4,383.0,0.00370721048798252,5043.0,4.47,0.881,297.01483,47.486431,Neptune-like,Kepler-1737 b,0.5115903111108074,0.44440363935661176
7417,K00013.01,CFRM,1.763587535,3.16877,4590.6,21.42,3559.0,27.646227239621265,9107.0,3.867,3.031,286.97119,46.868359,Unknown,Kepler-13 b,18.71879174110239,0.03112870426486326
7418,K01095.01,CAND,51.59809554,2.0153,5869.2,6.57,449.0,0.006999271667880553,5681.0,4.551,0.859,287.61688,38.402321,TBD,,0.8033094034108809,0.40527990825468835
7419,K01096.01,CAND,1500.0,7.109,9592.0,9.8,139.0,6.554989075018208e-05,5606.0,4.597,0.76,290.18304,38.321941,TBD,,0.6739326479451004,3.835856358587482
7420,K01032.01,CAND,1500.140677,25.727,4129.9,18.35,206.0,0.0003058994901675164,5009.0,3.755,2.283,291.97754,37.532551,TBD,,1.2903293267586333,2.456976379926455
7421,K01102.01,CFRM,12.33343853,6.221,536.4,4.12,915.0,0.1203932993445011,5896.0,4.197,1.24,290.41327,38.34375,Neptune-like,Kepler-24 c,1.3453711621433404,0.12646197876758375
7422,K01360.03,CAND,0.764017553,1.103,128.2,0.86,1589.0,1.0952585579024035,5142.0,4.602,0.755,286.41,42.681549,TBD,,0.4738771530989831,0.024883681370772515
7423,K01362.01,CAND,20.51360192,3.4769,1174.1,2.58,540.0,0.01467589220684632,5310.0,4.608,0.704,281.60541,42.390419,TBD,,0.5025060250330732,0.22136474426910777
7424,K01426.03,CAND,150.0189511,4.3823,4319.7,32.6,325.0,0.0019082301529497452,5618.0,4.46,0.897,283.20917,48.777641,TBD,,0.8022503446470942,0.7756747476816784
7425,K00168.03,CFRM,7.10695741,5.1462,131.0,1.72,1157.0,0.3079388201019665,5761.0,4.091,1.518,294.21893,49.479221,Neptune-like,Kepler-23 b,1.5012527028016693,0.08352851384241816
7426,K01239.01,CAND,0.783276173,1.6735,264.7,1.98,2149.0,3.683088128186453,5640.0,4.247,1.233,292.17859,42.005909,TBD,,1.1201341097933597,0.020862628746725207
7427,K01239.02,CAND,3.17405898,2.3156,282.2,2.09,1348.0,0.5684340859431901,5640.0,4.247,1.233,292.17859,42.005909,TBD,,1.1201341097933597,0.053104953019850076
7428,K00162.01,CFRM,14.00640392,4.6919,716.4,3.11,807.0,0.07289876183539694,5788.0,4.323,1.124,295.16382,43.963039,Neptune-like,Kepler-476 b,1.1325853268705848,0.14911298473107598
7429,K01431.01,CAND,345.1589354,7.5646,5087.9,7.79,241.0,0.0005826656955571741,5597.0,4.515,0.931,287.02228,48.681938,TBD,,0.8202787075103277,1.4194204838646303
7430,K01242.01,CAND,99.6442783,5.1772,3215.6,8.48,415.0,0.005083758193736344,6102.0,4.447,1.016,292.22839,42.03537,TBD,,1.2646578700464428,0.5966699372034509
7431,K01246.01,CAND,19.03723442,3.3882,401.3,5.74,1051.0,0.20978878368536055,5248.0,3.523,2.892,291.42755,41.878159,TBD,,1.9695369092452388,0.1159126950036379
7432,K01251.01,CAND,0.576078683,1.63253,10085.0,23.23,1982.0,2.6566860888565187,5693.0,4.57,0.816,288.70087,44.70768,TBD,,0.7695652058559849,0.020360698129065467
7433,K00163.01,CFRM,11.1199028,3.3759,636.3,2.08,649.0,0.030640932265112893,5078.0,4.581,0.766,288.0676,42.35537,Super Earth,Kepler-477 b,0.4572882955608679,0.14614505645814013
7434,K01255.01,CAND,78.9257421,7.5193,17972.0,11.9,398.0,0.004326292789512018,5750.0,4.538,0.882,291.44522,44.52869,TBD,,0.8656264011637468,0.5351152981094132
7435,K01315.01,CAND,6.84639884,3.4919,149.7,1.9,1132.0,0.282476329206118,6065.0,4.251,1.31,295.29385,48.374802,TBD,,1.5914208596338966,0.08979281081791309
7436,K01257.01,CFRM,86.64764448,4.2326,7311.6,9.4,419.0,0.005302257829570284,5522.0,4.323,1.12,291.22519,44.92738,Unknown,Kepler-420 b,0.934962434171132,0.5023503784581141
