ObjectOfInterest,Disposition,OrbitalPeriod,TransitDuration,TransitDepth,PlanetType,PlanetName,StarSunDiameter,PlanetEarthVolume,StarClassification,MainSequence,PlanetEarthTemperature,StarSunMass
3350.01,CAND,0.006121554825462012,1.588,610.0,TBD,,0.3929191222570533,7.167005295458197e-05,K,1,3.1098039215686275,0.7782184341129583
3351.01,CAND,0.011804449281314168,2.704,9555.0,TBD,,0.6243048275862069,0.00036481618185222735,F,0,5.301960784313725,1.4564264919847538
3352.01,CAND,0.03783667980835044,4.995,230.0,TBD,,0.8556905329153605,7.27370709340266e-05,G,0,3.4196078431372547,0.9934102524710228
3353.01,CAND,0.012774192470910335,3.0411764,646.584082,TBD,,0.4456139423197492,6.494510993131891e-05,F,0,4.207083666666667,1.3352811699090859
3353.02,CAND,0.024141177823408626,3.11,490.0,TBD,,0.44530833855799373,5.7471889446063594e-05,F,0,3.5764705882352943,1.3334503159665112
3354.01,CAND,0.1269842828199863,5.757,760.0,TBD,,0.7421805642633229,0.00011891694881928104,F,0,2.2470588235294118,1.2402645706962696
3355.01,CAND,0.042874679260780285,4.698,390.0,TBD,,0.4933317868338557,5.447236418636879e-05,F,0,3.5725490196078433,1.2267989117516498
3356.01,CAND,0.007973293360711842,3.269,1210.0,TBD,,0.637402131661442,0.00012523923360074205,G,0,5.91764705882353,0.6781444419889706
3359.01,CAND,0.043289824777549626,4.338,440.0,TBD,,0.44094257053291536,5.467142918922984e-05,G,1,3.1411764705882352,1.0029037210374452
3360.01,CAND,0.045824789596167,1.319,2570.0,TBD,,1.296633103448276,0.00039445420146136774,F,0,2.0431372549019606,1.3431650842375065
3361.01,CAND,0.02892110663928816,1.011,11150.0,TBD,,0.4322110344827586,0.0002994474724349935,K,0,1.4392156862745098,0.7653972267010283
3364.01,CAND,0.016090041615331965,4.326,6750.0,TBD,,0.6330363636363636,0.0002997973143954672,G,0,4.8313725490196076,1.0359826914915091
3365.01,CAND,0.014764921560574948,3.708,7140.0,TBD,,0.5762813793103448,0.00028837324981295816,G,0,5.231372549019608,1.1060235072888305
3368.01,CAND,0.019880079671457905,3.389,3980.0,TBD,,0.7945697805642633,0.0003802856020621852,F,0,6.3843137254901965,1.4215406103717383
3370.01,CAND,0.006435819575633128,2.743,1940.0,TBD,,0.6417678996865204,0.00015756758715944032,F,0,7.184313725490196,1.3716748145663644
3373.01,CAND,0.017890773442847365,2.957,6530.0,TBD,,0.6155732915360501,0.0003018298469123035,G,0,3.925490196078431,1.049674677645573
3374.01,CAND,0.007267158110882957,3.275,18470.0,TBD,,0.7465463322884013,0.0005849998134821606,A,1,7.929411764705883,1.7322426045581747
3376.01,CAND,0.012939288432580425,4.275,6910.0,TBD,,0.6766940438871474,0.0003644540215128638,F,0,8.698039215686274,1.6341047463877838
3378.01,CAND,0.007146195208761122,3.806,2480.0,TBD,,1.1743915987460816,0.00033061789837803967,G,0,8.933333333333334,4.286679905216445
3379.01,CAND,0.004412715674195757,1.524,3120.0,TBD,,0.4976975548589341,0.00016346267056099905,F,0,5.890196078431373,1.1387442518863726
3381.01,CAND,0.009207507460643395,2.776,20990.0,TBD,,0.6199390595611285,0.0005106633242330672,G,0,5.188235294117647,1.089414581451748
3382.01,CAND,0.012204060780287474,5.319,2900.0,TBD,,0.9430058934169279,0.00031056357754525476,F,0,6.8313725490196076,3.0305677503742725
3383.01,CAND,0.026646798631074605,1.741,9870.0,TBD,,0.5981102194357367,0.0003456389295964045,F,1,2.623529411764706,1.247549048801944
3384.01,CAND,0.005090233812457221,2.212,3150.0,TBD,,1.2311465830721002,0.00040418079343284625,F,0,7.858823529411764,1.6334833486457858
3386.01,CAND,0.0024245144421629022,1.034,1900.0,TBD,,0.4933317868338557,0.0001244717985959002,F,0,7.101960784313725,1.3145387175863799
3389.01,CAND,0.0045999945242984255,1.217,1420.0,TBD,,1.025955485893417,0.0002405550275353447,G,0,5.349019607843137,1.302423487779524
3391.01,CAND,0.012893558658453114,5.516,9750.0,TBD,,0.8207643887147336,0.0004588275858642963,F,0,7.337254901960784,1.4485456745253809
3393.01,CAND,0.014253173442847364,2.803,9210.0,TBD,,0.4933317868338557,0.0002740937850037663,F,0,4.466666666666667,1.1988735591917954
3394.01,CAND,0.021457630937713894,3.273,2880.0,TBD,,0.6243048275862069,0.00018774244172060337,F,0,4.364705882352941,1.4232741775536022
3396.01,CAND,0.017716126762491444,5.362,8620.0,TBD,,0.7727409404388714,0.0004642525999274158,F,0,5.996078431372549,1.4742224748173103
3397.01,CAND,0.009924775906913073,2.209,11380.0,TBD,,0.2750433855799373,0.00016769378734210775,K,0,2.9450980392156865,0.6184400320536729
3398.01,CAND,0.017003880082135523,3.147,3210.0,TBD,,0.2881406896551724,0.00017646767589024007,K,0,4.9450980392156865,0.7442251909573
3400.01,CAND,0.010413743463381246,4.141,17890.0,TBD,,0.7028886520376175,0.0005446127764536787,F,0,6.396078431372549,1.3069779093495806
3401.01,CAND,0.010045045585215606,2.866,14780.0,TBD,,0.46277141065830724,0.0003253875147013809,G,1,4.811764705882353,0.98452834827603
3404.01,CAND,0.006868683915126626,2.529,15750.0,TBD,,0.44094257053291536,0.0003200758297240486,F,0,6.019607843137255,1.2338411281239008
3405.01,CAND,0.01682652539356605,2.808,12900.0,TBD,,0.6985228840125391,0.0004533877897465089,F,0,4.729411764705882,1.6250115809569592
3406.01,CAND,0.007182351813826146,2.845,8790.0,TBD,,0.7378147962382445,0.00040241187422425417,F,0,6.709803921568628,1.3133785051813447
3408.01,CAND,0.04335277508555784,4.676,18000.0,TBD,,0.4758687147335423,0.00041218281235973637,G,1,3.588235294117647,1.0173478953686574
3409.01,CAND,0.021247160574948666,3.639,2060.0,TBD,,0.4758687147335423,0.00012134859681215065,F,0,4.196078431372549,1.1414831130488963
341.01,CAND,0.0049659958932238195,1.113,13170.0,TBD,,0.4103821943573668,0.0002853182918482587,K,1,3.619607843137255,0.774233934261926
3412.01,CAND,0.008598434770704997,1.574,8570.0,TBD,,0.5500867711598746,0.0002939165203134208,G,0,4.1607843137254905,1.0077610882528394
3413.01,CAND,0.012899182477754961,1.502,5410.0,TBD,,0.6417678996865204,0.0003856194601215193,A,1,6.227450980392157,2.0288557240641802
3415.01,CAND,0.009778082956878851,2.356,4090.0,TBD,,1.1176366144200627,0.0004534986551565181,G,0,5.9372549019607845,1.0941992826497027
3416.01,CAND,0.006468697330595483,2.938,7280.0,TBD,,0.7072544200626959,0.0003562179533870653,A,1,9.090196078431372,2.049493400422588
3417.01,CAND,0.007445479808350445,2.481,18840.0,TBD,,0.3885533542319749,0.0003077278867247958,G,0,4.952941176470588,0.9580683830868952
3421.01,CAND,0.0077725670088980145,2.45,6210.0,TBD,,0.9342743573667711,0.0004168637963379049,F,0,6.980392156862745,1.597511678769472
3425.01,CAND,0.002095592060232717,1.389,2740.0,TBD,,0.6592309717868339,0.0002088386510398975,F,0,8.270588235294118,1.1234930486895554
3426.01,CAND,0.016916355920602328,4.439,17960.0,TBD,,0.6112075235109717,0.00045263883231000195,G,0,4.67843137254902,1.0348384730070532
3427.01,CAND,0.008083917316906228,2.503,9320.0,TBD,,0.755277868338558,0.0004205987288173277,G,0,5.247058823529412,1.0440197186193452
3429.01,CAND,0.03814129938398357,3.508,6720.0,TBD,,0.7378147962382445,0.0003454541539130557,F,0,3.16078431372549,1.3133785051813447
343.01,CAND,0.0048133333333333335,1.292,1967.0,TBD,,0.5238921630094044,0.00014227358066487496,G,0,5.184313725490196,1.073937449933296
3430.01,CAND,0.013949285968514717,4.57,4150.0,TBD,,0.9822978056426332,0.00038824573850084967,F,0,6.007843137254902,2.79886229350363
3431.01,CAND,0.010731540041067762,4.027,12270.0,TBD,,0.755277868338558,0.0004682905645275306,F,0,6.301960784313725,1.3143429541840899
3433.01,CAND,0.007601857357973991,2.076,5710.0,TBD,,0.3405299059561129,0.00014976266229478892,K,1,3.6901960784313728,0.6711285287634232
3434.01,CAND,0.00862697440109514,0.612,4700.0,TBD,,0.6548652037617555,0.0003150351490822946,G,0,2.635294117647059,1.0834254004189483
3435.01,CAND,0.0325491151266256,2.567,35450.0,TBD,,0.32743260188087775,0.00047337805500906636,K,1,2.2745098039215685,0.6803603907162966
3437.01,CAND,0.013654522929500342,2.089,15200.0,TBD,,0.3798218181818182,0.00026707970006384753,F,0,3.854901960784314,1.1793833717848956
3438.01,CAND,0.004561332238193019,1.316,2450.0,TBD,,0.8775193730407522,0.00025326340630091657,G,0,5.87843137254902,1.1722186046863925
3439.01,CAND,0.01624655386721424,1.846,11360.0,TBD,,0.4933317868338557,0.00045848020757960063,G,1,3.7490196078431373,0.9094385972983188
344.01,CAND,0.016610139082819986,3.0824141,7290.420763,TBD,,0.4712410006269592,0.0002323831209178322,F,0,4.219615180392156,1.1721449547230454
3441.01,CAND,0.01166046762491444,3.412,5890.0,TBD,,0.5151606269592477,0.00022272442045976763,G,0,5.129411764705883,1.0384378508938343
3443.01,CAND,0.0027608202600958253,2.76,1610.0,TBD,,1.536750344827586,0.00034280816612750157,F,0,11.505882352941176,1.4645419703248204
3444.01,CAND,0.007445397399041752,2.277,13570.0,TBD,,0.6461336677115987,0.00044062594921655485,F,0,6.286274509803921,1.358751153818929
3445.01,CAND,0.008178067351129364,2.679,14090.0,TBD,,0.5413552351097178,0.0003693690546899407,K,0,4.4,0.77528229366765
3447.01,CAND,0.010008160164271047,3.88,5020.0,TBD,,0.6592309717868339,0.0002621498848321027,G,0,6.117647058823529,1.0979192246645528
3449.01,CAND,0.010473773305954826,3.831,8440.0,TBD,,0.7378147962382445,0.00038782691361859237,F,0,6.243137254901961,1.2542667350881014
345.01,CAND,0.030715323203285422,3.2691437,11434.65207,TBD,,0.3943882031974922,0.00023683351469788456,K,1,2.7598442764705884,0.8797170628609613
3451.01,CAND,0.023891715811088295,2.563,10800.0,TBD,,0.436576802507837,0.0002653083171794774,G,1,2.925490196078431,0.960763498904887
3452.01,CAND,0.007772639561943874,4.719,3620.0,TBD,,0.977932037617555,0.00032283514659539006,G,0,7.270588235294118,0.9842661098169438
3453.01,CAND,0.011938150308008214,4.972,3200.0,TBD,,0.9648347335423197,0.00030468031978743025,F,0,6.545098039215686,1.1518635684316836
3454.01,CAND,0.010793055989048598,2.165,8190.0,TBD,,0.5675498432601881,0.00030313066772307874,F,1,4.419607843137255,1.1233192458177235
3455.01,CAND,0.001156536618754278,0.68,4090.0,TBD,,0.5151606269592477,0.00021377807460717642,G,0,6.709803921568628,0.9044415585607718
3456.01,CAND,0.04663340698151951,2.591,15860.0,TBD,,0.40165065830721003,0.0002912557504731987,K,1,1.8784313725490196,0.8321318591178253
3457.01,CAND,0.08924976125941135,4.391,4610.0,TBD,,0.58937868338558,0.00023005631957504622,F,1,2.3333333333333335,1.1305350519699593
3458.01,CAND,0.008687333880903491,2.166,17510.0,TBD,,0.3798218181818182,0.000294325490492566,K,1,4.364705882352941,0.8349394862278682
346.01,CAND,0.02267362080766598,2.317,14010.0,TBD,,0.58937868338558,0.0007395560497381719,F,1,4.027450980392157,1.1838155274899507
3460.01,CAND,0.012673068856947297,6.264,5380.0,TBD,,0.9692005015673982,0.0004254866615608468,G,0,8.984313725490196,1.3974054863314873
3461.01,CAND,0.03135555509924709,4.764,6540.0,TBD,,0.5588183072100313,0.0002641282164818234,F,1,3.9098039215686273,1.166907508664395
3462.01,CAND,0.0174957106091718,1.679,5920.0,TBD,,0.4496741065830721,0.00019105534653925766,G,1,2.803921568627451,0.9733991092931696
3464.01,CAND,0.00999211252566735,2.149,5790.0,TBD,,0.6941571159874608,0.00030274633430171327,F,0,4.815686274509804,1.2456921961282683
3469.01,CAND,0.007273882546201232,4.089,13190.0,TBD,,0.7290832601880878,0.00048617685067569016,F,0,8.12156862745098,1.4724801109027408
347.01,CAND,0.011060999315537303,0.196,832.0,TBD,,0.6461336677115987,0.0002982525896826716,G,0,1.2745098039215685,1.0072561457054086
3470.01,CAND,0.008873281861738535,1.456,14500.0,TBD,,0.58937868338558,0.0004182754825586893,G,0,3.8627450980392157,1.0550766994527137
3471.01,CAND,0.023967343189596167,3.614,14870.0,TBD,,0.4103821943573668,0.00029410868702410347,G,0,3.4901960784313726,1.0206391010598226
3473.01,CAND,0.011052032854209446,2.892,11250.0,TBD,,0.6810598119122258,0.00042837162589686535,F,0,5.4941176470588236,1.3767836243907912
3474.01,CAND,0.010619936755646818,3.745,12120.0,TBD,,0.5500867711598746,0.0003418719693318679,F,1,5.768627450980392,1.130726538547115
3475.01,CAND,0.007613104175222451,3.182,11540.0,TBD,,0.7116201880877743,0.0004348092107047361,A,1,7.894117647058824,1.7660040853332009
3476.01,CAND,0.011827177549623544,2.68,14340.0,TBD,,0.5369894670846395,0.0003759938788569381,A,0,5.96078431372549,1.7882437588007007
3477.01,CAND,0.009203090212183436,3.771,10780.0,TBD,,0.6068417554858934,0.0003535966023592909,F,1,6.450980392156863,1.1712405385195546
3478.01,CAND,0.0050061878165639975,3.053,16730.0,TBD,,0.6679625078369906,0.000488288220817422,F,0,7.682352941176471,1.1534515493519495
3479.01,CAND,0.006014640657084189,3.052,6040.0,TBD,,0.6417678996865204,0.00028533307390292656,G,0,6.572549019607843,0.9936905612010671
348.01,CAND,0.0013510198494182067,1.79,1660.0,TBD,,0.6592309717868339,0.00014964760863595708,G,0,12.847058823529412,1.0729275319451466
3483.01,CAND,0.003960794250513347,1.547,4430.0,TBD,,0.7902040125391849,0.0003064886578084701,G,0,6.109803921568627,1.0665313967989
3484.01,CAND,0.01421080876112252,5.187,7570.0,TBD,,0.7902040125391849,0.0003965754263062115,F,0,6.043137254901961,1.196667909300815
3485.01,CAND,0.03241984038329911,2.865,770.0,TBD,,0.3361641379310345,5.4387367372028366e-05,K,1,2.2509803921568627,0.7171300900545642
3486.01,CAND,0.0060719575633128,1.456,15020.0,TBD,,0.35362721003134795,0.00025155361531099607,K,1,3.980392156862745,0.7935723597314884
3487.01,CAND,0.04382908993839836,4.452,14340.0,TBD,,0.47150294670846393,0.00047602650647039844,G,1,3.827450980392157,0.952475922612827
3488.01,CAND,0.01906322546201232,4.4,1040.0,TBD,,0.41474796238244516,7.249341339958404e-05,G,0,4.6117647058823525,1.042470335792768
3489.01,CAND,0.010357894318959617,3.582,12530.0,TBD,,0.5369894670846395,0.0003383563039966855,G,0,5.011764705882353,0.8962449425245588
349.01,CAND,0.007261355236139631,3.791,10286.5,TBD,,0.5457210031347962,0.0003442863715942916,F,1,7.458823529411765,1.1128497206348371
3490.01,CAND,0.024999605475701573,2.567,35730.0,TBD,,0.32743260188087775,0.0003566022868084306,K,1,2.592156862745098,0.8764739683300353
3492.01,CAND,0.0252502006844627,5.011,3380.0,TBD,,1.1307339184952978,0.0003772749902614895,F,0,4.588235294117647,1.2494417773033184
3493.01,CAND,0.04469120054757016,4.4079827,763.881507,TBD,,0.5289171183485893,8.346217837994289e-05,G,0,3.1138818537254904,1.0616721618508589
3494.01,CAND,0.02122051718001369,1.4457234,5442.398668,TBD,,0.1343875079247649,5.689097440702133e-05,M,1,1.3799052450980391,0.2860111633770267
3495.01,CAND,0.023033578644763863,2.452,390.0,TBD,,0.8382274608150471,9.79789074849334e-05,F,0,3.5843137254901962,1.3463840326244791
3498.01,CAND,0.013361720739219714,6.5928419,6344.141178,TBD,,0.3273038117241379,0.00019551354031682307,K,1,3.041750499607843,0.7211362209448775
3499.01,CAND,0.012594459685147158,8.1516475,3840.323904,TBD,,1.3635603709304074,0.00048129931957130564,G,0,7.471139674509804,1.0115885972996215
350.01,CAND,0.006879561943874059,1.417,4449.3,TBD,,0.37109028213166145,0.00015313986905124855,G,0,4.176470588235294,0.6783508078283911
3500.01,CAND,0.02012611690622861,3.8475431,1314.709496,TBD,,0.479400664723511,9.846171402714484e-05,G,1,3.6401540556862746,0.9414829236718821
3501.01,CAND,0.04202397015742642,2.9340007,23822.89819,TBD,,0.43766387874608154,0.00046159795232150194,G,1,2.9322559905882355,0.30533500271693126
3502.01,CAND,0.009435427515400411,1.5251339,4373.381517,TBD,,0.6742361601467085,0.000370271255223514,A,1,7.198069231372549,1.8729632874836788
3503.01,CAND,0.0032542365503080086,1.9621031,2522.089647,TBD,,0.7805512994357366,0.00022967647743462406,A,1,11.61218197647059,2.083282116159145
3504.01,CAND,0.00590592114989733,2.16,18850.0,TBD,,0.45840564263322886,0.0003570753125578035,G,1,5.6,1.0592417575426378
3506.01,CAND,0.012315730047912388,2.949,10000.0,TBD,,0.5151606269592477,0.0003070553032374063,G,0,4.407843137254902,0.969126590457057
3510.01,CAND,0.00786566598220397,2.663,11760.0,TBD,,0.48023448275862074,0.0002932390094744754,G,1,5.43921568627451,1.0361004573656054
3511.01,CAND,0.0029710984257357975,0.515,17390.0,TBD,,0.4322110344827586,0.0005612820067675143,K,0,3.1882352941176473,0.747974658748598
3514.01,CAND,0.004121161396303901,1.299,24440.0,TBD,,0.3885533542319749,0.0003539464443197646,G,0,4.988235294117647,1.0032207549152548
3516.01,CAND,0.006849245995893223,1.541,3540.0,TBD,,0.6897913479623824,0.0002516595533694494,G,0,5.454901960784314,1.0469613972541827
3517.01,CAND,0.009224219849418206,2.744,12740.0,TBD,,0.5151606269592477,0.00033324417675737,G,0,5.035294117647059,1.0148001195428156
3519.01,CAND,0.009582627241615332,3.857,6020.0,TBD,,0.7378147962382445,0.00032343135613366206,G,0,6.341176470588235,1.0675541282853858
352.01,CAND,0.03182340862422998,2.783,44708.7,TBD,,0.3885533542319749,0.0005104933306043864,G,0,2.592156862745098,0.6329895034487436
3520.01,CAND,0.00824060643394935,3.093,9270.0,TBD,,0.637402131661442,0.0003464420879000271,G,0,6.117647058823529,1.0998215034855505
3522.01,CAND,0.009150714579055442,1.918,14420.0,TBD,,0.3929191222570533,0.00026984394428674485,G,0,3.9137254901960783,0.8935143134424274
3523.01,CAND,0.006310791238877481,3.53,11260.0,TBD,,0.6897913479623824,0.0004197610790528134,F,0,7.8392156862745095,1.3801639169387583
3527.01,CAND,0.004806371800136893,1.578,5170.0,TBD,,1.0477843260188089,0.0004529172276729141,G,0,5.588235294117647,1.079043563510979
3531.01,CAND,0.010430508418891172,4.333,13480.0,TBD,,0.6941571159874608,0.00046834969274620216,F,0,7.101960784313725,1.4302460062550784
3537.01,CAND,0.015371224640657084,1.571,15300.0,TBD,,0.46713717868338556,0.000501047597671598,G,1,3.776470588235294,1.0749395707719376
3538.01,CAND,0.02000415961670089,3.057,8170.0,TBD,,0.6897913479623824,0.00035264808718476733,F,0,4.035294117647059,1.258724452336057
3539.01,CAND,0.016699243805612596,3.262,13670.0,TBD,,0.4846002507836991,0.00032476913208110704,F,0,4.411764705882353,1.2395454418471703
354.01,CAND,0.00821429815195072,1.8146446,9031.119833,TBD,,0.6166341731661442,0.0005158408940920733,G,0,5.847496764705883,1.0293198828346801
3541.01,CAND,0.006932104038329911,2.575,8850.0,TBD,,0.4933317868338557,0.0002682647281130575,G,1,5.882352941176471,1.0684971843334305
3542.01,CAND,0.011504765503080081,2.786,9380.0,TBD,,0.6199390595611285,0.00035265547821210127,F,0,5.517647058823529,1.4361281130803747
3545.01,CAND,0.008726822450376454,2.998,10060.0,TBD,,0.7159859561128527,0.0004113673356772239,F,0,6.270588235294118,1.3561389548962741
3546.01,CAND,0.014240484325804244,3.065,6380.0,TBD,,0.554452539184953,0.0002548500135019379,F,1,4.694117647058824,1.148745801223634
3547.01,CAND,0.011400672689938399,1.602,12440.0,TBD,,0.5850129153605016,0.00039006639490077934,K,0,3.1137254901960785,0.8646216217743394
3549.01,CAND,0.005103511019849419,3.46,3520.0,TBD,,0.6854255799373041,0.000305766800805521,F,0,12.811764705882354,1.36274877377918
355.01,CAND,0.0028400731006160166,0.8441183,1129.090225,TBD,,0.5747533168438871,0.00011344769206654054,F,1,8.307485972549019,1.1257919943298091
3550.01,CAND,0.0030777347022587272,1.229,1350.0,TBD,,0.8993482131661442,0.00019004868861637365,A,0,8.294117647058824,1.8635924221910534
3551.01,CAND,0.008742057221081451,4.003,3980.0,TBD,,0.977932037617555,0.0003466539640169337,F,0,7.188235294117647,1.297515431798887
3552.01,CAND,0.0025421530458590007,0.965,2470.0,TBD,,1.0565158620689654,0.000334574561677481,F,0,6.36078431372549,1.1755665690977397
3556.01,CAND,0.011275687611225188,2.465,15320.0,TBD,,0.6548652037617555,0.0004567063610194526,F,0,4.850980392156862,1.272913853911604
3558.01,CAND,0.007030223682409308,2.032,12080.0,TBD,,0.5850129153605016,0.00035896248820373877,G,0,5.137254901960785,1.063716979838124
3559.01,CAND,0.006957288432580424,1.629,6480.0,TBD,,0.6985228840125391,0.0003436679889740178,A,1,7.52156862745098,2.403568260263919
356.01,CAND,0.015795920602327172,3.566,3830.0,TBD,,0.6985228840125391,0.0002579222171970832,G,0,4.423529411764706,0.9568777593258596
3560.01,CAND,0.005421855989048597,2.898,1550.0,TBD,,0.5631840752351097,0.00012478296084665955,F,1,7.862745098039215,1.2699771754142861
3561.01,CAND,0.011300941820670773,2.841,19780.0,TBD,,0.6286705956112852,0.0004999414072472835,A,1,6.2784313725490195,1.8592657935242694
3564.01,CAND,0.011190403011635866,4.443,14920.0,TBD,,0.6766940438871474,0.00048345941629257446,F,0,7.133333333333334,1.5969079811106985
3566.01,CAND,0.00483076167008898,2.162,20550.0,TBD,,0.5238921630094044,0.0004693228446785056,F,1,7.882352941176471,1.321231706458822
3567.01,CAND,0.005474375359342916,1.189,11750.0,TBD,,0.46713717868338556,0.0003173978141533807,G,1,4.576470588235294,1.0031919775197817
3568.01,CAND,0.012101164407939768,2.232,7160.0,TBD,,0.3448956739811912,0.00016668368027313455,K,1,3.443137254901961,0.8088550059881623
357.01,CAND,0.0025734877481177277,1.122492,587.9364245,TBD,,1.111742827586207,0.00016297081247397936,F,0,12.244897556862744,1.243093673283744
3570.01,CAND,0.005770831485284052,3.012,9780.0,TBD,,0.58937868338558,0.0003246755124015437,B,0,12.91764705882353,2.9059225298559563
3571.01,CAND,0.008233535934291582,3.308,9300.0,TBD,,0.8076670846394984,0.0004442426252586345,F,0,7.6,1.7256787526518804
3573.01,CAND,0.02687748884325804,3.341,6510.0,TBD,,0.6504994357366771,0.00031355447993972654,G,0,4.090196078431372,1.0939287388253505
3575.01,CAND,0.02213430253251198,1.991,6180.0,TBD,,0.5020633228840125,0.00034946748175539074,G,1,3.8823529411764706,1.0327903604857767
3576.01,CAND,0.012700738672142367,3.747,11510.0,TBD,,0.5238921630094044,0.00032139143258949176,G,0,4.815686274509804,0.9794425951294105
3577.01,CAND,0.014416695140314854,2.875,2880.0,TBD,,0.6985228840125391,0.0002182257484891699,G,0,4.431372549019608,1.0736345044747269
3578.01,CAND,0.003605940862422998,1.753,640.0,TBD,,0.755277868338558,0.00011222289536292231,F,0,8.576470588235294,1.5801877887055154
358.01,CAND,0.024925630937713893,1.8450608,15909.09345,TBD,,0.5278431830721003,0.00043361643193152847,G,0,3.584347732156863,0.9716391779001261
3582.01,CAND,0.01209268501026694,3.842,10620.0,TBD,,0.6199390595611285,0.0003609432835292375,G,0,5.313725490196078,1.064616478046644
3585.01,CAND,0.009696355920602327,2.015,2640.0,TBD,,0.3579929780564263,0.0001093413801729929,K,1,3.7215686274509805,0.7417271905662817
3586.01,CAND,0.030977079534565365,3.351,31350.0,TBD,,0.3230668338557994,0.00032699136763284805,K,1,2.6941176470588237,0.8148542491341405
3588.01,CAND,0.010137954551676933,4.414,3650.0,TBD,,0.9604689655172415,0.0003262966110634568,F,0,7.2784313725490195,1.4370168373575103
3589.01,CAND,0.008440963449691993,3.814,14650.0,TBD,,0.7028886520376175,0.0004913579608367892,A,1,8.137254901960784,1.8041317402497392
3590.01,CAND,0.012066657905544148,1.673,4780.0,TBD,,0.8120328526645768,0.0003369963549672387,F,0,4.262745098039216,1.3856143854195382
3591.01,CAND,0.02322903381245722,3.432,6200.0,TBD,,0.720351724137931,0.0003168705875368922,G,0,3.6980392156862747,1.0655758852118744
3593.01,CAND,0.010465343463381247,2.384,12760.0,TBD,,0.4322110344827586,0.0002879544249307009,G,1,4.101960784313725,0.9202098640174479
3594.01,CAND,0.025530661190965094,2.008,12400.0,TBD,,0.5020633228840125,0.00032125346674592465,G,1,2.4784313725490197,0.9638560457450253
3596.01,CAND,0.01343392991101985,3.329,7000.0,TBD,,0.44094257053291536,0.00021098722268587684,G,1,4.921568627450981,1.0996620629484262
3598.01,CAND,0.010139888843258043,1.74,12460.0,TBD,,0.6548652037617555,0.00044381887302482145,F,0,4.372549019607843,1.2156232931295539
3599.01,CAND,0.008904340041067762,2.711,11410.0,TBD,,0.3929191222570533,0.0002389075675426072,G,0,4.827450980392157,0.9356243456976644
3600.01,CAND,0.01373355126625599,3.4,8050.0,TBD,,0.7989355485893417,0.00040236506438447254,F,0,5.341176470588235,1.3725199777665371
3601.01,CAND,0.01109299356605065,3.028,6100.0,TBD,,0.6330363636363636,0.0002759760332981456,F,0,5.352941176470588,1.217173531193048
3602.01,CAND,0.0065369327857631755,2.635,14700.0,TBD,,0.554452539184953,0.0003967306378802245,F,1,6.6196078431372545,1.3496586331046996
3603.01,CAND,0.003471142231348392,0.953,6350.0,TBD,,0.3929191222570533,0.00020342743356113475,G,0,4.576470588235294,0.9143269354481847
3605.01,CAND,0.010007649828884326,4.085,12020.0,TBD,,0.6810598119122258,0.00042348369315334624,F,0,6.474509803921569,1.2556415888921166
3609.01,CAND,0.017483323750855578,3.733,6840.0,TBD,,0.5107948589341693,0.0002395764555163297,G,0,4.180392156862745,0.9749631888492981
361.01,CAND,0.00420305325119781,0.9492628,2977.63065,TBD,,0.32506329957366775,0.00016839417587432754,K,1,4.082265337254902,0.7878273658422039
3610.01,CAND,0.004760096919917865,2.047,3690.0,TBD,,0.7509121003134797,0.0002844116591619608,G,0,7.803921568627451,0.9631044486706346
3611.01,CAND,0.00842827460643395,3.612,7480.0,TBD,,0.7159859561128527,0.00035853380861836966,F,0,6.5019607843137255,1.1811476526357472
3613.01,CAND,0.008623024777549624,2.749,18940.0,TBD,,0.41911373040752353,0.00033681650663544587,G,1,5.117647058823529,1.0403008687766013
3615.01,CAND,0.008576664476386036,3.641,4240.0,TBD,,0.7378147962382445,0.0002690235402526765,G,0,6.141176470588236,1.0195062776891215
3616.01,CAND,0.006621376317590691,2.511,4900.0,TBD,,1.2660727272727272,0.0005124199250627694,F,0,7.627450980392157,1.6497285522083258
3617.01,CAND,0.008854735112936345,2.181,8840.0,TBD,,0.7159859561128527,0.0003889109309609051,F,0,4.952941176470588,1.1279872512637599
3618.01,CAND,0.009556162354551678,1.777,12130.0,TBD,,0.5238921630094044,0.00033430109366612483,F,1,4.247058823529412,1.1507447102211725
3619.01,CAND,0.00875758083504449,3.388,12860.0,TBD,,0.7465463322884013,0.00047461482024961405,F,0,6.094117647058823,1.171139734190447
362.01,CAND,0.019484900752908967,2.09,4550.0,TBD,,0.4496741065830721,0.00017357187138079838,G,1,3.1372549019607843,0.9960724872320277
3620.01,CAND,0.01338738699520876,2.738,5930.0,TBD,,0.7072544200626959,0.00032131505864037426,G,0,4.227450980392157,1.0037984579623962
3622.01,CAND,0.008796722792607802,3.37,10330.0,TBD,,0.5675498432601881,0.0003240866938906057,G,0,5.7254901960784315,1.0244793282428692
3623.01,CAND,0.01573235263518138,3.327,7750.0,TBD,,0.5195263949843261,0.00026437212038384376,G,0,4.376470588235295,1.0561130714239864
3624.01,CAND,0.02095032087611225,3.752,2810.0,TBD,,0.6504994357366771,0.00019698295046108574,F,0,4.301960784313725,1.1454840119573422
3625.01,CAND,0.008134321423682409,3.201,12590.0,TBD,,0.5675498432601881,0.00036893298407723765,F,1,6.117647058823529,1.1494847123393777
