toi,tid,tfopwg_disp,rastr,ra,decstr,dec,st_pmra,st_pmdec,pl_tranmid,pl_orbper,pl_trandurh,pl_trandep,pl_rade,pl_insol,pl_eqt,st_dist,st_teff,st_logg,st_rad
4229.01,319282294,FP,07h21m10.63s,110.294291,-09d30m02.15s,-9.500598,-1.076,1.827,2458514.968,1.1385671,1.897,6220,16.0326,13181.3,2985,2348.86,9024,4.19,2
423.01,43647325,KP,05h04m19.65s,76.081891,-06d13m47.21s,-6.22978,20.664,10.822,2459176.768,3.1615697,3.1425792,17482.23281,14.8619546,758.1026175,1338.294671,202.218,6072,4.41,1.0977401
4230.01,128127712,PC,07h50m41.55s,117.673125,-26d31m33.53s,-26.52598,,,2458515.69,1.9409946,1.868,3200,,616.916,1388,,5436.9,,
4231.01,127895118,PC,07h49m53.31s,117.472121,-28d21m12.54s,-28.353484,-2.777,3.373,2458511.552,3.2970252,2.279,6550,13.4619,2098.67,1885,1175.96,8945,4.35,1.67
4232.01,126357909,FP,07h43m14.3s,115.809569,-26d14m21.45s,-26.239291,-17.136,8.553,2458513.958,1.2247985,1.645,7640,8.32531,1294.24,1670,591.382,5699,4.55,0.89
4233.01,113295476,PC,07h33m03.98s,113.266602,-30d06m14.75s,-30.104096,-5.172,9.271,2458514.824,1.820443,2.643,7330,16.6319,2155.48,1898,1469.53,6079,3.92,1.94
4234.01,81055189,PC,07h05m25.22s,106.355066,-21d06m34.29s,-21.109526,-1.854,12.205,2458515.925,0.908232,2.28,5020,8.54322,7791.46,2617,1003.03,6481,4.38,1.23
4235.01,157528286,PC,07h06m31.95s,106.633113,-38d03m16.19s,-38.054496,-1.926,4.019,2459251.04,1.6562803,0.929,5610,9.54495,291.778,1151,706.679,6044,4.29,1.25
4236.01,36227841,PC,09h59m24.92s,149.853813,-45d26m57.67s,-45.449353,-6.003,3.499,2459304.833,0.4021282,0.804,2430,18.3131,17100.1,3185,1171.09,6115,3.72,2.45
4237.01,30825828,PC,08h59m01.49s,134.756209,-42d11m12.49s,-42.186803,-12.528,6.762,2459275.547,3.0482015,2.433,7620,,464.675,1293,616.409,5774.7,,
4238.01,24615998,PC,09h25m35.03s,141.395946,-33d13m46.03s,-33.229454,-6.345,7.72,2459277.637,1.2732245,1.634,23100,13.8628,1086.11,1599,395.573,4973,4.49,0.85
4239.01,22121296,PC,09h54m15.77s,148.56571,-25d05m36.9s,-25.093582,-6.626,2.254,2459277.477,2.8132443,3.717,5310,13.996,2289.3,1927,1126.25,6614,4.05,1.85
424.01,117979694,FP,04h47m41.11s,71.921274,-17d44m42.01s,-17.745004,-13.762,19.567,2458438.721,0.99114,1.623,760,2.1212,1463.2,1723,103.69,5059,4.61,0.75
4240.01,19547831,PC,09h18m38.8s,139.661657,-32d44m55.39s,-32.748719,-6.186,4.542,2459267.532,10.1238604,2.239,7090,15.7944,79.2946,831,949.356,6531,4.05,1.81
4241.01,4102368,PC,09h21m18.8s,140.328336,-39d19m30.06s,-39.325017,-10.393,-10.951,2458562.364,3.1124985,2.761,16660,14.3339,406.945,1251,598.001,5412.6,,1.08
4242.01,445582110,PC,07h32m42.03s,113.17513,-51d59m53.33s,-51.998148,-0.183,14.838,2459299.527,3.0579913,2.905,7420,14.1536,713.213,1439,656.6,5967,4.07,1.59
4243.01,400683848,PC,08h57m29.12s,134.371324,-52d02m22.49s,-52.039581,-0.7,-9.192,2459303.955,1.08833,2.417,540,9.94597,6126.37,2464,650.191,6127,3.25,4.22
4244.01,393340920,PC,08h42m50.25s,130.709387,-46d12m47.98s,-46.213327,0.05,0.887,2459303.352,1.8665254,3.109,3606,10.2057,2933.46,2050,767.846,6310.3,,1.61
4245.01,52928939,PC,08h23m13.5s,125.806237,-45d47m32.85s,-45.792458,-17.41,28.214,2459276.459,3.1530578,1.727,3900,5.32131,221.283,1074,211.183,5093,4.52,0.8
4246.01,291465998,PC,07h24m26.71s,111.111271,-51d41m50.51s,-51.697365,-3.617,-3.277,2459270.584,12.8860009,4.866,11770,12.1436,121.215,924,600.771,6126,4.41,1.11
4247.01,286153328,PC,08h15m38.97s,123.912362,-50d37m15.07s,-50.620853,-46.762,19.713,2458563.643,4.3537052,3.237,32400,19.599,368.289,1220,631.768,5883,4.39,1.1
4248.01,190986054,PC,08h57m43.98s,134.433236,-38d22m16.13s,-38.371148,-18.742,10.358,2458561.898,5.1442317,5.856,4310,13.8382,1708,1790,654.475,5936,4.18,2.09
4249.01,269568703,PC,07h57m55.37s,119.480728,-52d39m03.72s,-52.651034,-4.533,8.446,2458562.122,6.773653,3.078,6620,19.1292,118.065,918,,4360.5,,2.12
425.01,169532369,FP,05h12m23.73s,78.098877,-13d36m20.29s,-13.605635,0.246,-4.76,2458440.311,3.60364,3.728,6281.32,14.1007,2312.7,1931,631.385,6896.7,4.17,1.62
4250.01,269249506,PC,07h55m12.1s,118.800431,-48d42m11.33s,-48.703146,-2.574,1.116,2459272.138,4.0185922,4.47,6230,13.9642,2154.02,1897,1432.78,7156,4.15,1.77
4251.01,192520375,PC,09h12m12.55s,138.052275,-39d39m28.54s,-39.657928,-5.496,3.348,2459278.486,0.9109508,1.473,4720,13.0531,18809.1,3262,1297.87,9421,4.31,1.79
4252.01,145038729,PC,08h46m52.81s,131.72005,-51d11m27.66s,-51.191017,-10.768,12.123,2459301.061,2.6085023,1.473,10330,12.672,712.029,1439,631.32,7302,4.49,1.21
4253.01,145249556,PC,08h47m52.7s,131.969597,-50d28m14.18s,-50.470606,-4.211,10.659,2459299.819,3.4192373,2.747,17620,,485.925,1308,884.15,5658.5,,
4254.01,92744152,PC,08h35m42.6s,128.927489,-53d49m41.74s,-53.82826,-2.955,4.388,2459305.481,1.1462769,2.394,3620,12.8874,6593.33,2510,955.191,6416,3.9,2.12
4255.01,82302240,PC,08h17m24.35s,124.351447,-45d24m23.55s,-45.406543,-3.26,6.8,2459275.73,2.5057108,1.962,3170,12.9673,2430.56,1956,1131.58,8330,4.04,2.26
4256.01,77102895,FP,09h24m59.48s,141.247814,-42d47m59.15s,-42.799765,-7.42,8.119,2459303.475,1.0962372,2.336,2460,15.7533,6446.8,2496,1391.51,6519,3.54,3.25
4257.01,75208638,PC,09h14m57.86s,138.741096,-45d07m22.69s,-45.122969,-10.617,7.292,2459302.335,4.6512523,2.251,3110,6.22936,432.038,1270,407.374,7192,4.56,1.1
4258.01,74484886,FP,09h09m57.69s,137.490377,-43d12m06.19s,-43.201719,-3.138,0.456,2459298.033,3.8505662,2.499,6070,16.5768,475.693,1301,1080.66,6353,3.88,2.13
4259.01,268643535,PC,07h49m19.21s,117.330048,-51d15m42.14s,-51.261706,-3.992,0.508,2459300.285,8.9617618,1.536,10710,13.1691,57.5298,767,390.587,5435.5,,1.17
426.01,189013224,PC,05h16m24.53s,79.102193,-15d30m36.87s,-15.510242,5.456,-25.589,2458438.524,1.3205037,2.0155519,469.4537481,2.1611735,1677.157195,1632.161735,113.59,5731,4.46,0.98926
4260.01,74967390,PC,09h13m40.9s,138.420407,-43d10m49.71s,-43.180476,-18.41,13.045,2459297.736,5.4588359,4.555,3290,8.59319,809.823,1486,764.85,6349,,1.41
4261.01,74197917,PC,09h09m08.41s,137.285031,-46d11m04.74s,-46.184649,-2.682,2.327,2458567.169,1.5040804,2.955,6130,,558.567,1354,,3810.2,,
4262.01,53365065,PC,08h25m20.5s,126.335415,-47d02m34.97s,-47.043046,-18.522,19.434,2459276.291,5.9977892,4.322,7750,11.3071,627.104,1394,337.209,6613,4.36,1.29
4263.01,48276576,PC,09h52m20.79s,148.08664,-34d57m28.4s,-34.95789,-6.708,3.585,2458566.82,0.8338716,1.62,4020,8.75677,3840.84,2193,1001.77,6071,4.2,1.39
4264.01,45996325,PC,10h00m19.33s,150.080535,-39d39m34.42s,-39.65956,-7,-0.6,2459304.328,3.1582574,2.202,6520,8.3204,1158.1,1625,,7606.3,,1.01
4265.01,118308828,PC,08h34m48.37s,128.701521,-56d19m54.58s,-56.331828,-12.294,14.66,2459301.933,3.7353995,1.836,2360,8.61993,230.421,1085,538.114,5895,4.1,1.53
4266.01,442050698,PC,09h43m06.88s,145.77866,-58d30m38.79s,-58.510776,-10.956,7.607,2459304.549,0.8118599,1.011,6360,16.8103,759.254,1462,1039.14,5051.7,,1.97
4267.01,80783538,PC,11h04m16.86s,166.070243,-49d49m17.39s,-49.821498,-6.707,2.203,2459304.29,1.2125518,1.345,5570,11.5507,1793.06,1812,963.819,6719,4.25,1.48
4268.01,341272282,PC,07h57m14.81s,119.311724,-56d57m46.53s,-56.962926,-22.247,6.065,2459304.023,0.8133123,1.079,310,4.37963,6736.59,,433.157,8265,,2.12
4269.01,178657161,PC,11h03m26.14s,165.858908,-44d16m07.59s,-44.268776,-11.187,13.301,2459305.026,4.5766216,4.957,3630,,903.303,1527,575.478,5816.5,,
427.01,70914192,APC,04h18m37.7s,64.657083,-17d25m11.4s,-17.419833,5.773,4.441,2459199.01,0.6090253,1.099,6100,15.1945,8004.34,2635,151.054,5271.7,4.34,1.02
4270.01,151920165,PC,11h14m15.33s,168.563889,-37d54m36.48s,-37.910133,-0.632,0.544,2459303.974,3.4671474,2.405,4770,11.6401,391.83,1239,683.062,5886,4.07,1.58
4271.01,146842334,PC,10h43m35.15s,160.896457,-47d15m22.79s,-47.256331,4.5,3.5,2459302.59,4.5016828,4.849,4800,,874.812,1515,460.819,5829,,
4272.01,146664561,PC,10h39m55.1s,159.97958,-43d46m13.4s,-43.770389,-13.113,9.012,2459305.56,2.7302636,2.645,9410,13.7961,945.722,1544,770.937,6307,4.25,1.39
4273.01,133331642,PC,09h59m00.34s,149.751407,-48d11m55.18s,-48.198662,-8.729,4.391,2459302.624,2.9346956,3.447,11160,23.898,1718.88,1793,1370.72,6728,3.9,2.23
4274.01,290388627,PC,11h34m52.36s,173.718159,-63d26m44.95s,-63.445819,-7.336,-0.125,2458623.26,0.4459623,1.359,11500,18.2593,39025.1,3915,1321.29,8878,4.33,1.7
4275.01,363635669,PC,09h50m51.16s,147.713157,-62d12m11.19s,-62.203109,-4.721,-0.982,2459305.084,0.761774,1.275,2360,,2904.23,2045,689.348,6132.7,,
4276.01,469811655,PC,19h59m54.03s,299.975106,-73d52m33.36s,-73.875934,-1.71,-89.061,2459043.954,11.851162,3.376,4580,,112.345,906,,4983,,
4277.01,466682238,PC,19h41m24.31s,295.351296,-76d13m11.52s,-76.219867,6.436,-16.652,2459055.669,3.2738129,3.306,13200,14.6729,786.258,1475,748.416,5976,4.27,1.27
4278.01,466222485,PC,20h11m28.41s,302.868371,-64d20m46.62s,-64.346282,-7.35,-3.78,2459058.679,1.7519943,1.624,4360,9.23623,559.892,1355,688.773,5483,4.14,1.39
4279.01,407146536,PC,15h40m39.68s,235.165334,-81d12m11.94s,-81.203316,-7.455,-11.535,2459362.85,2.0977443,3.3908262,2519.663151,15.2538867,7779.722044,2395.304717,628.105,5914.8,3.59,2.7729599
428.01,117979850,APC,04h47m14.38s,71.809927,-17d14m55.01s,-17.248613,-85.471,-66.476,2459198.926,0.6333315,0.404,320,6.24344,451.285,1284,121.888,5713,3.67,2.35
4280.01,387193925,PC,20h18m48.22s,304.700911,-58d41m14.46s,-58.687351,1.02,0.71,2459055.691,3.518972,3.21,13820,13.7987,650.74,1407,709.048,5972,4.35,1.16
4281.01,384386061,PC,16h37m28.5s,249.368745,-80d58m26.66s,-80.974073,,,2458672.127,5.7612135,3.451,7700,,281.843,1141,,5558.7,,
4282.01,374348168,PC,20h07m59.77s,301.999038,-70d36m56.13s,-70.615591,18.25,-10.596,2459045.476,13.5098037,2.695,24500,16.3981,47.2072,730,334.396,5780,4.51,0.94
4283.01,343952976,PC,18h27m18.88s,276.828678,-77d07m53.95s,-77.131653,1.843,-16.178,2458680.566,3.0130918,2.343,14150,17.5256,1326.03,1681,417.879,6838,4.32,1.4
4284.01,280726137,PC,23h02m52.62s,345.719245,-80d08m22.09s,-80.13947,0.179,2.963,2459056.257,3.5008785,4.719,5110,13.2886,1615.69,1766,1038.06,5759,4.3,1.81
4285.01,310105752,PC,16h43m33.78s,250.890747,-75d59m18.29s,-75.988414,3.496,-5,2458682.138,1.170544,1.377,4890,9.32657,1636.5,1771,746.443,6328,4.36,1.23
4286.01,294097592,PC,07h10m05.61s,107.523368,-55d51m23.61s,-55.856558,4.721,-3.08,2458682.236,1.0268508,2.172,1430,3.2806,2280.33,1925,415.392,4938,4.49,0.85
4287.01,290407621,PC,15h39m24.82s,234.853397,-85d28m25.47s,-85.473742,-2.174,-1.595,2458679.062,4.2340008,2.658,5590,14.8194,723.202,1444,939.295,6387,4,1.86
4288.01,278821913,PC,06h40m47.72s,100.198832,-56d32m46.94s,-56.546373,22.333,27.087,2459298.722,6.0597024,1.207,7750,7.95469,15.9985,557,372.21,5036,4.54,0.82
4289.01,278540265,PC,08h04m45.21s,121.188359,-82d03m56.75s,-82.065763,4.124,0.125,2459058.297,2.9757432,4.473,6980,18.7957,1946.38,1850,610.604,6025,3.81,2.18
429.01,259592689,PC,04h51m54.55s,72.977308,-53d49m46.65s,-53.829626,49.861,223.713,2459129.916,,10.283,8988,10.2814,139.877,958,120.218,5216,4.43,0.95
4290.01,278196907,PC,07h19m15.65s,109.815227,-80d28m25.6s,-80.473777,-4.659,-9.221,2459252.187,1.1771655,1.037,1110,3.09637,954.861,1548,228.13,5313,4.59,0.8
4291.01,257520272,PC,19h22m07.3s,290.530405,-83d14m00.41s,-83.233448,7.279,-9.133,2459043.199,12.1525744,5.033,5140,9.22353,164.363,997,753.31,6029,4.27,1.28
4292.01,255918903,PC,17h46m32.11s,266.633808,-70d24m35.32s,-70.409811,3.862,-0.178,2458679.77,1.7203479,2.607,7490,9.79651,1816.72,1818,641.969,5878,4.36,1.13
4293.01,101696403,PC,20h11m54.83s,302.978454,-49d00m05.65s,-49.001569,4.345,-28.993,2459059.497,1.6242109,2.273,17740,14.9916,1180.41,1632,472.755,5705,4.39,1.06
4294.01,30499203,PC,19h02m30.84s,285.628501,-31d32m35.56s,-31.54321,-5.418,-4.815,2458677.764,2.4330551,1.882,15280,,359.358,1212,726.227,5512,,
4295.01,325527653,PC,00h18m31.79s,4.632474,-84d21m36.03s,-84.360009,15.483,-5.997,2459038.494,11.3927251,4.397,7770,10.0164,71.5328,810,575.978,5217,4.28,1.14
4296.01,72668830,APC,02h13m48s,33.449996,-27d52m03.64s,-27.867678,-9.49,-64.522,2458399.49,19.9706574,1.8801996,1037.379906,3.1454612,24.4738096,567.2769582,115.716,4985,4.45,0.899081
4297.01,28116365,PC,00h57m24.45s,14.351872,-21d33m01.71s,-21.550474,101.444,23.048,2458391.647,16.5272651,3.5945709,1074.429751,2.9241556,27.0141494,581.4569608,132.887,5030,4.53132,0.821739
4298.01,146282666,PC,02h23m57.16s,35.988175,-34d06m35.76s,-34.109932,-7.434,-115.125,2458398.396,722.2619756,7.7126298,480.796335,2.7207078,0.6771439,231.3609161,125.077,5857,4.26578,1.22059
4299.01,67535663,PC,12h08m24.13s,182.100526,-55d02m49.52s,-55.047088,-26.664,-4.989,2459329.652,6.6019866,5.754,600,3.55715,1325.35,1680,284.376,6758,4.28,1.45
430.01,459942762,FP,04h01m06.83s,60.278439,+04d32m27.12s,4.540868,40.555,-62.99,2458438.838,0.58644,1.441,443.281,2.31276,6607.5,2511,66.5727,5997.7,,1
4300.01,266843799,FP,11h42m09.59s,175.539949,-57d22m06.56s,-57.368489,-7.127,-4.654,2459331.491,0.8062768,1.963,660,9.05313,18112.6,3231,668.389,7311.1,4.16,3.37
4301.01,307079330,PC,11h05m00.23s,166.25097,-46d02m04.34s,-46.034539,-64.498,18.916,2459321.853,6.5446289,2.306,710,3.43752,731.207,1448,143.833,5686,4.46,0.98
4302.01,182078202,PC,00h58m56.68s,14.736175,-76d35m23.61s,-76.589893,167.08,-46.002,2458347.765,38.7617056,4.6125854,748.329209,2.7276166,13.9589669,492.9842774,132.802,5653,4.55306,0.876001
4303.01,200296137,PC,04h49m25.53s,72.356386,-43d21m13.27s,-43.353685,45.909,0.569,2458438.485,8.6110844,2.0181798,542.6102038,4.3063675,716.9343478,1319.743697,256.048,6908,4.12055,1.76524
4304.01,366443426,KP,08h26m27.8s,126.615828,+10d04m49.34s,10.080371,-48.143,0.059,2459550.37,15.5719921,5.118,2630,2.5066,148.891,973,106.289,6352.33,4.30502,1.31
4305.01,372068780,PC,20h41m46.46s,310.443577,-68d08m05.95s,-68.134987,14.324,16.837,2458679.491,183.0019106,2.5483505,396.3670005,5.5931205,22.4438469,555.1292025,159.007,6200,3.63371,2.7539101
4305.02,372068780,PC,20h41m46.46s,310.443577,-68d08m05.95s,-68.134987,14.324,16.837,2458670.445,374.3644315,3.6392863,310.5114444,5.1223706,8.6426188,437.3016226,159.007,6200,3.63371,2.7539101
4306.01,44898913,PC,04h16m31.42s,64.13091,-28d18m56.85s,-28.315791,218.534,-251.131,2458413.192,2.7299049,0.8257288,7427.724966,1.3513606,4.0669768,362.1910146,32.4298,2887,5.15917,0.155498
4307.01,141186075,PC,05h25m18.6s,81.327498,-75d41m37.44s,-75.693734,-103.892,-309.406,2458349.747,32.6972912,4.8615665,101.3420352,1.1224219,33.7467204,614.720424,36.0469,6079.16,4.438,1.09843
4307.02,141186075,PC,05h25m18.6s,81.327498,-75d41m37.44s,-75.693734,-103.892,-309.406,2458328.01,4.654469,2.7229465,27.4724559,0.6077596,454.032649,1177.311864,36.0469,6079.16,4.438,1.09843
4308.01,144193715,PC,21h51m00.74s,327.753069,-43d33m44.51s,-43.562364,-72.111,-1.864,2458333.435,9.1511255,2.5336897,774.5148555,2.2056292,62.301382,716.5461547,108.932,5015,4.47652,0.793449
4309.01,56662591,PC,10h34m18.84s,158.578516,-09d09m46.25s,-9.162846,-186.762,76.51,2458564.61,87.22287,2.0379853,664.2309911,2.1317405,3.3389658,344.7646596,75.7444,5220,4.54936,0.829943
431.01,31374837,CP,05h33m04.62s,83.26925,-26d43m25.93s,-26.72387,16.804,150.766,2458440.63,12.4610086,3.3195777,2078.142598,3.2809492,28.3587888,588.5612549,32.5686,4891,4.62,0.726632
431.02,31374837,CP,05h33m04.62s,83.26925,-26d43m25.93s,-26.72387,16.804,150.766,2458438.376,0.4900589,1.0123328,291.0399722,1.4741529,2120.447466,1730.719269,32.5686,4891,4.62,0.726632
4310.01,303317324,PC,23h27m36.85s,351.903531,-25d30m30.46s,-25.508462,-33.704,-87.513,2458365.182,739.1670007,5.7183604,1376.139505,2.6735992,0.0724872,132.3381364,40.0268,4159,4.53501,0.721084
4311.01,122617317,PC,02h46m44.53s,41.685522,-31d10m45.55s,-31.17932,170.932,73.688,2458394.739,15.0700779,3.8675641,852.6165721,2.7293235,35.2598429,621.4981538,134.988,5159,4.519,0.850729
4311.02,122617317,PC,02h46m44.53s,41.685522,-31d10m45.55s,-31.17932,170.932,73.688,2458382.636,0.9902892,1.3567356,278.9096992,1.4156529,1329.693824,1540.131,134.988,5159,4.519,0.850729
4312.01,251086776,PC,02h30m11.42s,37.547588,-03d24m18.45s,-3.405125,-73.952,-51.381,2458434.865,80.6797247,2.2543368,1707.692781,2.4385296,0.6393259,228.0606305,40.9223,3808,4.69366,0.55033
4313.01,294324819,PC,07h15m32.3s,108.884571,-55d33m18.06s,-55.555017,-25.414,62.862,2458498.263,6.8229619,6.5008474,231.0142118,3.6469,832.7437251,1370.085253,232.521,5781,3.82788,2.0587699
4314.01,459952217,FA,04h45m03.98s,71.266602,+05d52m17.71s,5.871586,13.672,-21.479,2458448.206,73.580982,2.1441598,347.4450365,3.3991025,57.7754894,703.162429,158.797,7802,4.21386,1.76118
4315.01,139148528,PC,22h58m29.51s,344.622965,-44d43m00.97s,-44.716935,42.234,-15.407,2458326.329,8.2860468,3.4753488,540.5097415,2.329367,109.8009001,825.6029283,134.093,5809,4.56733,0.914215
4316.01,7020254,KP,08h26m12.84s,126.5535,+12d16m54.66s,12.281851,15.565,-21.666,2459549.375,20.2730296,3.862,17770,10.7902,28.3249,642,413.591,5742,4.58473,0.86
4317.01,422914082,PC,02h33m14.5s,38.31042,+01d41m27.35s,1.69093,397.201,-2.532,2458431.554,238.8542072,4.121586,1942.542355,3.7779894,0.5496819,219.607722,67.368,4354.29,4.39555,0.865987
4318.01,311130133,PC,03h59m05.25s,59.771874,+06d55m28.1s,6.924473,32.243,-29.805,2458438.115,1.1343824,1.4445,313.8458861,1.7532446,1466.687546,1578.353039,120.871,5683,4.58721,0.846842
4319.01,157115010,PC,06h43m53.25s,100.971875,-43d53m34.74s,-43.892984,-27.632,78.907,2459231.758,,7.7272055,6743.445526,6.5519689,4.8945816,379.3574727,83.6486,4438,4.438,0.725033
432.01,38686737,FP,03h51m27.76s,57.865664,-10d36m50.68s,-10.614078,-3.356,-2.798,2458439.98,2.24704,2.713,18890.4,18.1799,1793.26,1812,746.646,6846,4.23,1.2
4320.01,404518509,PC,03h26m33.68s,51.640345,-43d36m49.19s,-43.613665,-2.359,-22.812,2458431.269,703.6156148,5.1339345,643.185497,2.9483243,0.4576592,209.7757615,79.208,5871,4.43296,1.03563
4320.02,404518509,PC,03h26m33.68s,51.640345,-43d36m49.19s,-43.613665,-2.359,-22.812,2458417.466,46.4093732,4.822337,435.7347505,2.1862997,17.1730953,519.1966657,79.208,5871,4.43296,1.03563
4321.01,325081244,PC,21h51m47.51s,327.947949,-70d21m06.89s,-70.351914,24.465,-50.714,2458679.443,,5.7408858,177.9248977,3.3520677,431.0470784,1162.119868,110.275,6163.97,3.72396,2.4612
4322.01,13883872,PC,04h54m57.86s,73.7411,-41d20m39.16s,-41.34421,38.388,-6.136,2458417.283,13.4190972,5.209244,348.2384065,2.4168515,123.7286797,850.6234364,188.964,5914.2,4.30929,1.20531
4323.01,143022742,FA,03h37m52.03s,54.466785,-30d03m26.78s,-30.057438,-27.104,-60.598,2458416.548,14.6762658,3.2320455,3499.937973,2.8523348,3.139825,339.5049488,70.7878,3414,4.77364,0.458861
4323.02,143022742,FA,03h37m52.03s,54.466785,-30d03m26.78s,-30.057438,-27.104,-60.598,2458412.896,21.9692578,3.5662307,7940.615239,4.1061739,1.8336046,296.7878863,70.7878,3414,4.77364,0.458861
4324.01,408416746,PC,09h42m35.15s,145.646473,-19d14m08.52s,-19.235699,-474.872,-217.949,2458518.995,6.250999,1.1932357,799.7601398,1.3119877,8.7623126,438.8078978,17.038,3479,4.8309,0.395397
4325.01,202185707,PC,06h47m23.66s,101.848588,+06d07m43.38s,6.128717,74.438,-169.751,2458469.369,1.6500673,0.9198679,2709.534958,2.3990078,60.7790529,712.1282782,51.0354,3896,4.70541,0.454049
4326.01,303586471,PC,23h27m57.22s,351.988437,-26d27m16.64s,-26.454622,145.862,-44.339,2458363.762,,3.6367964,420.1292122,2.2568425,2.1505693,308.857471,57.7233,6034.49,4.42122,1.07903
4327.01,140687214,PC,04h52m49.65s,73.206864,-76d20m22.85s,-76.339681,6.697,80.118,2458411.377,0.8303301,0.8685829,554.0353457,1.5591667,256.5030345,1020.687689,84.4016,3672,4.68064,0.565454
4328.01,77175217,PC,04h33m09.32s,68.288836,-36d56m45.09s,-36.945858,-16.988,43.619,2458459.446,703.79367,2.9297301,601.9566843,1.860295,0.3066589,189.7945133,25.0039,4709,4.57486,0.739835
4329.01,256722647,PC,21h58m15.34s,329.563915,+71d07m53.78s,71.131605,4.416,0.468,2459007.632,2.92247,5.039,4180,18.0864,1815.54,1818,717.128,5520,3.55,2.74
433.01,188989177,FP,05h15m06.82s,78.778396,-15d06m01.67s,-15.100464,-2.243,-1.801,2458438.299,1.17409,1.701,3680,49.6799,34547.8,3798,547.126,8242,3.61,3.67
4330.01,47617038,PC,14h41m24.05s,220.350188,-33d57m01.74s,-33.950483,-35.111,-22.63,2459358.397,3.3513304,2.739,400,17.7728,295.994,1155,290.313,4886,,8.71
4331.01,148833828,PC,15h24m59.65s,231.248546,-40d12m59.88s,-40.216633,-22.736,-23.502,2459360.395,2.9034242,2.154,860,6.62177,554.218,1351,346.327,5992,3.77,2.25
4332.01,178959058,PC,13h58m47.8s,209.699173,-40d37m08.66s,-40.619073,-18.488,-4.145,2459353.755,5.4468433,3.5,540,4.10411,659.319,1411,269.304,6793,4.15,1.68
4333.01,144645881,PC,15h18m55.43s,229.730951,-44d30m01.44s,-44.500399,-23.189,-14.867,2459356.714,8.8998556,1.13,1220,6.71909,23.8985,615,212.956,6606,4.09,1.75
4334.01,128531633,PC,14h37m54.47s,219.476976,-46d17m06.44s,-46.285122,-12.388,-2.425,2459358.588,8.2197647,1.673,1040,7.65998,70.2704,806,398.085,6657,3.93,2.12
4335.01,443658196,FP,13h18m56.21s,199.734195,-62d58m27.91s,-62.974419,-10.636,-4.467,2459338.248,4.498955,6.1732636,4079.034468,15.0740655,2543.818596,1811.303741,636.157,8933,4.45175,1.47656
4336.01,166184428,PC,13h44m25.68s,206.107013,-40d20m14.46s,-40.337351,151.518,69.023,2459335.573,16.33603,1.9857452,4129.515943,2.111239,1.6933452,290.9418033,22.5455,3365,4.89744,0.326568
4337.01,399642071,PC,10h57m09.55s,164.289787,-69d58m45.76s,-69.979379,-29.87,-0.01,2459335.388,2.2901818,4.5239814,2020.588494,2.7689842,99.1848313,804.8798671,65.1329,3953,4.6489,0.617703
4338.01,253434221,PC,13h06m56s,196.73335,-58d06m39.44s,-58.110955,-31.466,-56.85,2459350.811,7.4997774,1.278,2050,10.1994,475.6053843,587,219.732,4979.2,3.92,1.91
4339.01,7439481,PC,14h11m42.9s,212.92874,-29d58m26.33s,-29.973981,-79.125,24.051,2459333.969,1.2540806,1.3435517,66025.09943,10.3493319,73.5478383,746.8996014,123.032,3455,4.82691,0.399724
434.01,78055054,KP,05h22m09.18s,80.538242,-30d58m14.94s,-30.970818,8.704,4.327,2459198.52,4.3888516,3.0184015,24964.54782,13.8994523,192.2328216,949.6785627,362.273,5175,4.46488,0.877856
4340.01,454038613,PC,11h42m38.79s,175.66163,-40d03m37.84s,-40.060512,-47.529,1.405,2459330.282,2.6680587,2.978,580,3.45609,1634.14,1771,231.084,6406,4.23,1.44
4341.01,62301521,FA,19h26m08.37s,291.534894,-43d11m13.88s,-43.187188,-157.84,-1098.04,2458661.049,18.4043334,7.879331,9135.211016,1.2834433,0.2638693,182.7961243,23.7607,2891,5.22041,0.133376
4342.01,354944123,PC,21h37m33.46s,324.38942,-77d58m44.93s,-77.979147,120.399,-91.425,2458654.532,5.538329,2.2263888,1407.111865,2.2721409,27.6818339,585.0169701,61.5204,3883,4.65275,0.598175
4342.02,354944123,PC,21h37m33.46s,324.38942,-77d58m44.93s,-77.979147,120.399,-91.425,2458659.348,10.6886084,2.6672245,1501.172634,2.4642245,11.5205083,469.8807571,61.5204,3883,4.65275,0.598175
4343.01,278988097,PC,06h47m19.34s,101.830564,-56d37m03.01s,-56.617503,-8.744,55.104,2458411.628,11.542128,2.9573632,466.4021117,2.2612576,92.6517589,791.2854254,242.572,6112,4.5884,0.901955
4344.01,38939275,PC,04h38m36.25s,69.651026,-61d20m36.5s,-61.343471,8.477,-20.372,2458507.586,731.4808779,14.7095051,244.9088772,3.2537107,1.6906613,290.8264482,232.265,5854,3.83792,2.0546
4345.01,469791892,PC,19h53m45.21s,298.438373,-69d51m07.57s,-69.852102,-5.633,0.011,2458657.984,12.8910022,4.0905287,15119.39001,2.3547529,3826.582755,2005.961193,983.721,31000,5.59962,0.18
4346.01,389371332,FP,05h44m04.53s,86.01889,-66d21m32.75s,-66.359097,-44.82,35.22,2458494.061,3.9077116,9.5278364,599.6319099,1.5722799,50.3800695,679.4921442,130.457,3917,4.61771,0.64011
