toi,tid,tfopwg_disp,rastr,ra,decstr,dec,st_pmra,st_pmdec,pl_tranmid,pl_orbper,pl_trandurh,pl_trandep,pl_rade,pl_insol,pl_eqt,st_dist,st_teff,st_logg,st_rad
1868.01,230087585,PC,16h28m30.15s,247.125627,+69d01m51.51s,69.030975,-2.096,14.467,2458960.685,8.8268102,3.4940498,6435.632998,12.7300649,381.0956117,1126.881467,766.271,6016,4.1,1.56043
1869.01,299780329,PC,02h30m07.28s,37.530328,-79d45m23.62s,-79.75656,11.464,-12.791,2459362.743,1.6024044,0.9871973,1395.709283,5.6297411,2819.714377,1858.53622,305.601,5435.9,4.2,1.39294
187.01,260304296,APC,06h18m27.73s,94.615541,-57d00m48.6s,-57.013501,-8.683,6.389,2459199.746,0.512591,1.244,5500,15.0709,25958.1,3536,184.529,6725,4.19532,1.55
1870.01,230375747,PC,19h00m04.96s,285.020668,+63d25m47.39s,63.42983,-0.749,-1.828,2458956.385,2.7633664,3.4868681,12950.16242,16.6502511,1824.610259,1666.910482,876.378,6511,4.25,1.43103
1871.01,233503636,FP,16h44m56.57s,251.235703,+77d20m38.54s,77.344038,2.762,-0.365,2458685.822,3.40612,1.714,1740,8.60495,985.653,1560,526.243,5955.3,4.06,1.67
1872.01,229490898,PC,19h45m01.75s,296.257303,+64d47m30.85s,64.791904,-5.967,-9.382,2458956.138,2.2349271,2.3636258,4087.443808,14.2925874,2186.041732,1743.951335,608.57,6305.2,,1.57414
1873.01,328933398,PC,14h10m16.43s,212.568476,+84d22m18.69s,84.371858,1.067,-2.419,2458706.45,24.93345,5.681,1670,4.90235,172.519,1009,182.014,5699,4.47,0.97
1873.02,328933398,PC,14h10m16.43s,212.568476,+84d22m18.69s,84.371858,1.067,-2.419,2458848.658,,5.0812116,1631.799117,3.9593134,22.3729083,554.6900305,182.014,5699,4.47,0.971675
1873.03,328933398,PC,14h10m16.43s,212.568476,+84d22m18.69s,84.371858,1.067,-2.419,2458848.095,7.0095704,2.5958063,832.3929695,2.8965148,171.7663986,923.3243779,182.014,5699,4.47,0.971675
1874.01,232641326,APC,18h45m47.81s,281.44921,+56d22m54.12s,56.381701,8.653,1.588,2458684.761,17.86825,5.572,11010,19.2142,337.08,1193,639.003,7013,4.2,1.64
1875.01,233047097,PC,17h54m38.62s,268.6609,+60d21m23.08s,60.356411,-5.109,-9.682,2458692.243,11.30916,1.919,12830,16.8247,44.8969,721,677.874,5817,4.27,1.25
1876.01,233078665,PC,18h06m26.85s,271.611889,+62d10m36.3s,62.176751,-4.06,4.82,2458959.966,6.483187,2.2682893,4263.279362,11.8152131,940.9347326,1412.568849,1119.32,6748,4.12,1.73025
1877.01,233497719,APC,16h38m04.8s,249.519983,+77d45m23.04s,77.756401,-4.924,39.626,2458686.495,3.80159,2.771,18830,14.3005,413.553,1256,565.519,6051,4.48,1.01
1878.01,219762508,PC,17h30m25.27s,262.605271,+63d07m22.85s,63.123014,4.282,-2.303,2458957.55,3.2349001,0.9317111,4677.847388,7.8157613,662.3571948,1293.876467,603.015,5976,4.43,1.06446
1879.01,243335710,PC,19h19m26.78s,289.861603,+59d40m12.4s,59.670112,1.246,0.272,2459429.195,13.7028652,5.0107998,11826.60971,17.9743208,237.5804182,1001.318892,982.768,6531,4.22,1.49611
188.01,280830734,APC,02h58m13.34s,44.555588,-70d45m38.83s,-70.760786,33.499,38.324,2458325.779,1.1619461,0.9403787,324.1180394,3.443269,7309.53525,2358.262748,210.812,6340.3,4.18,1.66089
1880.01,359357695,PC,12h10m54.28s,182.726187,-75d07m54.95s,-75.13193,-39.401,-7.25,2459363.247,1.7260772,1.7448268,10440.32048,9.0586129,46.8628068,667.3087565,102.608,3631.4,4.69,0.556058
1881.01,59859387,PC,07h21m28.72s,110.369675,-45d34m03.85s,-45.567737,-9.997,11.584,2459201.82,1.1203595,2.3873717,1738.916632,9.901438,7194.561971,2348.934134,294.281,6564.4,4.26,1.4746701
1882.01,396368313,PC,14h11m21.41s,212.839201,-75d49m59.53s,-75.833202,-6.75,-5.584,2459362.255,3.0899587,1.782968,5792.015796,16.5956827,6037.219986,2248.169232,708.598,8828.7,4.39,1.63132
1883.01,348755728,PC,08h56m21.42s,134.089246,-12d55m50.32s,-12.930644,30.75,3.168,2459256.846,4.5062989,2.0637719,12360.91042,5.8994432,17.9440117,524.9278749,115.369,3477,4.74303,0.493576
1884.01,219879302,PC,17h24m31.07s,261.129456,+67d59m20.84s,67.989121,-0.326,-6.855,2458684.18,6.78221,2.591,11430,9.4512,65.4473,792,340.55,5225,4.5,0.88
1885.01,258510872,PC,20h18m39.65s,304.665223,+66d09m21.43s,66.155954,0.54,-3.806,2458958.255,6.5441709,4.2670673,6572.35205,15.392215,787.8342393,1351.22746,560.901,6232,4.03,1.75776
1886.01,403136415,PC,22h14m14.33s,333.559696,-55d22m24.02s,-55.373338,4.93,-8.523,2458326.378,2.5128027,2.5454713,17494.78923,12.5236817,623.3614047,1274.39696,529.373,5744,4.51952,0.924044
1887.01,229586455,PC,18h05m28.45s,271.368524,+75d08m44.26s,75.145628,-34.046,88.331,2458955.81,2.2001447,1.6838504,1412.954417,2.6421855,164.3276086,913.1610595,138.272,4250,4.58048,0.705729
1888.01,459997997,FP,10h25m00.01s,156.250032,-60d34m30.51s,-60.575142,-21.982,9.122,2459328.033,5.547485,5.412,3350,11.48,3368.08,2122,521.829,7397,4.1,2.04
1889.01,139771134,PC,21h36m30.78s,324.128236,-52d30m47.16s,-52.513101,20.985,-16.051,2459036.734,0.9134697,1.1241224,4754.423048,8.8558858,831.1651409,1369.435493,211.794,4791,,0.771805
189.01,278866211,APC,06h43m13.87s,100.807811,-55d14m39.75s,-55.244376,-11,41.214,2458325.163,2.19407,1.276,3745,8.28466,612.951,1386,181.879,6054,4.39416,1.04
1890.01,288636599,PC,18h38m58.68s,279.744502,+79d14m18.06s,79.23835,3.785,9.982,2458965.557,19.9679244,6.3708602,6267.697314,10.2156595,78.6878824,759.6205656,372.335,5857,4.26,1.26949
1891.01,139198430,PC,23h02m31.44s,345.630986,-46d05m06.7s,-46.085195,-24.1,-2.1,2459085.819,15.36179,1.389,3470,8.36864,11.5248,,135.265,5984,4.30752,1.22
1892.01,63698669,PC,00h20m39.68s,5.165323,-33d59m04.11s,-33.984476,67.063,-13.027,2458364.632,,5.0689647,294.9213908,1.4682355,82.6748149,769.065018,97.4697,5256,4.55251,0.831552
1893.01,264544388,PC,21h45m45.21s,326.438392,+79d36m50.18s,79.613939,23.5,18.487,2458824.861,,16.2000201,560.4004393,3.9646898,95.4170227,797.1246051,134.912,6996,4.29542,1.46151
1894.01,280865159,PC,06h43m11.66s,100.798591,-78d16m51.94s,-78.281094,39.23,56.87,2458387.073,739.2420494,19.2413648,3136.180923,6.3215637,0.362351,197.8801025,178.372,5611,4.37718,1.0692
1895.01,384159646,PC,16h14m51.23s,243.713459,-81d40m50.15s,-81.680597,-17.507,-31.801,2459362.934,748.074286,5.0760301,2550.10453,7.1049602,180.4032319,934.7184777,206.229,6762,4.39031,1.37387
1896.01,174302697,PC,23h28m42.87s,352.17861,+47d20m58.28s,47.349521,56.957,0.365,2458743.727,,16.1046282,2816.522419,8.9556287,254.6407802,1018.830033,169.851,6750,4.18569,1.60572
1897.01,420645189,PC,03h13m28.9s,48.370422,+75d16m06.16s,75.268379,48.29,14.617,2459001,,6.6543459,52070.25986,25.4550873,98.1693011,802.8116653,158.493,5937,4.44855,1.02867
1897.02,420645189,PC,03h13m28.9s,48.370422,+75d16m06.16s,75.268379,48.29,14.617,2458837.476,,6.633714,3957.75112,7.6414121,3.6257844,351.9413069,158.493,5937,4.44855,1.02867
1898.01,91987762,PC,09h38m13.27s,144.5553,+23d32m48.29s,23.546746,-64.433,-41.485,2458894.254,,4.2786428,1658.404772,7.1638733,201.5247271,960.9523097,79.6682,6303.91,4.11765,1.61034
1899.01,172370679,CP,19h57m42.44s,299.426847,+40d08m36.05s,40.143346,35.427,18.828,2458711.959,,4.9262479,30464.18086,11.324759,4.3315833,367.943738,128.438,3854,4.63619,0.617863
190.01,166739520,KP,02h27m06.19s,36.775811,-50d17m03.93s,-50.284425,59.958,24.743,2459139.178,10.0205998,5.7591694,8218.144287,11.7679183,211.7916534,972.9644217,157.963,6038,4.35513,1.27527
1900.01,178879588,KP,04h29m40.46s,67.418582,-28d11m49.97s,-28.197215,5.777,16.81,2459145.468,3.0566277,2.3926375,12517.52035,12.5182693,606.6634527,1265.775565,623.232,5735,4.41,1.03865
1901.01,19684256,KP,09h20m21.02s,140.087589,-31d16m09.16s,-31.269212,-20.014,21.252,2459278.312,1.3666563,1.967,21070,15.437,1310.22,1676,555.134,5790.4,4.44,1.02
1902.01,272212970,KP,12h00m50.11s,180.208788,-46d08m11.11s,-46.13642,-6.082,0.801,2459307.905,1.6091569,2.1389536,12737.21733,19.237808,3577.895638,1972.543851,960.109,6393,4.24,1.42749
1903.01,77156657,KP,04h32m32.75s,68.136479,-38d58m05.87s,-38.968297,-0.767,5.443,2459196.572,3.8404319,5.242,3580,12.3434,1599.92,1761,715.383,5909,4.42,2.04
1904.01,272213425,KP,12h00m39.62s,180.165072,-45d47m58.04s,-45.799456,-8.604,-2.95,2459310.321,4.325079,4.5840299,6169.210945,17.9355814,2179.36123,1742.617434,564.409,6457,3.9,2.1276
1905.01,429302040,KP,12h33m32.74s,188.386428,-10d08m46.37s,-10.146214,-96.647,-9.483,2458574.142,5.72226,2.648,25549,12.8433,37.0251,687,64.7414,4233.2,4.64,0.73
